Plot 1 FLIR USB Video,,,,,,,,,,,
,,,,,,,,,,,
,,,,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value,Sp6.Value,Sp7.Value,Sp8.Value
Emissivity,,,,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881
Distance,,,,1,1,1,1,1,1,1,1
Reflected temperature,,,,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939
Location X,,,,31,285,284,166,34,120,31,287
Location Y,,,,115,74,119,115,68,114,175,178
Size X,,,,,,,,,,,
Size Y,,,,,,,,,,,
Surface (pixels),,,,,,,,,,,
,,,,,,,,,,,
Date,Time,Milliseconds,Relative time,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value,Sp6.Value,Sp7.Value,Sp8.Value
4/24/2018,12:39:13 PM,324,113.244,37.16208267,30.07095146,29.90316772,30.91819191,34.1902771,29.50672531,33.03939819,29.68709373
4/24/2018,12:39:13 PM,594,113.514,37.12819672,29.99907494,29.86718369,30.93008041,34.1902771,29.50672531,33.0510788,29.68709373
4/24/2018,12:39:13 PM,864,113.784,37.10560226,29.99907494,29.85518646,30.9063015,34.20184326,29.49468994,32.98098373,29.68709373
4/24/2018,12:39:14 PM,135,114.055,37.17337418,30.0110569,29.96311951,30.93008041,34.21341324,29.50672531,33.02771759,29.74715424
4/24/2018,12:39:14 PM,675,114.595,37.07170105,30.02303886,29.91516113,30.93008041,34.16713333,29.47061729,32.95760727,29.68709373
4/24/2018,12:39:14 PM,945,114.865,37.04909515,29.98709106,29.86718369,30.85872459,34.15555954,29.44654083,32.95760727,29.67507744
4/24/2018,12:39:15 PM,216,115.136,37.13949203,30.0110569,29.92715263,30.88251495,34.14398575,29.55484962,33.02771759,29.71112061
4/24/2018,12:39:15 PM,486,115.406,37.16208267,30.0829277,29.99907494,30.95385742,34.1902771,29.51875877,33.08611298,29.7591629
4/24/2018,12:39:15 PM,756,115.676,37.17337418,30.0829277,29.96311951,30.93008041,34.2249794,29.49468994,33.08611298,29.71112061
4/24/2018,12:39:16 PM,297,116.217,37.1169014,30.04699707,29.93914223,30.91819191,34.14398575,29.48265457,32.99266815,29.68709373
4/24/2018,12:39:16 PM,567,116.487,37.13949203,30.0110569,29.89117432,30.9063015,34.20184326,29.49468994,33.0627594,29.68709373
4/24/2018,12:39:16 PM,837,116.757,37.12819672,30.0110569,29.90316772,30.94196892,34.14398575,29.44654083,32.9692955,29.65104103
4/24/2018,12:39:17 PM,108,117.028,37.12819672,29.99907494,29.879179,30.91819191,34.16713333,29.47061729,33.01603699,29.67507744
4/24/2018,12:39:17 PM,378,117.298,37.07170105,30.04699707,29.92715263,30.91819191,34.10926056,29.47061729,33.01603699,29.72313309
4/24/2018,12:39:17 PM,918,117.838,37.0603981,29.91516113,29.84318733,30.85872459,34.03977203,29.43449974,32.94591904,29.56687927
4/24/2018,12:39:18 PM,189,118.109,37.10560226,29.98709106,29.879179,30.9063015,34.15555954,29.41041565,33.03939819,29.68709373
4/24/2018,12:39:18 PM,459,118.379,37.10560226,29.97510529,29.90316772,30.93008041,34.16713333,29.41041565,33.08611298,29.66305923
4/24/2018,12:39:18 PM,729,118.649,37.15078735,29.99907494,29.90316772,30.93008041,34.14398575,29.47061729,33.02771759,29.62700081
4/24/2018,12:39:18 PM,999,118.919,37.09430313,29.98709106,29.85518646,30.87062073,34.15555954,29.44654083,32.98098373,29.66305923
4/24/2018,12:39:19 PM,270,119.19,36.98125458,29.879179,29.71112061,30.75161171,34.0281868,29.33813095,32.9108429,29.53079033
4/24/2018,12:39:19 PM,540,119.46,37.02648544,29.86718369,29.7591629,30.81113052,34.07452011,29.38632584,32.94591904,29.55484962
4/24/2018,12:39:19 PM,810,119.73,36.98125458,29.81918716,29.71112061,30.75161171,33.99342728,29.31402588,32.88745499,29.48265457
4/24/2018,12:39:20 PM,351,120.271,36.969944,29.86718369,29.73514366,30.82303238,34.00501633,29.35018158,32.87575912,29.51875877
4/24/2018,12:39:20 PM,621,120.541,36.969944,29.85518646,29.68709373,30.79922867,33.93547058,29.32607841,32.88745499,29.49468994
4/24/2018,12:39:20 PM,891,120.811,36.90206146,29.80718422,29.71112061,30.75161171,33.91228104,29.27785873,32.86406326,29.47061729
4/24/2018,12:39:21 PM,162,121.082,37.00387192,29.8311882,29.7591629,30.82303238,34.0281868,29.32607841,32.9108429,29.49468994
4/24/2018,12:39:21 PM,432,121.352,37.02648544,29.85518646,29.77116966,30.79922867,34.00501633,29.35018158,32.92253876,29.51875877
4/24/2018,12:39:21 PM,702,121.622,36.92469406,29.79518127,29.68709373,30.72779465,33.98183823,29.27785873,32.82896423,29.43449974
4/24/2018,12:39:21 PM,972,121.892,36.969944,29.85518646,29.72313309,30.75161171,34.00501633,29.28991508,32.88745499,29.51875877
4/24/2018,12:39:22 PM,243,122.163,36.969944,29.8311882,29.72313309,30.75161171,33.97024918,29.31402588,32.93422699,29.47061729
4/24/2018,12:39:22 PM,783,122.703,36.91337585,29.8311882,29.62700081,30.75161171,33.93547058,29.217556,32.79385757,29.3622303
4/24/2018,12:39:23 PM,53,122.973,36.92469406,29.89117432,29.73514366,30.77542305,33.98183823,29.32607841,32.86406326,29.45858002
4/24/2018,12:39:23 PM,324,123.244,36.98125458,29.96311951,29.80718422,30.87062073,34.09768295,29.37427902,32.9692955,29.55484962
4/24/2018,12:39:23 PM,594,123.514,37.09430313,29.96311951,29.80718422,30.89440918,34.17870712,29.41041565,33.07443619,29.54281998
4/24/2018,12:39:23 PM,864,123.784,37.04909515,29.90316772,29.78317642,30.84682846,34.09768295,29.3622303,33.02771759,29.49468994
4/24/2018,12:39:24 PM,405,124.325,37.1169014,29.96311951,29.85518646,30.89440918,34.15555954,29.44654083,33.0510788,29.61497879
4/24/2018,12:39:24 PM,675,124.595,37.07170105,29.99907494,29.8311882,30.89440918,34.12083817,29.39837074,32.98098373,29.54281998
4/24/2018,12:39:24 PM,945,124.865,37.09430313,29.99907494,29.8311882,30.83493042,34.13241196,29.35018158,33.00435257,29.56687927
4/24/2018,12:39:25 PM,216,125.136,37.09430313,30.0110569,29.81918716,30.88251495,34.15555954,29.39837074,33.00435257,29.59093094
4/24/2018,12:39:25 PM,756,125.676,37.10560226,29.98709106,29.85518646,30.93008041,34.13241196,29.44654083,33.02771759,29.60295677
4/24/2018,12:39:26 PM,26,125.946,37.15078735,30.0110569,29.79518127,30.88251495,34.13241196,29.41041565,32.9692955,29.54281998
4/24/2018,12:39:26 PM,297,126.217,37.09430313,29.99907494,29.89117432,30.91819191,34.13241196,29.44654083,33.00435257,29.55484962
4/24/2018,12:39:26 PM,567,126.487,37.1169014,30.03501892,29.91516113,30.91819191,34.1902771,29.43449974,33.03939819,29.63902283
4/24/2018,12:39:26 PM,837,126.757,37.1169014,30.03501892,29.879179,30.9063015,34.20184326,29.47061729,33.02771759,29.68709373
4/24/2018,12:39:27 PM,378,127.298,37.0603981,29.95113182,29.81918716,30.85872459,34.15555954,29.39837074,32.94591904,29.61497879
4/24/2018,12:39:27 PM,648,127.568,37.07170105,29.96311951,29.84318733,30.88251495,34.10926056,29.42245865,32.9108429,29.62700081
4/24/2018,12:39:27 PM,918,127.838,36.98125458,29.92715263,29.77116966,30.79922867,34.12083817,29.35018158,32.93422699,29.57890511
4/24/2018,12:39:28 PM,189,128.109,37.00387192,29.92715263,29.78317642,30.82303238,34.06293869,29.3622303,32.89915085,29.54281998
4/24/2018,12:39:28 PM,729,128.649,37.00387192,29.98709106,29.79518127,30.84682846,34.13241196,29.38632584,32.94591904,29.53079033
4/24/2018,12:39:28 PM,999,128.919,37.09430313,29.98709106,29.879179,30.91819191,34.1902771,29.45858002,32.9692955,29.59093094
4/24/2018,12:39:29 PM,270,129.19,37.10560226,30.0110569,29.879179,30.87062073,34.1902771,29.42245865,32.98098373,29.61497879
4/24/2018,12:39:29 PM,540,129.46,37.1169014,29.97510529,29.89117432,30.91819191,34.17870712,29.45858002,32.95760727,29.61497879
4/24/2018,12:39:29 PM,810,129.73,37.0603981,29.95113182,29.84318733,30.88251495,34.15555954,29.42245865,32.95760727,29.57890511
4/24/2018,12:39:30 PM,80,130,37.083004,29.95113182,29.78317642,30.87062073,34.13241196,29.43449974,32.99266815,29.60295677
4/24/2018,12:39:30 PM,351,130.271,37.083004,29.93914223,29.80718422,30.9063015,34.14398575,29.44654083,33.00435257,29.62700081
4/24/2018,12:39:30 PM,891,130.811,37.03779221,29.91516113,29.79518127,30.88251495,34.09768295,29.41041565,32.99266815,29.57890511
4/24/2018,12:39:31 PM,162,131.082,37.00387192,29.90316772,29.77116966,30.87062073,34.12083817,29.3622303,32.95760727,29.59093094
4/24/2018,12:39:31 PM,432,131.352,37.02648544,29.92715263,29.74715424,30.84682846,34.06293869,29.35018158,32.93422699,29.56687927
4/24/2018,12:39:31 PM,702,131.622,37.07170105,29.91516113,29.8311882,30.89440918,34.06293869,29.41041565,32.94591904,29.61497879
4/24/2018,12:39:31 PM,972,131.892,37.03779221,29.92715263,29.81918716,30.89440918,34.07452011,29.41041565,32.94591904,29.60295677
4/24/2018,12:39:32 PM,243,132.163,37.00387192,29.90316772,29.80718422,30.88251495,34.10926056,29.41041565,32.98098373,29.57890511
4/24/2018,12:39:32 PM,513,132.433,37.00387192,29.85518646,29.74715424,30.84682846,34.07452011,29.37427902,32.9692955,29.57890511
4/24/2018,12:39:32 PM,783,132.703,37.03779221,29.86718369,29.79518127,30.89440918,34.10926056,29.38632584,32.99266815,29.60295677
4/24/2018,12:39:33 PM,324,133.244,37.04909515,29.85518646,29.77116966,30.84682846,34.10926056,29.39837074,32.99266815,29.57890511
4/24/2018,12:39:33 PM,594,133.514,37.00387192,29.89117432,29.7591629,30.84682846,34.06293869,29.39837074,32.99266815,29.60295677
4/24/2018,12:39:33 PM,864,133.784,37.10560226,29.95113182,29.81918716,30.88251495,34.10926056,29.43449974,33.02771759,29.56687927
4/24/2018,12:39:34 PM,135,134.055,37.12819672,29.95113182,29.84318733,30.9063015,34.13241196,29.43449974,33.0627594,29.60295677
4/24/2018,12:39:34 PM,405,134.325,37.07170105,29.91516113,29.79518127,30.88251495,34.12083817,29.42245865,32.98098373,29.61497879
4/24/2018,12:39:34 PM,675,134.595,37.03779221,29.86718369,29.74715424,30.88251495,34.03977203,29.41041565,32.98098373,29.56687927
4/24/2018,12:39:35 PM,216,135.136,36.93600845,29.78317642,29.72313309,30.79922867,33.98183823,29.37427902,32.9108429,29.54281998
4/24/2018,12:39:35 PM,486,135.406,36.98125458,29.85518646,29.73514366,30.82303238,33.99342728,29.39837074,32.9692955,29.53079033
4/24/2018,12:39:35 PM,756,135.676,36.99256516,29.86718369,29.73514366,30.83493042,34.0281868,29.38632584,32.98098373,29.45858002
4/24/2018,12:39:36 PM,26,135.946,37.1169014,30.03501892,29.92715263,30.94196892,34.12083817,29.48265457,33.03939819,29.72313309
4/24/2018,12:39:36 PM,297,136.217,37.083004,29.92715263,29.86718369,30.83493042,34.08610153,29.41041565,32.99266815,29.59093094
4/24/2018,12:39:36 PM,837,136.757,37.083004,29.92715263,29.8311882,30.84682846,34.10926056,29.39837074,33.03939819,29.61497879
4/24/2018,12:39:37 PM,108,137.028,37.0603981,29.96311951,29.86718369,30.83493042,34.08610153,29.44654083,33.02771759,29.60295677
4/24/2018,12:39:37 PM,378,137.298,37.03779221,29.81918716,29.80718422,30.84682846,34.09768295,29.42245865,33.00435257,29.62700081
4/24/2018,12:39:37 PM,648,137.568,37.04909515,29.93914223,29.85518646,30.87062073,34.13241196,29.42245865,33.00435257,29.63902283
4/24/2018,12:39:37 PM,918,137.838,37.01517868,29.86718369,29.7591629,30.85872459,34.09768295,29.41041565,33.02771759,29.59093094
4/24/2018,12:39:38 PM,189,138.109,37.01517868,29.89117432,29.79518127,30.84682846,34.10926056,29.43449974,32.99266815,29.57890511
4/24/2018,12:39:38 PM,729,138.649,37.03779221,29.90316772,29.79518127,30.87062073,34.09768295,29.43449974,32.99266815,29.56687927
4/24/2018,12:39:38 PM,999,138.919,37.09430313,29.95113182,29.86718369,30.91819191,34.12083817,29.48265457,33.0627594,29.62700081
4/24/2018,12:39:39 PM,270,139.19,37.07170105,29.98709106,29.89117432,30.93008041,34.13241196,29.49468994,33.0510788,29.71112061
4/24/2018,12:39:39 PM,540,139.46,37.083004,30.02303886,29.879179,30.91819191,34.15555954,29.48265457,32.99266815,29.62700081
4/24/2018,12:39:39 PM,810,139.73,37.10560226,29.98709106,29.86718369,30.91819191,34.14398575,29.45858002,33.02771759,29.63902283
4/24/2018,12:39:40 PM,80,140,37.13949203,30.03501892,29.879179,30.93008041,34.21341324,29.50672531,33.09778976,29.69910812
4/24/2018,12:39:40 PM,351,140.271,37.09430313,30.03501892,29.90316772,30.96574211,34.20184326,29.49468994,33.07443619,29.67507744
4/24/2018,12:39:40 PM,891,140.811,37.083004,29.98709106,29.93914223,30.94196892,34.15555954,29.50672531,33.03939819,29.68709373
4/24/2018,12:39:41 PM,162,141.082,37.083004,29.99907494,29.92715263,30.95385742,34.14398575,29.48265457,33.03939819,29.73514366
4/24/2018,12:39:41 PM,432,141.352,37.03779221,30.02303886,29.89117432,30.95385742,34.12083817,29.45858002,33.08611298,29.72313309
4/24/2018,12:39:41 PM,702,141.622,37.07170105,30.0110569,29.91516113,30.89440918,34.15555954,29.44654083,33.02771759,29.69910812
4/24/2018,12:39:41 PM,972,141.892,37.12819672,30.07095146,29.95113182,30.94196892,34.21341324,29.48265457,33.09778976,29.73514366
4/24/2018,12:39:42 PM,513,142.433,37.09430313,30.05897522,29.95113182,30.96574211,34.20184326,29.49468994,33.10946274,29.69910812
4/24/2018,12:39:42 PM,783,142.703,37.09430313,30.04699707,29.89117432,30.91819191,34.23654556,29.47061729,33.03939819,29.71112061
4/24/2018,12:39:43 PM,53,142.973,37.10560226,30.0829277,29.96311951,31.00139427,34.25967407,29.55484962,33.15615082,29.78317642
4/24/2018,12:39:43 PM,324,143.244,37.07170105,29.98709106,29.8311882,30.9776268,34.15555954,29.54281998,33.02771759,29.69910812
4/24/2018,12:39:43 PM,864,143.784,37.01517868,29.99907494,29.86718369,30.96574211,34.16713333,29.51875877,33.01603699,29.65104103
4/24/2018,12:39:44 PM,135,144.055,36.98125458,29.96311951,29.86718369,30.91819191,34.14398575,29.43449974,32.93422699,29.62700081
4/24/2018,12:39:44 PM,405,144.325,37.1169014,30.0110569,29.90316772,30.9776268,34.23654556,29.49468994,33.0510788,29.72313309
4/24/2018,12:39:44 PM,675,144.595,37.10560226,30.02303886,29.879179,30.93008041,34.1902771,29.45858002,33.08611298,29.68709373
4/24/2018,12:39:44 PM,945,144.865,37.09430313,30.04699707,29.86718369,30.87062073,34.23654556,29.41041565,33.0627594,29.67507744
4/24/2018,12:39:45 PM,216,145.136,37.13949203,30.05897522,29.95113182,31.02515411,34.28279877,29.51875877,33.09778976,29.7591629
4/24/2018,12:39:45 PM,486,145.406,37.16208267,30.11884689,29.98709106,31.03703308,34.29436111,29.55484962,33.09778976,29.77116966
4/24/2018,12:39:46 PM,26,145.946,37.19595718,30.13081741,29.99907494,31.07266235,34.25967407,29.56687927,33.13280869,29.78317642
4/24/2018,12:39:46 PM,297,146.217,37.13949203,30.05897522,29.97510529,31.02515411,34.23654556,29.50672531,33.12113571,29.77116966
4/24/2018,12:39:46 PM,567,146.487,37.12819672,30.09490204,29.97510529,30.9776268,34.21341324,29.50672531,33.12113571,29.77116966
4/24/2018,12:39:46 PM,837,146.757,37.13949203,30.09490204,29.95113182,31.01327515,34.21341324,29.48265457,33.13280869,29.72313309
4/24/2018,12:39:47 PM,108,147.028,37.17337418,30.10687447,29.99907494,31.01327515,34.25967407,29.49468994,33.10946274,29.73514366
4/24/2018,12:39:47 PM,378,147.298,37.15078735,30.09490204,29.95113182,30.96574211,34.2249794,29.47061729,33.14447784,29.7591629
4/24/2018,12:39:47 PM,648,147.568,37.13949203,30.07095146,29.95113182,30.95385742,34.24811172,29.49468994,33.07443619,29.65104103
4/24/2018,12:39:48 PM,189,148.109,37.15078735,30.10687447,29.99907494,31.00139427,34.28279877,29.50672531,33.08611298,29.68709373
4/24/2018,12:39:48 PM,459,148.379,37.12819672,30.02303886,29.93914223,30.9776268,34.28279877,29.47061729,33.09778976,29.68709373
4/24/2018,12:39:48 PM,729,148.649,37.1169014,29.95113182,29.89117432,30.87062073,34.2249794,29.47061729,33.01603699,29.60295677
4/24/2018,12:39:48 PM,999,148.919,37.09430313,30.03501892,29.93914223,30.96574211,34.2249794,29.43449974,33.02771759,29.62700081
4/24/2018,12:39:49 PM,270,149.19,37.09430313,29.99907494,29.96311951,30.96574211,34.17870712,29.47061729,33.0627594,29.68709373
4/24/2018,12:39:49 PM,540,149.46,37.15078735,29.98709106,29.96311951,31.01327515,34.23654556,29.50672531,33.07443619,29.69910812
4/24/2018,12:39:49 PM,810,149.73,37.12819672,30.0110569,29.95113182,30.98951149,34.23654556,29.48265457,33.0627594,29.73514366
4/24/2018,12:39:50 PM,80,150,37.1169014,30.0110569,29.89117432,30.9776268,34.21341324,29.50672531,33.03939819,29.67507744
4/24/2018,12:39:50 PM,621,150.541,37.10560226,30.05897522,29.91516113,30.9776268,34.2249794,29.47061729,33.01603699,29.73514366
4/24/2018,12:39:50 PM,891,150.811,37.07170105,29.99907494,29.90316772,30.94196892,34.21341324,29.45858002,33.0627594,29.66305923
4/24/2018,12:39:51 PM,162,151.082,37.10560226,29.98709106,29.90316772,30.94196892,34.2249794,29.47061729,33.02771759,29.65104103
4/24/2018,12:39:51 PM,432,151.352,37.07170105,30.0110569,29.96311951,31.00139427,34.23654556,29.50672531,33.07443619,29.69910812
4/24/2018,12:39:51 PM,702,151.622,37.12819672,30.10687447,29.89117432,31.03703308,34.20184326,29.53079033,33.12113571,29.73514366
4/24/2018,12:39:51 PM,972,151.892,37.09430313,30.0110569,29.91516113,31.00139427,34.15555954,29.51875877,33.02771759,29.66305923
4/24/2018,12:39:52 PM,513,152.433,37.09430313,29.97510529,29.92715263,30.98951149,34.21341324,29.48265457,33.09778976,29.69910812
4/24/2018,12:39:52 PM,783,152.703,37.12819672,30.04699707,29.91516113,30.95385742,34.2249794,29.51875877,33.0510788,29.65104103
4/24/2018,12:39:53 PM,53,152.973,37.09430313,29.97510529,29.92715263,30.96574211,34.17870712,29.50672531,33.0510788,29.65104103
4/24/2018,12:39:53 PM,324,153.244,37.07170105,30.04699707,29.93914223,30.98951149,34.1902771,29.53079033,33.0627594,29.67507744
4/24/2018,12:39:53 PM,594,153.514,37.1169014,30.04699707,29.92715263,31.02515411,34.23654556,29.55484962,33.07443619,29.69910812
4/24/2018,12:39:53 PM,864,153.784,37.18466568,30.13081741,29.97510529,31.0607872,34.34059143,29.62700081,33.16781998,29.81918716
4/24/2018,12:39:54 PM,135,154.055,37.10560226,29.97510529,29.879179,31.00139427,34.20184326,29.50672531,33.07443619,29.69910812
4/24/2018,12:39:54 PM,405,154.325,37.15078735,30.07095146,29.92715263,31.00139427,34.23654556,29.53079033,33.08611298,29.67507744
4/24/2018,12:39:54 PM,675,154.595,37.15078735,30.10687447,30.02303886,31.04891205,34.29436111,29.55484962,33.15615082,29.80718422
4/24/2018,12:39:55 PM,216,155.136,37.17337418,30.07095146,29.93914223,31.07266235,34.27123642,29.56687927,33.14447784,29.71112061
4/24/2018,12:39:55 PM,486,155.406,37.12819672,30.03501892,29.95113182,31.08453751,34.28279877,29.53079033,33.14447784,29.74715424
4/24/2018,12:39:55 PM,756,155.676,37.24111176,30.14278603,30.05897522,31.09641075,34.35214615,29.59093094,33.21448135,29.84318733
4/24/2018,12:39:56 PM,26,155.946,37.15078735,30.09490204,30.03501892,31.07266235,34.30591965,29.57890511,33.16781998,29.78317642
4/24/2018,12:39:56 PM,567,156.487,37.16208267,30.09490204,30.02303886,31.10828209,34.34059143,29.57890511,33.17948532,29.80718422
4/24/2018,12:39:56 PM,837,156.757,37.20724869,30.15475464,30.03501892,31.08453751,34.36370087,29.61497879,33.21448135,29.81918716
4/24/2018,12:39:57 PM,108,157.028,37.15078735,30.04699707,29.99907494,31.04891205,34.25967407,29.54281998,33.14447784,29.80718422
4/24/2018,12:39:57 PM,378,157.298,37.19595718,30.13081741,30.03501892,31.09641075,34.32903671,29.60295677,33.2261467,29.8311882
4/24/2018,12:39:57 PM,648,157.568,37.26368332,30.11884689,30.07095146,31.10828209,34.32903671,29.60295677,33.2261467,29.8311882
4/24/2018,12:39:58 PM,189,158.109,37.21853638,30.09490204,30.03501892,31.10828209,34.31747818,29.61497879,33.21448135,29.81918716
4/24/2018,12:39:58 PM,459,158.379,37.21853638,30.13081741,30.05897522,31.13202095,34.31747818,29.61497879,33.19115067,29.86718369
4/24/2018,12:39:58 PM,729,158.649,37.24111176,30.11884689,30.05897522,31.10828209,34.34059143,29.60295677,33.2261467,29.8311882
4/24/2018,12:39:58 PM,999,158.919,37.19595718,30.09490204,30.03501892,31.10828209,34.31747818,29.60295677,33.14447784,29.77116966
4/24/2018,12:39:59 PM,270,159.19,37.16208267,30.04699707,29.98709106,31.04891205,34.2249794,29.51875877,33.09778976,29.7591629
4/24/2018,12:39:59 PM,540,159.46,37.10560226,30.0110569,29.96311951,31.01327515,34.24811172,29.49468994,33.15615082,29.71112061
4/24/2018,12:39:59 PM,810,159.73,37.12819672,29.98709106,29.90316772,31.00139427,34.2249794,29.56687927,33.12113571,29.69910812
4/24/2018,12:40:00 PM,80,160,37.1169014,29.93914223,29.879179,30.94196892,34.2249794,29.51875877,33.09778976,29.67507744
4/24/2018,12:40:00 PM,621,160.541,37.15078735,29.99907494,29.879179,30.94196892,34.24811172,29.54281998,33.09778976,29.69910812
4/24/2018,12:40:00 PM,891,160.811,37.083004,29.98709106,29.86718369,30.96574211,34.2249794,29.50672531,33.0510788,29.63902283
4/24/2018,12:40:01 PM,162,161.082,37.16208267,29.93914223,29.90316772,31.01327515,34.1902771,29.51875877,33.09778976,29.67507744
4/24/2018,12:40:01 PM,432,161.352,37.12819672,29.90316772,29.879179,30.94196892,34.20184326,29.48265457,33.08611298,29.59093094
4/24/2018,12:40:01 PM,702,161.622,37.10560226,29.86718369,29.84318733,30.94196892,34.15555954,29.48265457,33.08611298,29.61497879
4/24/2018,12:40:02 PM,243,162.163,37.12819672,29.97510529,29.89117432,30.96574211,34.23654556,29.54281998,33.09778976,29.69910812
4/24/2018,12:40:02 PM,513,162.433,37.20724869,29.97510529,29.97510529,31.03703308,34.27123642,29.59093094,33.10946274,29.69910812
4/24/2018,12:40:02 PM,783,162.703,37.18466568,30.0110569,29.98709106,31.03703308,34.28279877,29.57890511,33.20281601,29.77116966
4/24/2018,12:40:03 PM,53,162.973,37.22982407,30.04699707,29.97510529,31.02515411,34.29436111,29.55484962,33.14447784,29.7591629
4/24/2018,12:40:03 PM,324,163.244,37.12819672,29.95113182,29.91516113,30.96574211,34.24811172,29.50672531,33.12113571,29.65104103
4/24/2018,12:40:03 PM,594,163.514,37.07170105,29.879179,29.879179,30.91819191,34.2249794,29.48265457,33.01603699,29.61497879
4/24/2018,12:40:03 PM,864,163.784,37.1169014,29.98709106,29.89117432,30.94196892,34.21341324,29.51875877,33.08611298,29.72313309
4/24/2018,12:40:04 PM,135,164.055,37.12819672,30.02303886,29.91516113,30.96574211,34.27123642,29.50672531,33.12113571,29.68709373
4/24/2018,12:40:04 PM,405,164.325,37.12819672,30.02303886,29.879179,31.01327515,34.31747818,29.56687927,33.12113571,29.69910812
4/24/2018,12:40:04 PM,945,164.865,37.07170105,29.95113182,29.84318733,30.91819191,34.1902771,29.48265457,33.0627594,29.57890511
4/24/2018,12:40:05 PM,216,165.136,37.01517868,29.89117432,29.79518127,30.84682846,34.1902771,29.44654083,33.03939819,29.51875877
4/24/2018,12:40:05 PM,486,165.406,37.13949203,29.98709106,29.90316772,30.9776268,34.28279877,29.53079033,33.16781998,29.62700081
4/24/2018,12:40:05 PM,756,165.676,37.083004,29.98709106,29.89117432,30.93008041,34.2249794,29.49468994,33.10946274,29.66305923
4/24/2018,12:40:06 PM,26,165.946,37.083004,29.99907494,29.85518646,30.94196892,34.23654556,29.48265457,33.08611298,29.62700081
4/24/2018,12:40:06 PM,567,166.487,37.12819672,30.0110569,29.92715263,31.00139427,34.21341324,29.50672531,33.09778976,29.59093094
4/24/2018,12:40:06 PM,837,166.757,37.1169014,29.98709106,29.91516113,30.93008041,34.23654556,29.51875877,33.09778976,29.65104103
4/24/2018,12:40:07 PM,108,167.028,37.1169014,29.90316772,29.85518646,30.96574211,34.2249794,29.49468994,33.03939819,29.60295677
4/24/2018,12:40:07 PM,378,167.298,37.09430313,29.91516113,29.85518646,30.98951149,34.21341324,29.47061729,33.09778976,29.60295677
4/24/2018,12:40:07 PM,648,167.568,37.12819672,29.96311951,29.85518646,30.95385742,34.27123642,29.48265457,33.15615082,29.63902283
4/24/2018,12:40:07 PM,918,167.838,37.18466568,29.98709106,29.90316772,30.98951149,34.31747818,29.56687927,33.21448135,29.72313309
4/24/2018,12:40:08 PM,459,168.379,37.15078735,29.96311951,29.86718369,30.93008041,34.24811172,29.48265457,33.10946274,29.63902283
4/24/2018,12:40:08 PM,729,168.649,37.15078735,29.96311951,29.89117432,30.96574211,34.24811172,29.50672531,33.13280869,29.63902283
4/24/2018,12:40:08 PM,999,168.919,37.1169014,29.92715263,29.85518646,30.95385742,34.23654556,29.47061729,33.09778976,29.60295677
4/24/2018,12:40:09 PM,270,169.19,37.12819672,29.91516113,29.84318733,30.95385742,34.20184326,29.48265457,33.10946274,29.60295677
4/24/2018,12:40:09 PM,540,169.46,37.17337418,29.93914223,29.89117432,30.96574211,34.32903671,29.53079033,33.13280869,29.62700081
4/24/2018,12:40:09 PM,810,169.73,37.07170105,29.91516113,29.84318733,30.93008041,34.24811172,29.49468994,33.09778976,29.63902283
4/24/2018,12:40:10 PM,351,170.271,37.0603981,29.89117432,29.8311882,30.93008041,34.20184326,29.43449974,33.02771759,29.55484962
4/24/2018,12:40:10 PM,621,170.541,37.07170105,29.85518646,29.80718422,30.93008041,34.20184326,29.44654083,33.03939819,29.54281998
4/24/2018,12:40:10 PM,891,170.811,37.07170105,29.8311882,29.78317642,30.87062073,34.14398575,29.44654083,33.0510788,29.54281998
4/24/2018,12:40:11 PM,162,171.082,37.02648544,29.91516113,29.81918716,30.91819191,34.14398575,29.43449974,33.03939819,29.55484962
4/24/2018,12:40:11 PM,432,171.352,37.04909515,29.95113182,29.78317642,30.93008041,34.20184326,29.44654083,33.08611298,29.57890511
4/24/2018,12:40:11 PM,702,171.622,37.02648544,29.92715263,29.8311882,30.91819191,34.15555954,29.42245865,33.03939819,29.60295677
4/24/2018,12:40:11 PM,972,171.892,37.09430313,29.97510529,29.85518646,30.94196892,34.25967407,29.48265457,33.10946274,29.62700081
4/24/2018,12:40:12 PM,513,172.433,37.1169014,29.85518646,29.74715424,30.9063015,34.20184326,29.43449974,33.08611298,29.57890511
4/24/2018,12:40:12 PM,783,172.703,37.04909515,29.85518646,29.7591629,30.88251495,34.12083817,29.43449974,32.95760727,29.50672531
4/24/2018,12:40:13 PM,53,172.973,37.04909515,29.80718422,29.71112061,30.85872459,34.15555954,29.39837074,32.98098373,29.53079033
4/24/2018,12:40:13 PM,324,173.244,37.09430313,29.85518646,29.78317642,30.9063015,34.21341324,29.44654083,33.0510788,29.54281998
4/24/2018,12:40:13 PM,594,173.514,36.98125458,29.80718422,29.71112061,30.83493042,34.12083817,29.35018158,32.9692955,29.51875877
4/24/2018,12:40:13 PM,864,173.784,36.95863342,29.80718422,29.67507744,30.77542305,34.13241196,29.31402588,32.94591904,29.51875877
