Plot 1 FLIR USB Video,,,,,,,,
,,,,,,,,
,,,,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value
Emissivity,,,,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881
Distance,,,,1,1,1,1,1
Reflected temperature,,,,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939
Location X,,,,36,282,283,166,34
Location Y,,,,115,58,113,116,58
Size X,,,,,,,,
Size Y,,,,,,,,
Surface (pixels),,,,,,,,
,,,,,,,,
Date,Time,Milliseconds,Relative time,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value
4/20/2018,2:26:58 PM,594,1045.135,30.39385986,30.73970413,29.77116966,30.46549797,30.10687447
4/20/2018,2:26:58 PM,864,1045.405,30.2982769,30.70397377,29.68709373,30.38191605,30.04699707
4/20/2018,2:26:59 PM,405,1045.946,30.31022835,30.68014717,29.68709373,30.39385986,30.05897522
4/20/2018,2:26:59 PM,675,1046.216,30.32217979,30.72779465,29.68709373,30.38191605,30.04699707
4/20/2018,2:26:59 PM,945,1046.486,30.39385986,30.77542305,29.72313309,30.41774368,30.09490204
4/20/2018,2:27:00 PM,216,1046.757,30.3580246,30.77542305,29.7591629,30.46549797,30.11884689
4/20/2018,2:27:00 PM,756,1047.297,30.34607697,30.75161171,29.79518127,30.45355988,30.09490204
4/20/2018,2:27:01 PM,26,1047.567,30.33412933,30.76351738,29.77116966,30.44162369,30.09490204
4/20/2018,2:27:01 PM,297,1047.838,30.2982769,30.70397377,29.77116966,30.41774368,29.98709106
4/20/2018,2:27:01 PM,567,1048.108,30.26241112,30.72779465,29.71112061,30.36997223,30.0110569
4/20/2018,2:27:01 PM,837,1048.378,30.28632164,30.75161171,29.69910812,30.36997223,30.05897522
4/20/2018,2:27:02 PM,107,1048.648,30.23849678,30.64439964,29.66305923,30.31022835,29.97510529
4/20/2018,2:27:02 PM,378,1048.919,30.31022835,30.70397377,29.68709373,30.34607697,30.04699707
4/20/2018,2:27:02 PM,918,1049.459,30.32217979,30.71588516,29.72313309,30.39385986,30.03501892
4/20/2018,2:27:03 PM,189,1049.73,30.2982769,30.71588516,29.73514366,30.32217979,29.99907494
4/20/2018,2:27:03 PM,459,1050,30.33412933,30.71588516,29.74715424,30.32217979,30.0829277
4/20/2018,2:27:03 PM,729,1050.27,30.38191605,30.72779465,29.79518127,30.33412933,30.0829277
4/20/2018,2:27:03 PM,999,1050.54,30.28632164,30.63248062,29.68709373,30.33412933,30.03501892
4/20/2018,2:27:04 PM,270,1050.811,30.32217979,30.71588516,29.68709373,30.33412933,30.0829277
4/20/2018,2:27:04 PM,810,1051.351,30.28632164,30.69206047,29.67507744,30.2982769,29.99907494
4/20/2018,2:27:05 PM,80,1051.621,30.25045395,30.60864067,29.68709373,30.2982769,29.97510529
4/20/2018,2:27:05 PM,351,1051.892,30.27436829,30.63248062,29.67507744,30.31022835,29.96311951
4/20/2018,2:27:05 PM,621,1052.162,30.21457672,30.65631676,29.65104103,30.27436829,29.99907494
4/20/2018,2:27:05 PM,891,1052.432,30.2265377,30.66823387,29.73514366,30.28632164,29.98709106
4/20/2018,2:27:06 PM,161,1052.702,30.2265377,30.6205616,29.67507744,30.28632164,29.98709106
4/20/2018,2:27:06 PM,432,1052.973,30.27436829,30.70397377,29.68709373,30.31022835,30.02303886
4/20/2018,2:27:06 PM,702,1053.243,30.26241112,30.63248062,29.63902283,30.27436829,29.99907494
4/20/2018,2:27:07 PM,243,1053.784,30.28632164,30.63248062,29.71112061,30.28632164,30.03501892
4/20/2018,2:27:07 PM,513,1054.054,30.31022835,30.60864067,29.67507744,30.28632164,30.0110569
4/20/2018,2:27:07 PM,783,1054.324,30.28632164,30.584795,29.66305923,30.25045395,30.0110569
4/20/2018,2:27:08 PM,53,1054.594,30.31022835,30.6205616,29.71112061,30.31022835,30.09490204
4/20/2018,2:27:08 PM,324,1054.865,30.38191605,30.73970413,29.72313309,30.3580246,30.13081741
4/20/2018,2:27:08 PM,594,1055.135,30.40580177,30.68014717,29.77116966,30.41774368,30.17868614
4/20/2018,2:27:08 PM,864,1055.405,30.32217979,30.63248062,29.73514366,30.33412933,30.04699707
4/20/2018,2:27:09 PM,134,1055.675,30.2982769,30.56094551,29.66305923,30.3580246,30.0110569
4/20/2018,2:27:09 PM,675,1056.216,30.27436829,30.584795,29.60295677,30.38191605,30.02303886
4/20/2018,2:27:09 PM,945,1056.486,30.31022835,30.56094551,29.62700081,30.39385986,29.99907494
4/20/2018,2:27:10 PM,216,1056.757,30.28632164,30.56094551,29.59093094,30.36997223,30.04699707
4/20/2018,2:27:10 PM,486,1057.027,30.2982769,30.59671974,29.66305923,30.39385986,30.05897522
4/20/2018,2:27:10 PM,756,1057.297,30.31022835,30.68014717,29.66305923,30.44162369,30.07095146
4/20/2018,2:27:11 PM,26,1057.567,30.28632164,30.68014717,29.68709373,30.38191605,30.03501892
4/20/2018,2:27:11 PM,297,1057.838,30.27436829,30.66823387,29.67507744,30.36997223,30.07095146
4/20/2018,2:27:11 PM,837,1058.378,30.21457672,30.64439964,29.63902283,30.32217979,30.02303886
4/20/2018,2:27:12 PM,107,1058.648,30.2982769,30.6205616,29.65104103,30.28632164,30.02303886
4/20/2018,2:27:12 PM,378,1058.919,30.23849678,30.584795,29.65104103,30.21457672,30.0110569
4/20/2018,2:27:12 PM,648,1059.189,30.25045395,30.584795,29.66305923,30.2982769,30.03501892
4/20/2018,2:27:12 PM,918,1059.459,30.26241112,30.584795,29.61497879,30.2982769,30.02303886
