Plot 1 FLIR USB Video,,,,,,,,,
,,,,,,,,,
,,,,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value,Sp6.Value
Emissivity,,,,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881
Distance,,,,1,1,1,1,1,1
Reflected temperature,,,,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939
Location X,,,,31,283,283,166,30,121
Location Y,,,,119,63,118,116,64,118
Size X,,,,,,,,,
Size Y,,,,,,,,,
Surface (pixels),,,,,,,,,
,,,,,,,,,
Date,Time,Milliseconds,Relative time,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value,Sp6.Value
4/23/2018,11:36:01 AM,533,14.267,27.51624107,25.49069786,25.27865219,25.6650238,26.81630898,24.80322647
4/23/2018,11:36:01 AM,666,14.4,27.54072189,25.52807617,25.31610107,25.65258026,26.82862473,24.77814674
4/23/2018,11:36:01 AM,733,14.467,27.57743454,25.51561737,25.30361938,25.71478271,26.89018631,24.82829857
4/23/2018,11:36:01 AM,933,14.667,27.60190392,25.54053307,25.32858086,25.71478271,26.89018631,24.82829857
4/23/2018,11:36:02 AM,0,14.734,27.58967018,25.52807617,25.32858086,25.73965263,26.87787628,24.84083176
4/23/2018,11:36:02 AM,133,14.867,27.57743454,25.55298805,25.34106064,25.76451874,26.85325432,24.82829857
4/23/2018,11:36:02 AM,133,14.867,27.57743454,25.55298805,25.34106064,25.76451874,26.85325432,24.82829857
4/23/2018,11:36:02 AM,133,14.867,27.57743454,25.55298805,25.34106064,25.76451874,26.85325432,24.82829857
4/23/2018,11:36:03 AM,466,16.2,27.67527962,25.70234489,25.51561737,25.85150528,26.95171547,25.04118919
4/23/2018,11:36:03 AM,533,16.267,27.63859749,25.6650238,25.4533062,25.83908272,26.90249634,25.00365067
4/23/2018,11:36:03 AM,666,16.4,27.67527962,25.70234489,25.49069786,25.85150528,26.92710876,25.04118919
4/23/2018,11:36:03 AM,733,16.467,27.6508255,25.6650238,25.51561737,25.86392593,26.91480255,25.0537014
4/23/2018,11:36:03 AM,866,16.6,27.71194839,25.72721863,25.49069786,25.88876534,27.0132122,25.06620979
4/23/2018,11:36:03 AM,933,16.667,27.71194839,25.71478271,25.47823524,25.90118217,27.0132122,25.04118919
4/23/2018,11:36:04 AM,133,16.867,27.67527962,25.70234489,25.52807617,25.88876534,26.96401787,25.04118919
4/23/2018,11:36:04 AM,200,16.934,27.67527962,25.67746544,25.52807617,25.87634659,26.96401787,25.04118919
4/23/2018,11:36:04 AM,333,17.067,27.6997261,25.77694893,25.54053307,25.90118217,27.03780174,25.0537014
4/23/2018,11:36:04 AM,466,17.2,27.74860764,25.73965263,25.59034538,25.92601204,27.02550697,25.07871819
4/23/2018,11:36:04 AM,533,17.267,27.6997261,25.75208664,25.56544113,25.88876534,27.02550697,25.06620979
4/23/2018,11:36:04 AM,666,17.4,27.72416878,25.75208664,25.57789421,25.93842506,27.0132122,25.11623192
4/23/2018,11:36:04 AM,799,17.533,27.71194839,25.77694893,25.54053307,25.92601204,26.98861694,25.10372925
4/23/2018,11:36:04 AM,933,17.667,27.67527962,25.70234489,25.50315857,25.88876534,26.95171547,25.07871819
4/23/2018,11:36:05 AM,0,17.734,27.63859749,25.68990517,25.51561737,25.92601204,26.93941307,25.07871819
4/23/2018,11:36:05 AM,133,17.867,27.63859749,25.68990517,25.51561737,25.92601204,26.95171547,25.09122467
4/23/2018,11:36:05 AM,200,17.934,27.6508255,25.75208664,25.52807617,25.90118217,27.00091553,25.09122467
4/23/2018,11:36:05 AM,333,18.067,27.68750381,25.8018074,25.60279465,25.95083618,26.98861694,25.11623192
4/23/2018,11:36:05 AM,466,18.2,27.6997261,25.81423378,25.57789421,25.95083618,26.98861694,25.10372925
4/23/2018,11:36:05 AM,600,18.334,27.66305351,25.76451874,25.56544113,25.97565651,26.97631836,25.09122467
4/23/2018,11:36:05 AM,666,18.4,27.67527962,25.78937912,25.62769127,26.00046921,26.97631836,25.15373421
4/23/2018,11:36:05 AM,799,18.533,27.67527962,25.8018074,25.61524391,25.98806381,27.00091553,25.14123535
4/23/2018,11:36:05 AM,866,18.6,27.6997261,25.82665825,25.64013672,25.98806381,26.98861694,25.16623306
4/23/2018,11:36:06 AM,0,18.734,27.46726227,25.47823524,25.36601257,25.73965263,26.75470543,24.9410553
4/23/2018,11:36:06 AM,133,18.867,27.38149834,25.49069786,25.2911377,25.68990517,26.69307137,24.86589622
4/23/2018,11:36:06 AM,266,19,27.33246231,25.37848854,25.22870255,25.64013672,26.60672569,24.81576347
