Plot 1 FLIR USB Video,,,,,,
,,,,,,
,,,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value
4/18/2018,4:12:39 PM,16:12:39,34.44454956,29.99907494,29.95113182,30.11884689
4/18/2018,4:12:39 PM,16:12:39,34.50226212,29.97510529,29.95113182,30.13081741
4/18/2018,4:12:40 PM,16:12:40,34.42145538,29.95113182,29.879179,30.0829277
4/18/2018,4:12:40 PM,16:12:40,34.52534103,30.05897522,29.99907494,30.19065094
4/18/2018,4:12:40 PM,16:12:40,34.53688049,30.03501892,29.96311951,30.17868614
4/18/2018,4:12:41 PM,16:12:41,34.61761093,30.13081741,30.04699707,30.2265377
4/18/2018,4:12:41 PM,16:12:41,34.61761093,30.13081741,29.99907494,30.19065094
4/18/2018,4:12:41 PM,16:12:41,34.62913895,30.14278603,30.0110569,30.19065094
4/18/2018,4:12:42 PM,16:12:42,34.67524338,30.13081741,30.02303886,30.23849678
4/18/2018,4:12:42 PM,16:12:42,34.65219498,30.10687447,30.02303886,30.23849678
4/18/2018,4:12:42 PM,16:12:42,34.70981216,30.14278603,30.07095146,30.23849678
4/18/2018,4:12:43 PM,16:12:43,34.73284912,30.20261383,30.05897522,30.23849678
4/18/2018,4:12:43 PM,16:12:43,34.80194092,30.2265377,30.0829277,30.32217979
4/18/2018,4:12:43 PM,16:12:43,34.73284912,30.15475464,30.07095146,30.25045395
4/18/2018,4:12:44 PM,16:12:44,34.73284912,30.13081741,30.0110569,30.20261383
4/18/2018,4:12:44 PM,16:12:44,34.75588608,30.10687447,29.98709106,30.15475464
4/18/2018,4:12:44 PM,16:12:44,34.82496262,30.14278603,30.0110569,30.21457672
4/18/2018,4:12:45 PM,16:12:45,34.80194092,30.09490204,29.96311951,30.19065094
4/18/2018,4:12:45 PM,16:12:45,34.77891541,30.05897522,29.95113182,30.13081741
4/18/2018,4:12:45 PM,16:12:45,34.81345367,30.07095146,29.98709106,30.17868614
4/18/2018,4:12:45 PM,16:12:45,34.89400101,30.13081741,30.04699707,30.16672134
4/18/2018,4:12:46 PM,16:12:46,34.82496262,30.05897522,29.92715263,30.14278603
4/18/2018,4:12:46 PM,16:12:46,34.87099457,30.02303886,29.96311951,30.14278603
4/18/2018,4:12:46 PM,16:12:46,34.81345367,29.97510529,29.879179,30.11884689
4/18/2018,4:12:47 PM,16:12:47,34.88249969,30.02303886,29.95113182,30.13081741
4/18/2018,4:12:47 PM,16:12:47,34.89400101,30.0110569,29.99907494,30.13081741
4/18/2018,4:12:47 PM,16:12:47,34.88249969,30.09490204,29.99907494,30.16672134
4/18/2018,4:12:48 PM,16:12:48,34.88249969,29.99907494,29.879179,30.0829277
4/18/2018,4:12:48 PM,16:12:48,34.89400101,29.96311951,29.89117432,30.09490204
4/18/2018,4:12:48 PM,16:12:48,34.87099457,29.93914223,29.84318733,30.07095146
4/18/2018,4:12:48 PM,16:12:48,34.85948563,29.96311951,29.89117432,30.04699707
4/18/2018,4:12:49 PM,16:12:49,34.92850494,30.0110569,29.96311951,30.05897522
4/18/2018,4:12:49 PM,16:12:49,34.87099457,29.92715263,29.89117432,30.05897522
4/18/2018,4:12:49 PM,16:12:49,34.92850494,30.02303886,29.95113182,30.10687447
4/18/2018,4:12:50 PM,16:12:50,34.94000626,30.03501892,29.91516113,30.09490204
4/18/2018,4:12:50 PM,16:12:50,34.96300125,30.03501892,29.98709106,30.14278603
4/18/2018,4:12:50 PM,16:12:50,34.94000626,29.95113182,29.89117432,30.07095146
4/18/2018,4:12:51 PM,16:12:51,34.96300125,30.03501892,29.90316772,30.09490204
4/18/2018,4:12:51 PM,16:12:51,35.04345322,30.04699707,30.0110569,30.15475464
4/18/2018,4:12:51 PM,16:12:51,35.04345322,30.02303886,29.95113182,30.16672134
4/18/2018,4:12:52 PM,16:12:52,35.02047348,30.04699707,29.98709106,30.16672134
4/18/2018,4:12:52 PM,16:12:52,35.02047348,29.99907494,29.91516113,30.14278603
4/18/2018,4:12:52 PM,16:12:52,35.07791519,29.99907494,29.93914223,30.13081741
4/18/2018,4:12:52 PM,16:12:52,35.12385178,30.07095146,29.98709106,30.19065094
4/18/2018,4:12:53 PM,16:12:53,35.12385178,30.03501892,29.97510529,30.15475464
4/18/2018,4:12:53 PM,16:12:53,35.06642914,29.92715263,29.81918716,30.0829277
4/18/2018,4:12:54 PM,16:12:54,35.14681244,29.95113182,29.93914223,30.13081741
4/18/2018,4:12:54 PM,16:12:54,35.12385178,29.93914223,29.85518646,30.11884689
4/18/2018,4:12:54 PM,16:12:54,35.1812439,29.97510529,29.89117432,30.0829277
4/18/2018,4:12:54 PM,16:12:54,35.19272232,30.02303886,29.92715263,30.10687447
4/18/2018,4:12:55 PM,16:12:55,35.16976929,29.95113182,29.93914223,30.09490204
4/18/2018,4:12:55 PM,16:12:55,35.23861313,30.0110569,29.98709106,30.16672134
4/18/2018,4:12:55 PM,16:12:55,35.19272232,29.96311951,29.91516113,30.16672134
4/18/2018,4:12:56 PM,16:12:56,35.25008392,29.99907494,29.96311951,30.21457672
4/18/2018,4:12:56 PM,16:12:56,35.30741882,29.97510529,29.97510529,30.17868614
4/18/2018,4:12:56 PM,16:12:56,35.2730217,29.98709106,29.93914223,30.20261383
4/18/2018,4:12:57 PM,16:12:57,35.28448868,29.89117432,29.879179,30.16672134
4/18/2018,4:12:57 PM,16:12:57,35.33034515,29.98709106,29.96311951,30.17868614
4/18/2018,4:12:57 PM,16:12:57,35.28448868,29.98709106,29.879179,30.16672134
4/18/2018,4:12:58 PM,16:12:58,35.31888199,29.95113182,29.96311951,30.17868614
4/18/2018,4:12:58 PM,16:12:58,35.35326767,29.98709106,29.96311951,30.17868614
4/18/2018,4:12:58 PM,16:12:58,35.44491577,30.07095146,30.05897522,30.31022835
4/18/2018,4:12:59 PM,16:12:59,35.41055679,30.09490204,29.98709106,30.26241112
4/18/2018,4:12:59 PM,16:12:59,35.45636749,30.0829277,29.98709106,30.2265377
4/18/2018,4:12:59 PM,16:12:59,35.44491577,30.04699707,29.98709106,30.21457672
4/18/2018,4:12:59 PM,16:12:59,35.53649139,30.05897522,30.09490204,30.27436829
4/18/2018,4:13:00 PM,16:13:00,35.44491577,30.05897522,29.98709106,30.23849678
4/18/2018,4:13:00 PM,16:13:00,35.43346405,30.04699707,30.03501892,30.20261383
4/18/2018,4:13:00 PM,16:13:00,35.50215912,30.09490204,30.07095146,30.26241112
4/18/2018,4:13:01 PM,16:13:01,35.53649139,30.07095146,30.0110569,30.26241112
4/18/2018,4:13:01 PM,16:13:01,35.53649139,30.07095146,30.03501892,30.26241112
4/18/2018,4:13:01 PM,16:13:01,35.47926331,30.04699707,29.98709106,30.23849678
4/18/2018,4:13:02 PM,16:13:02,35.53649139,30.07095146,29.99907494,30.23849678
4/18/2018,4:13:02 PM,16:13:02,35.51360321,29.97510529,29.99907494,30.19065094
4/18/2018,4:13:02 PM,16:13:02,35.52505112,30.02303886,30.02303886,30.2265377
4/18/2018,4:13:03 PM,16:13:03,35.54793549,30.07095146,30.05897522,30.26241112
4/18/2018,4:13:03 PM,16:13:03,35.53649139,30.05897522,30.05897522,30.28632164
4/18/2018,4:13:03 PM,16:13:03,35.59369659,30.09490204,30.04699707,30.26241112
4/18/2018,4:13:04 PM,16:13:04,35.4678154,29.92715263,29.90316772,30.17868614
4/18/2018,4:13:04 PM,16:13:04,35.52505112,29.93914223,29.93914223,30.19065094
4/18/2018,4:13:04 PM,16:13:04,35.52505112,29.96311951,29.92715263,30.20261383
4/18/2018,4:13:05 PM,16:13:05,35.58225632,29.96311951,29.91516113,30.19065094
4/18/2018,4:13:05 PM,16:13:05,35.62800217,29.90316772,29.879179,30.16672134
4/18/2018,4:13:05 PM,16:13:05,35.57081604,29.879179,29.78317642,30.07095146
4/18/2018,4:13:05 PM,16:13:05,35.63943863,29.91516113,29.90316772,30.15475464
4/18/2018,4:13:06 PM,16:13:06,35.62800217,29.89117432,29.81918716,30.07095146
4/18/2018,4:13:06 PM,16:13:06,35.62800217,29.92715263,29.79518127,30.0829277
4/18/2018,4:13:06 PM,16:13:06,35.58225632,29.91516113,29.79518127,30.0829277
4/18/2018,4:13:07 PM,16:13:07,35.57081604,29.84318733,29.78317642,30.05897522
4/18/2018,4:13:07 PM,16:13:07,35.59369659,29.92715263,29.80718422,30.10687447
4/18/2018,4:13:07 PM,16:13:07,35.60513306,29.95113182,29.79518127,30.09490204
4/18/2018,4:13:08 PM,16:13:08,35.68516159,29.92715263,29.90316772,30.19065094
4/18/2018,4:13:08 PM,16:13:08,35.82223511,30.04699707,29.98709106,30.25045395
4/18/2018,4:13:08 PM,16:13:08,35.8336525,30.15475464,30.10687447,30.26241112
4/18/2018,4:13:08 PM,16:13:08,35.85647964,30.0829277,29.99907494,30.23849678
4/18/2018,4:13:09 PM,16:13:09,35.89071655,30.04699707,29.97510529,30.2982769
4/18/2018,4:13:09 PM,16:13:09,35.86789322,30.03501892,29.95113182,30.26241112
4/18/2018,4:13:09 PM,16:13:09,35.86789322,30.07095146,29.96311951,30.28632164
4/18/2018,4:13:10 PM,16:13:10,35.92494202,30.07095146,30.07095146,30.25045395
4/18/2018,4:13:10 PM,16:13:10,35.91353607,30.0829277,30.03501892,30.28632164
4/18/2018,4:13:10 PM,16:13:10,35.89071655,30.04699707,30.0110569,30.27436829
4/18/2018,4:13:11 PM,16:13:11,35.90212631,30.07095146,29.99907494,30.28632164
4/18/2018,4:13:11 PM,16:13:11,35.91353607,30.05897522,30.03501892,30.26241112
4/18/2018,4:13:11 PM,16:13:11,35.90212631,30.07095146,29.98709106,30.27436829
4/18/2018,4:13:12 PM,16:13:12,35.85647964,29.98709106,29.93914223,30.26241112
4/18/2018,4:13:12 PM,16:13:12,35.86789322,30.0110569,29.95113182,30.27436829
4/18/2018,4:13:12 PM,16:13:12,35.92494202,30.04699707,30.0110569,30.26241112
4/18/2018,4:13:12 PM,16:13:12,35.95915604,30.11884689,30.04699707,30.2982769
4/18/2018,4:13:13 PM,16:13:13,35.97056198,30.14278603,30.09490204,30.32217979
4/18/2018,4:13:13 PM,16:13:13,35.94775391,30.07095146,30.02303886,30.25045395
4/18/2018,4:13:14 PM,16:13:14,36.00476456,30.11884689,30.0110569,30.27436829
4/18/2018,4:13:14 PM,16:13:14,35.95915604,30.10687447,29.97510529,30.23849678
4/18/2018,4:13:14 PM,16:13:14,35.93634796,30.07095146,29.95113182,30.26241112
4/18/2018,4:13:14 PM,16:13:14,35.95915604,30.14278603,29.99907494,30.23849678
4/18/2018,4:13:15 PM,16:13:15,35.98196411,30.11884689,29.99907494,30.25045395
4/18/2018,4:13:15 PM,16:13:15,35.99336624,30.09490204,30.03501892,30.23849678
4/18/2018,4:13:15 PM,16:13:15,35.99336624,30.10687447,30.04699707,30.26241112
4/18/2018,4:13:15 PM,16:13:15,35.97056198,30.05897522,29.93914223,30.21457672
4/18/2018,4:13:16 PM,16:13:16,35.94775391,29.99907494,29.93914223,30.19065094
4/18/2018,4:13:16 PM,16:13:16,35.90212631,29.97510529,29.84318733,30.21457672
4/18/2018,4:13:17 PM,16:13:17,35.93634796,30.07095146,29.879179,30.26241112
4/18/2018,4:13:17 PM,16:13:17,36.02756119,30.11884689,30.03501892,30.27436829
4/18/2018,4:13:17 PM,16:13:17,36.02756119,30.11884689,30.03501892,30.27436829
4/18/2018,4:13:17 PM,16:13:17,35.94775391,30.0110569,29.98709106,30.2265377
4/18/2018,4:13:18 PM,16:13:18,35.98196411,30.02303886,29.98709106,30.23849678
4/18/2018,4:13:18 PM,16:13:18,36.08453369,30.09490204,29.99907494,30.28632164
4/18/2018,4:13:18 PM,16:13:18,36.10731888,30.09490204,29.95113182,30.23849678
4/18/2018,4:13:19 PM,16:13:19,36.0617485,30.09490204,30.03501892,30.26241112
4/18/2018,4:13:19 PM,16:13:19,36.11870575,30.19065094,30.09490204,30.34607697
4/18/2018,4:13:19 PM,16:13:19,36.13009644,30.11884689,30.07095146,30.34607697
4/18/2018,4:13:19 PM,16:13:19,36.10731888,30.11884689,30.09490204,30.33412933
4/18/2018,4:13:20 PM,16:13:20,36.15287018,30.15475464,30.09490204,30.3580246
4/18/2018,4:13:20 PM,16:13:20,36.13009644,30.15475464,30.03501892,30.3580246
4/18/2018,4:13:21 PM,16:13:21,36.16425323,30.11884689,29.99907494,30.32217979
4/18/2018,4:13:21 PM,16:13:21,36.13009644,30.10687447,30.02303886,30.2982769
4/18/2018,4:13:21 PM,16:13:21,36.10731888,30.11884689,29.98709106,30.26241112
4/18/2018,4:13:21 PM,16:13:21,36.13009644,30.03501892,29.98709106,30.27436829
4/18/2018,4:13:22 PM,16:13:22,36.07314301,30.07095146,29.90316772,30.27436829
4/18/2018,4:13:22 PM,16:13:22,36.15287018,30.11884689,30.03501892,30.2982769
4/18/2018,4:13:22 PM,16:13:22,36.17564011,30.14278603,29.99907494,30.31022835
4/18/2018,4:13:23 PM,16:13:23,36.26667404,30.14278603,30.04699707,30.36997223
4/18/2018,4:13:23 PM,16:13:23,36.18702316,30.09490204,29.98709106,30.2982769
4/18/2018,4:13:23 PM,16:13:23,36.2211647,30.10687447,30.02303886,30.32217979
4/18/2018,4:13:24 PM,16:13:24,36.23254395,30.05897522,30.0110569,30.3580246
4/18/2018,4:13:24 PM,16:13:24,36.25529861,30.09490204,30.04699707,30.3580246
4/18/2018,4:13:24 PM,16:13:24,36.25529861,30.0829277,30.0110569,30.31022835
4/18/2018,4:13:25 PM,16:13:25,36.31216812,30.11884689,30.11884689,30.34607697
4/18/2018,4:13:25 PM,16:13:25,36.23254395,30.05897522,30.0110569,30.27436829
4/18/2018,4:13:25 PM,16:13:25,36.26667404,30.07095146,29.97510529,30.26241112
4/18/2018,4:13:25 PM,16:13:25,36.25529861,30.05897522,29.99907494,30.26241112
4/18/2018,4:13:26 PM,16:13:26,36.30079651,30.07095146,30.02303886,30.31022835
4/18/2018,4:13:26 PM,16:13:26,36.27804947,30.14278603,30.0829277,30.33412933
4/18/2018,4:13:27 PM,16:13:27,36.27804947,30.0829277,30.07095146,30.31022835
4/18/2018,4:13:27 PM,16:13:27,36.23254395,30.07095146,30.03501892,30.23849678
4/18/2018,4:13:27 PM,16:13:27,36.2894249,30.11884689,30.04699707,30.32217979
4/18/2018,4:13:27 PM,16:13:27,36.38037872,30.10687447,30.09490204,30.3580246
4/18/2018,4:13:28 PM,16:13:28,36.2894249,30.09490204,30.03501892,30.32217979
4/18/2018,4:13:28 PM,16:13:28,36.36901093,30.09490204,30.07095146,30.34607697
4/18/2018,4:13:28 PM,16:13:28,36.39174271,30.13081741,30.13081741,30.34607697
4/18/2018,4:13:29 PM,16:13:29,36.26667404,30.03501892,30.04699707,30.34607697
4/18/2018,4:13:29 PM,16:13:29,36.36901093,30.09490204,30.0829277,30.36997223
4/18/2018,4:13:29 PM,16:13:29,36.43718719,30.14278603,30.14278603,30.40580177
4/18/2018,4:13:29 PM,16:13:29,36.34627914,30.11884689,30.0829277,30.34607697
4/18/2018,4:13:30 PM,16:13:30,36.31216812,30.05897522,29.99907494,30.33412933
4/18/2018,4:13:30 PM,16:13:30,36.31216812,29.99907494,29.96311951,30.25045395
4/18/2018,4:13:31 PM,16:13:31,36.32353973,30.04699707,29.95113182,30.2265377
4/18/2018,4:13:31 PM,16:13:31,36.32353973,29.99907494,29.93914223,30.2265377
4/18/2018,4:13:31 PM,16:13:31,36.31216812,29.97510529,29.92715263,30.23849678
4/18/2018,4:13:31 PM,16:13:31,36.31216812,30.03501892,29.93914223,30.2265377
4/18/2018,4:13:32 PM,16:13:32,36.34627914,30.02303886,29.99907494,30.21457672
4/18/2018,4:13:32 PM,16:13:32,36.25529861,29.95113182,29.85518646,30.16672134
4/18/2018,4:13:32 PM,16:13:32,36.25529861,29.97510529,29.86718369,30.17868614
4/18/2018,4:13:33 PM,16:13:33,36.25529861,29.96311951,29.86718369,30.21457672
4/18/2018,4:13:33 PM,16:13:33,36.26667404,29.95113182,29.86718369,30.20261383
4/18/2018,4:13:33 PM,16:13:33,36.26667404,29.95113182,29.86718369,30.16672134
4/18/2018,4:13:34 PM,16:13:34,36.39174271,29.97510529,29.96311951,30.31022835
4/18/2018,4:13:34 PM,16:13:34,36.42582703,30.0110569,29.95113182,30.26241112
4/18/2018,4:13:34 PM,16:13:34,36.36901093,29.99907494,29.95113182,30.25045395
4/18/2018,4:13:35 PM,16:13:35,36.36901093,29.98709106,29.91516113,30.27436829
4/18/2018,4:13:35 PM,16:13:35,36.39174271,29.98709106,29.92715263,30.28632164
4/18/2018,4:13:35 PM,16:13:35,36.40310287,30.0829277,30.03501892,30.27436829
4/18/2018,4:13:36 PM,16:13:36,36.35764313,30.03501892,29.96311951,30.26241112
4/18/2018,4:13:36 PM,16:13:36,36.35764313,29.95113182,29.90316772,30.26241112
4/18/2018,4:13:36 PM,16:13:36,36.34627914,29.92715263,29.879179,30.25045395
4/18/2018,4:13:37 PM,16:13:37,36.39174271,29.96311951,29.96311951,30.26241112
4/18/2018,4:13:37 PM,16:13:37,36.35764313,29.97510529,29.89117432,30.26241112
4/18/2018,4:13:37 PM,16:13:37,36.43718719,30.02303886,29.99907494,30.31022835
4/18/2018,4:13:38 PM,16:13:38,36.41446686,29.99907494,29.93914223,30.31022835
4/18/2018,4:13:38 PM,16:13:38,36.41446686,30.02303886,29.90316772,30.26241112
4/18/2018,4:13:38 PM,16:13:38,36.48262024,30.02303886,29.91516113,30.3580246
4/18/2018,4:13:38 PM,16:13:38,36.41446686,29.99907494,29.85518646,30.28632164
4/18/2018,4:13:39 PM,16:13:39,36.45990372,29.96311951,29.92715263,30.31022835
4/18/2018,4:13:39 PM,16:13:39,36.48262024,30.04699707,29.99907494,30.33412933
4/18/2018,4:13:39 PM,16:13:39,36.47126389,30.05897522,29.99907494,30.31022835
4/18/2018,4:13:40 PM,16:13:40,36.51668167,30.10687447,29.98709106,30.2982769
4/18/2018,4:13:40 PM,16:13:40,36.5280304,30.09490204,29.98709106,30.33412933
4/18/2018,4:13:40 PM,16:13:40,36.49397278,30.05897522,29.95113182,30.28632164
4/18/2018,4:13:41 PM,16:13:41,36.5280304,30.04699707,29.97510529,30.31022835
4/18/2018,4:13:41 PM,16:13:41,36.43718719,30.03501892,29.93914223,30.2265377
4/18/2018,4:13:41 PM,16:13:41,36.50532913,30.0110569,29.93914223,30.2265377
4/18/2018,4:13:42 PM,16:13:42,36.57342911,30.13081741,29.99907494,30.2982769
4/18/2018,4:13:42 PM,16:13:42,36.53938293,29.99907494,29.92715263,30.27436829
4/18/2018,4:13:42 PM,16:13:42,36.50532913,30.04699707,29.91516113,30.20261383
4/18/2018,4:13:43 PM,16:13:43,36.51668167,30.07095146,29.95113182,30.26241112
4/18/2018,4:13:43 PM,16:13:43,36.48262024,30.02303886,29.91516113,30.20261383
4/18/2018,4:13:43 PM,16:13:43,36.51668167,30.07095146,29.95113182,30.27436829
4/18/2018,4:13:44 PM,16:13:44,36.56208038,30.13081741,30.03501892,30.34607697
4/18/2018,4:13:44 PM,16:13:44,36.56208038,30.11884689,29.98709106,30.31022835
4/18/2018,4:13:44 PM,16:13:44,36.50532913,30.03501892,29.95113182,30.21457672
4/18/2018,4:13:45 PM,16:13:45,36.56208038,30.0829277,29.98709106,30.27436829
4/18/2018,4:13:45 PM,16:13:45,36.61880875,30.09490204,30.0110569,30.26241112
4/18/2018,4:13:45 PM,16:13:45,36.65283585,30.11884689,30.02303886,30.28632164
4/18/2018,4:13:45 PM,16:13:45,36.56208038,30.05897522,30.0110569,30.2265377
4/18/2018,4:13:46 PM,16:13:46,36.61880875,30.07095146,30.03501892,30.27436829
4/18/2018,4:13:46 PM,16:13:46,36.60746765,29.98709106,29.91516113,30.25045395
4/18/2018,4:13:47 PM,16:13:47,36.58477783,30.02303886,29.89117432,30.21457672
4/18/2018,4:13:47 PM,16:13:47,36.56208038,29.98709106,29.93914223,30.26241112
4/18/2018,4:13:47 PM,16:13:47,36.51668167,29.97510529,29.86718369,30.21457672
4/18/2018,4:13:48 PM,16:13:48,36.59612274,29.99907494,29.95113182,30.23849678
4/18/2018,4:13:48 PM,16:13:48,36.57342911,30.0110569,29.95113182,30.23849678
4/18/2018,4:13:48 PM,16:13:48,36.58477783,29.98709106,29.97510529,30.2265377
4/18/2018,4:13:48 PM,16:13:48,36.56208038,29.98709106,29.93914223,30.21457672
4/18/2018,4:13:49 PM,16:13:49,36.61880875,30.07095146,29.98709106,30.23849678
4/18/2018,4:13:49 PM,16:13:49,36.59612274,30.02303886,29.90316772,30.21457672
4/18/2018,4:13:49 PM,16:13:49,36.66417313,30.03501892,30.02303886,30.25045395
4/18/2018,4:13:50 PM,16:13:50,36.61880875,30.02303886,29.97510529,30.26241112
4/18/2018,4:13:50 PM,16:13:50,36.64149475,30.05897522,30.03501892,30.26241112
4/18/2018,4:13:50 PM,16:13:50,36.68684769,30.02303886,29.98709106,30.26241112
4/18/2018,4:13:51 PM,16:13:51,36.68684769,30.09490204,30.0110569,30.23849678
4/18/2018,4:13:51 PM,16:13:51,36.61880875,30.02303886,29.98709106,30.21457672
4/18/2018,4:13:51 PM,16:13:51,36.68684769,29.99907494,29.98709106,30.25045395
4/18/2018,4:13:52 PM,16:13:52,36.64149475,29.92715263,29.90316772,30.21457672
4/18/2018,4:13:52 PM,16:13:52,36.61880875,29.93914223,29.90316772,30.17868614
4/18/2018,4:13:52 PM,16:13:52,36.70952225,29.98709106,29.96311951,30.26241112
4/18/2018,4:13:52 PM,16:13:52,36.64149475,30.03501892,29.95113182,30.25045395
4/18/2018,4:13:53 PM,16:13:53,36.66417313,30.02303886,29.98709106,30.23849678
4/18/2018,4:13:53 PM,16:13:53,36.67551041,29.97510529,29.93914223,30.2265377
4/18/2018,4:13:53 PM,16:13:53,36.75485229,29.96311951,29.90316772,30.32217979
4/18/2018,4:13:54 PM,16:13:54,36.68684769,29.92715263,29.90316772,30.23849678
4/18/2018,4:13:54 PM,16:13:54,36.73218918,29.96311951,29.93914223,30.23849678
4/18/2018,4:13:54 PM,16:13:54,36.64149475,29.92715263,29.85518646,30.16672134
4/18/2018,4:13:55 PM,16:13:55,36.63015366,29.91516113,29.81918716,30.19065094
