Plot 1 FLIR USB Video,,,,,,
,,,,,,
,,,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value
Emissivity,,,0.9499999881,0.9499999881,0.9499999881,0.9499999881
Distance,,,1,1,1,1
Reflected temperature,,,19.9999939,19.9999939,19.9999939,19.9999939
Location X,,,32,287,288,157
Location Y,,,110,53,106,110
Size X,,,,,,
Size Y,,,,,,
Surface (pixels),,,,,,
,,,,,,
Date,Time,Time,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value
4/18/2018,3:41:10 PM,15:41:10,41.53480911,39.32294083,39.17855072,38.57700729
4/18/2018,3:41:10 PM,15:41:10,41.5675354,39.25632095,39.17855072,38.54350281
4/18/2018,3:41:11 PM,15:41:11,41.55662537,39.25632095,39.20077515,38.52116013
4/18/2018,3:41:11 PM,15:41:11,41.55662537,39.25632095,39.20077515,38.52116013
4/18/2018,3:41:11 PM,15:41:11,41.55662537,39.25632095,39.20077515,38.52116013
4/18/2018,3:41:12 PM,15:41:12,41.69835281,39.51150894,39.41171265,38.76669312
4/18/2018,3:41:12 PM,15:41:12,41.67655945,39.47825241,39.42280579,38.77783966
4/18/2018,3:41:13 PM,15:41:13,41.67655945,39.44498825,39.35623932,38.73323822
4/18/2018,3:41:13 PM,15:41:13,41.63295746,39.41171265,39.34513855,38.71092987
4/18/2018,3:41:13 PM,15:41:13,41.63295746,39.37843323,39.41171265,38.71092987
4/18/2018,3:41:14 PM,15:41:14,41.5675354,39.35623932,39.30073929,38.65514755
4/18/2018,3:41:14 PM,15:41:14,41.58934784,39.3340416,39.30073929,38.66630554
4/18/2018,3:41:14 PM,15:41:14,41.55662537,39.2896347,39.2896347,38.65514755
4/18/2018,3:41:15 PM,15:41:15,41.63295746,39.37843323,39.38952637,38.68862152
4/18/2018,3:41:15 PM,15:41:15,41.66566086,39.41171265,39.43389893,38.67746353
4/18/2018,3:41:15 PM,15:41:15,41.64385986,39.41171265,39.4671669,38.68862152
4/18/2018,3:41:16 PM,15:41:16,41.67655945,39.43389893,39.40061951,38.6997757
4/18/2018,3:41:16 PM,15:41:16,41.68745422,39.44498825,39.36733627,38.73323822
4/18/2018,3:41:16 PM,15:41:16,41.69835281,39.42280579,39.40061951,38.77783966
4/18/2018,3:41:17 PM,15:41:17,41.79637909,39.50042343,39.41171265,38.83357239
4/18/2018,3:41:17 PM,15:41:17,41.7419281,39.45607758,39.38952637,38.76669312
4/18/2018,3:41:17 PM,15:41:17,41.69835281,39.38952637,39.34513855,38.78899002
4/18/2018,3:41:17 PM,15:41:17,41.69835281,39.43389893,39.3340416,38.76669312
4/18/2018,3:41:18 PM,15:41:18,41.66566086,39.41171265,39.2896347,38.76669312
4/18/2018,3:41:18 PM,15:41:18,41.61115265,39.36733627,39.24521255,38.72208405
4/18/2018,3:41:18 PM,15:41:18,41.63295746,39.4671669,39.31184006,38.7443924
4/18/2018,3:41:19 PM,15:41:19,41.65475845,39.4671669,39.34513855,38.81128311
4/18/2018,3:41:19 PM,15:41:19,41.58934784,39.36733627,39.26742554,38.7443924
4/18/2018,3:41:19 PM,15:41:19,41.64385986,39.45607758,39.34513855,38.75554276
4/18/2018,3:41:19 PM,15:41:19,41.61115265,39.3340416,39.2896347,38.77783966
4/18/2018,3:41:20 PM,15:41:20,41.5020752,39.26742554,39.22299576,38.67746353
4/18/2018,3:41:20 PM,15:41:20,41.51298904,39.22299576,39.21188736,38.68862152
4/18/2018,3:41:21 PM,15:41:21,41.5020752,39.18966293,39.16743851,38.64398575
4/18/2018,3:41:21 PM,15:41:21,41.58934784,39.30073929,39.25632095,38.72208405
4/18/2018,3:41:21 PM,15:41:21,41.62205887,39.26742554,39.23410416,38.76669312
4/18/2018,3:41:21 PM,15:41:21,41.57844162,39.25632095,39.22299576,38.71092987
4/18/2018,3:41:22 PM,15:41:22,41.53480911,39.20077515,39.13409042,38.67746353
4/18/2018,3:41:22 PM,15:41:22,41.5020752,39.16743851,39.15632248,38.65514755
4/18/2018,3:41:22 PM,15:41:22,41.45841599,39.15632248,39.17855072,38.63282394
4/18/2018,3:41:23 PM,15:41:23,41.45841599,39.17855072,39.14520645,38.64398575
4/18/2018,3:41:23 PM,15:41:23,41.4802475,39.16743851,39.13409042,38.64398575
4/18/2018,3:41:23 PM,15:41:23,41.45841599,39.11185455,39.1229744,38.57700729
4/18/2018,3:41:24 PM,15:41:24,41.40382385,39.13409042,39.10073471,38.59933853
4/18/2018,3:41:24 PM,15:41:24,41.44750214,39.14520645,39.16743851,38.65514755
4/18/2018,3:41:24 PM,15:41:24,41.44750214,39.17855072,39.18966293,38.65514755
4/18/2018,3:41:25 PM,15:41:25,41.40382385,39.13409042,39.14520645,38.64398575
4/18/2018,3:41:25 PM,15:41:25,41.44750214,39.17855072,39.14520645,38.64398575
4/18/2018,3:41:25 PM,15:41:25,41.44750214,39.17855072,39.13409042,38.61050034
4/18/2018,3:41:25 PM,15:41:25,41.41474533,39.14520645,39.10073471,38.59933853
4/18/2018,3:41:26 PM,15:41:26,41.43658447,39.08961487,39.1229744,38.63282394
4/18/2018,3:41:26 PM,15:41:26,41.46933365,39.11185455,39.1229744,38.58817291
4/18/2018,3:41:27 PM,15:41:27,41.40382385,39.15632248,39.14520645,38.61050034
4/18/2018,3:41:27 PM,15:41:27,41.43658447,39.11185455,39.11185455,38.58817291
4/18/2018,3:41:27 PM,15:41:27,41.3819809,39.10073471,39.07849503,38.59933853
4/18/2018,3:41:27 PM,15:41:27,41.34920883,39.06737137,39.10073471,38.61050034
4/18/2018,3:41:28 PM,15:41:28,41.34920883,39.00061417,39.05624771,38.58817291
4/18/2018,3:41:28 PM,15:41:28,41.32735443,39.04512405,39.06737137,38.58817291
4/18/2018,3:41:28 PM,15:41:28,41.33828354,39.10073471,39.06737137,38.57700729
4/18/2018,3:41:28 PM,15:41:28,41.40382385,39.1229744,39.11185455,38.59933853
4/18/2018,3:41:29 PM,15:41:29,41.33828354,39.03399658,39.05624771,38.59933853
4/18/2018,3:41:29 PM,15:41:29,41.32735443,39.06737137,39.07849503,38.65514755
4/18/2018,3:41:29 PM,15:41:29,41.32735443,39.04512405,39.01174164,38.61050034
4/18/2018,3:41:30 PM,15:41:30,41.32735443,38.93382263,38.92268753,38.56583786
4/18/2018,3:41:30 PM,15:41:30,41.39290237,39.00061417,39.00061417,38.59933853
4/18/2018,3:41:31 PM,15:41:31,41.32735443,38.96722412,38.94495773,38.55467224
4/18/2018,3:41:31 PM,15:41:31,41.31642914,38.96722412,38.98948669,38.58817291
4/18/2018,3:41:31 PM,15:41:31,41.30550003,38.96722412,38.92268753,38.55467224
4/18/2018,3:41:31 PM,15:41:31,41.31642914,38.96722412,38.97835541,38.58817291
4/18/2018,3:41:32 PM,15:41:32,41.283638,38.97835541,38.88927841,38.55467224
4/18/2018,3:41:32 PM,15:41:32,41.283638,38.94495773,38.8781395,38.55467224
4/18/2018,3:41:32 PM,15:41:32,41.283638,38.92268753,38.94495773,38.54350281
4/18/2018,3:41:33 PM,15:41:33,41.283638,38.86699677,38.88927841,38.55467224
4/18/2018,3:41:33 PM,15:41:33,41.33828354,38.93382263,38.91155243,38.54350281
4/18/2018,3:41:33 PM,15:41:33,41.42566681,38.98948669,39.01174164,38.64398575
4/18/2018,3:41:34 PM,15:41:34,41.39290237,38.98948669,38.98948669,38.64398575
4/18/2018,3:41:34 PM,15:41:34,41.32735443,38.95609283,39.02286911,38.59933853
4/18/2018,3:41:34 PM,15:41:34,41.33828354,38.96722412,39.00061417,38.64398575
4/18/2018,3:41:35 PM,15:41:35,41.3819809,39.02286911,39.00061417,38.66630554
4/18/2018,3:41:35 PM,15:41:35,41.33828354,38.97835541,38.98948669,38.62166214
4/18/2018,3:41:35 PM,15:41:35,41.31642914,38.94495773,38.93382263,38.56583786
4/18/2018,3:41:36 PM,15:41:36,41.283638,38.92268753,38.96722412,38.56583786
4/18/2018,3:41:36 PM,15:41:36,41.283638,38.90041351,38.86699677,38.53233337
4/18/2018,3:41:36 PM,15:41:36,41.37105942,38.93382263,38.97835541,38.58817291
4/18/2018,3:41:37 PM,15:41:37,41.32735443,38.92268753,38.91155243,38.55467224
4/18/2018,3:41:37 PM,15:41:37,41.33828354,38.86699677,38.8781395,38.54350281
4/18/2018,3:41:37 PM,15:41:37,41.32735443,38.82242584,38.86699677,38.58817291
4/18/2018,3:41:37 PM,15:41:37,41.33828354,38.86699677,38.92268753,38.53233337
4/18/2018,3:41:38 PM,15:41:38,41.27270889,38.80013657,38.85585785,38.54350281
4/18/2018,3:41:38 PM,15:41:38,41.19615936,38.77783966,38.81128311,38.4876442
4/18/2018,3:41:38 PM,15:41:38,41.21803665,38.7443924,38.81128311,38.47646713
4/18/2018,3:41:39 PM,15:41:39,41.20709991,38.6997757,38.80013657,38.4876442
4/18/2018,3:41:39 PM,15:41:39,41.19615936,38.72208405,38.77783966,38.46529388
4/18/2018,3:41:39 PM,15:41:39,41.21803665,38.71092987,38.81128311,38.49881744
4/18/2018,3:41:40 PM,15:41:40,41.23990631,38.76669312,38.84471512,38.49881744
4/18/2018,3:41:40 PM,15:41:40,41.20709991,38.75554276,38.82242584,38.46529388
4/18/2018,3:41:40 PM,15:41:40,41.26177597,38.81128311,38.88927841,38.50999069
4/18/2018,3:41:41 PM,15:41:41,41.283638,38.83357239,38.96722412,38.52116013
4/18/2018,3:41:41 PM,15:41:41,41.11956787,38.73323822,38.83357239,38.47646713
4/18/2018,3:41:41 PM,15:41:41,41.17428207,38.75554276,38.86699677,38.47646713
4/18/2018,3:41:41 PM,15:41:41,41.16334152,38.77783966,38.93382263,38.49881744
4/18/2018,3:41:42 PM,15:41:42,41.18522263,38.76669312,38.8781395,38.46529388
4/18/2018,3:41:42 PM,15:41:42,41.21803665,38.75554276,38.88927841,38.50999069
4/18/2018,3:41:42 PM,15:41:42,41.21803665,38.71092987,38.83357239,38.50999069
4/18/2018,3:41:43 PM,15:41:43,41.21803665,38.85585785,38.8781395,38.52116013
4/18/2018,3:41:43 PM,15:41:43,41.20709991,38.78899002,38.88927841,38.50999069
