Plot 1 FLIR USB Video,,,,,,
,,,,,,
,,,,Sp1.Value,Sp2.Value,Sp3.Value
Emissivity,,,,0.9499999881,0.9499999881,0.9499999881
Distance,,,,1,1,1
Reflected temperature,,,,19.9999939,19.9999939,19.9999939
Location X,,,,50,166,282
Location Y,,,,128,128,130
Size X,,,,,,
Size Y,,,,,,
Surface (pixels),,,,,,
,,,,,,
Date,Time,Milliseconds,Relative time,Sp1.Value,Sp2.Value,Sp3.Value
5/3/2018,10:42:48 AM,324,2290.811,35.58225632,38.78899002,40.22993469
5/3/2018,10:42:48 AM,594,2291.081,35.42200851,38.75554276,40.11967087
5/3/2018,10:42:48 AM,864,2291.351,35.47926331,38.80013657,40.21891022
5/3/2018,10:42:49 AM,135,2291.622,35.44491577,38.78899002,40.16378784
5/3/2018,10:42:49 AM,405,2291.892,35.50215912,38.78899002,40.14173126
5/3/2018,10:42:49 AM,675,2292.162,35.41055679,38.72208405,40.10863876
5/3/2018,10:42:49 AM,945,2292.432,35.39910126,38.7443924,40.03139114
5/3/2018,10:42:50 AM,486,2292.973,35.42200851,38.76669312,40.09760666
5/3/2018,10:42:50 AM,756,2293.243,35.49071121,38.78899002,40.16378784
5/3/2018,10:42:51 AM,26,2293.513,35.51360321,38.80013657,40.19686508
5/3/2018,10:42:51 AM,297,2293.784,35.58225632,38.83357239,40.19686508
5/3/2018,10:42:51 AM,837,2294.324,35.52505112,38.82242584,40.17481232
5/3/2018,10:42:52 AM,108,2294.595,35.49071121,38.81128311,40.09760666
5/3/2018,10:42:52 AM,378,2294.865,35.54793549,38.81128311,40.11967087
5/3/2018,10:42:52 AM,648,2295.135,35.41055679,38.75554276,40.00931168
5/3/2018,10:42:52 AM,918,2295.405,35.42200851,38.7443924,40.03139114
5/3/2018,10:42:53 AM,459,2295.946,35.44491577,38.78899002,40.15275955
5/3/2018,10:42:53 AM,729,2296.216,35.45636749,38.76669312,40.00931168
5/3/2018,10:42:53 AM,999,2296.486,35.39910126,38.7443924,40.0534668
5/3/2018,10:42:54 AM,270,2296.757,35.31888199,38.67746353,40.03139114
5/3/2018,10:42:54 AM,540,2297.027,35.37618637,38.7443924,39.99827194
5/3/2018,10:42:54 AM,810,2297.297,35.2730217,38.62166214,39.88780594
5/3/2018,10:42:55 AM,351,2297.838,35.39910126,38.71092987,39.95409775
5/3/2018,10:42:55 AM,621,2298.108,35.29595184,38.64398575,39.88780594
5/3/2018,10:42:55 AM,891,2298.378,35.34180832,38.63282394,39.93200302
5/3/2018,10:42:56 AM,162,2298.649,35.34180832,38.59933853,39.93200302
5/3/2018,10:42:56 AM,432,2298.919,35.38764191,38.71092987,40.06450272
5/3/2018,10:42:56 AM,702,2299.189,35.42200851,38.64398575,40.03139114
5/3/2018,10:42:57 AM,243,2299.73,35.38764191,38.67746353,39.99827194
5/3/2018,10:42:57 AM,513,2300,35.39910126,38.64398575,39.92095566
5/3/2018,10:42:57 AM,783,2300.27,35.4678154,38.73323822,40.0534668
5/3/2018,10:42:58 AM,54,2300.541,35.49071121,38.71092987,40.0534668
5/3/2018,10:42:58 AM,324,2300.811,35.41055679,38.67746353,40.03139114
5/3/2018,10:42:58 AM,864,2301.351,35.38764191,38.71092987,39.97618484
5/3/2018,10:42:59 AM,135,2301.622,35.44491577,38.73323822,40.09760666
5/3/2018,10:42:59 AM,405,2301.892,35.39910126,38.68862152,40.04243088
5/3/2018,10:42:59 AM,675,2302.162,35.37618637,38.71092987,40.04243088
5/3/2018,10:42:59 AM,945,2302.432,35.45636749,38.66630554,40.10863876
5/3/2018,10:43:00 AM,216,2302.703,35.28448868,38.67746353,40.00931168
5/3/2018,10:43:00 AM,756,2303.243,35.31888199,38.72208405,40.07553864
5/3/2018,10:43:01 AM,26,2303.513,35.47926331,38.80013657,40.07553864
5/3/2018,10:43:01 AM,297,2303.784,35.45636749,38.78899002,40.02035141
5/3/2018,10:43:01 AM,567,2304.054,35.4678154,38.80013657,40.11967087
5/3/2018,10:43:01 AM,837,2304.324,35.49071121,38.78899002,40.08657455
5/3/2018,10:43:02 AM,108,2304.595,35.47926331,38.7443924,40.08657455
5/3/2018,10:43:02 AM,648,2305.135,35.4678154,38.76669312,40.08657455
5/3/2018,10:43:02 AM,918,2305.405,35.49071121,38.78899002,40.10863876
5/3/2018,10:43:03 AM,189,2305.676,35.49071121,38.85585785,40.17481232
5/3/2018,10:43:03 AM,459,2305.946,35.42200851,38.78899002,40.14173126
5/3/2018,10:43:03 AM,999,2306.486,35.57081604,38.81128311,40.17481232
5/3/2018,10:43:04 AM,270,2306.757,35.4678154,38.78899002,40.13069916
5/3/2018,10:43:04 AM,540,2307.027,35.51360321,38.80013657,40.13069916
5/3/2018,10:43:04 AM,810,2307.297,35.54793549,38.78899002,40.13069916
5/3/2018,10:43:05 AM,81,2307.568,35.50215912,38.76669312,40.09760666
5/3/2018,10:43:05 AM,351,2307.838,35.4678154,38.76669312,40.14173126
5/3/2018,10:43:05 AM,621,2308.108,35.45636749,38.6997757,40.0534668
5/3/2018,10:43:06 AM,162,2308.649,35.45636749,38.6997757,40.07553864
5/3/2018,10:43:06 AM,432,2308.919,35.50215912,38.72208405,40.03139114
5/3/2018,10:43:06 AM,702,2309.189,35.43346405,38.73323822,40.07553864
5/3/2018,10:43:06 AM,972,2309.459,35.43346405,38.6997757,39.98722839
5/3/2018,10:43:07 AM,243,2309.73,35.41055679,38.68862152,40.0534668
5/3/2018,10:43:07 AM,513,2310,35.45636749,38.71092987,39.99827194
5/3/2018,10:43:08 AM,54,2310.541,35.47926331,38.7443924,40.07553864
5/3/2018,10:43:08 AM,324,2310.811,35.49071121,38.72208405,40.04243088
5/3/2018,10:43:08 AM,594,2311.081,35.42200851,38.68862152,39.98722839
5/3/2018,10:43:08 AM,864,2311.351,35.35326767,38.66630554,40.03139114
5/3/2018,10:43:09 AM,135,2311.622,35.4678154,38.64398575,39.97618484
5/3/2018,10:43:09 AM,405,2311.892,35.34180832,38.63282394,39.94305038
5/3/2018,10:43:09 AM,945,2312.432,35.37618637,38.64398575,39.9651413
5/3/2018,10:43:10 AM,216,2312.703,35.41055679,38.71092987,39.9651413
5/3/2018,10:43:10 AM,486,2312.973,35.43346405,38.67746353,39.94305038
5/3/2018,10:43:10 AM,756,2313.243,35.44491577,38.6997757,39.97618484
5/3/2018,10:43:11 AM,26,2313.513,35.47926331,38.71092987,40.00931168
5/3/2018,10:43:11 AM,567,2314.054,35.59369659,38.72208405,40.03139114
5/3/2018,10:43:11 AM,837,2314.324,35.54793549,38.71092987,39.98722839
5/3/2018,10:43:12 AM,108,2314.595,35.44491577,38.73323822,40.04243088
5/3/2018,10:43:12 AM,378,2314.865,35.4678154,38.6997757,39.98722839
5/3/2018,10:43:12 AM,648,2315.135,35.44491577,38.67746353,39.9651413
5/3/2018,10:43:12 AM,918,2315.405,35.4678154,38.72208405,39.97618484
5/3/2018,10:43:13 AM,459,2315.946,35.44491577,38.6997757,39.99827194
5/3/2018,10:43:13 AM,729,2316.216,35.42200851,38.72208405,40.00931168
5/3/2018,10:43:13 AM,999,2316.486,35.44491577,38.71092987,40.06450272
5/3/2018,10:43:14 AM,270,2316.757,35.50215912,38.73323822,40.06450272
5/3/2018,10:43:14 AM,540,2317.027,35.47926331,38.71092987,40.00931168
5/3/2018,10:43:15 AM,81,2317.568,35.4678154,38.75554276,40.04243088
5/3/2018,10:43:15 AM,351,2317.838,35.50215912,38.73323822,39.99827194
5/3/2018,10:43:15 AM,621,2318.108,35.4678154,38.75554276,39.99827194
5/3/2018,10:43:15 AM,891,2318.378,35.52505112,38.86699677,32.26599503
5/3/2018,10:43:16 AM,162,2318.649,35.52505112,38.71092987,34.49072266
5/3/2018,10:43:16 AM,432,2318.919,35.37618637,35.02047348,34.61761093
5/3/2018,10:43:16 AM,702,2319.189,35.52505112,35.44491577,34.39835739
5/3/2018,10:43:16 AM,972,2319.459,35.39910126,37.36520004,34.66371918
5/3/2018,10:43:17 AM,513,2320,35.45636749,38.76669312,39.88780594
5/3/2018,10:43:17 AM,783,2320.27,35.47926331,38.7443924,39.99827194
5/3/2018,10:43:18 AM,54,2320.541,35.51360321,38.7443924,39.94305038
5/3/2018,10:43:18 AM,324,2320.811,35.62800217,38.82242584,40.07553864
5/3/2018,10:43:18 AM,594,2321.081,35.50215912,38.82242584,40.06450272
5/3/2018,10:43:19 AM,135,2321.622,35.49071121,38.76669312,40.00931168
5/3/2018,10:43:19 AM,405,2321.892,35.47926331,38.78899002,39.98722839
5/3/2018,10:43:19 AM,675,2322.162,35.57081604,38.82242584,40.10863876
5/3/2018,10:43:19 AM,945,2322.432,35.51360321,38.77783966,40.04243088
5/3/2018,10:43:20 AM,216,2322.703,35.47926331,38.77783966,40.02035141
5/3/2018,10:43:20 AM,756,2323.243,35.44491577,38.76669312,40.08657455
5/3/2018,10:43:21 AM,26,2323.513,35.52505112,38.73323822,40.00931168
5/3/2018,10:43:21 AM,297,2323.784,35.43346405,38.75554276,40.04243088
5/3/2018,10:43:21 AM,567,2324.054,35.57081604,38.6997757,39.9651413
5/3/2018,10:43:21 AM,837,2324.324,35.50215912,38.7443924,39.98722839
5/3/2018,10:43:22 AM,108,2324.595,35.54793549,38.80013657,40.07553864
5/3/2018,10:43:22 AM,648,2325.135,35.66230392,38.86699677,40.13069916
5/3/2018,10:43:22 AM,918,2325.405,35.54793549,38.91155243,40.18584061
5/3/2018,10:43:23 AM,189,2325.676,35.59369659,38.86699677,40.15275955
5/3/2018,10:43:23 AM,459,2325.946,35.59369659,38.8781395,40.22993469
5/3/2018,10:43:23 AM,729,2326.216,35.62800217,38.8781395,40.20788956
5/3/2018,10:43:23 AM,999,2326.486,35.62800217,38.86699677,40.11967087
5/3/2018,10:43:24 AM,540,2327.027,35.59369659,38.84471512,40.08657455
5/3/2018,10:43:24 AM,810,2327.297,35.55937576,38.8781395,40.13069916
5/3/2018,10:43:25 AM,81,2327.568,35.63943863,38.90041351,40.17481232
5/3/2018,10:43:25 AM,351,2327.838,35.73086929,38.90041351,40.15275955
5/3/2018,10:43:25 AM,621,2328.108,35.53649139,38.85585785,40.09760666
5/3/2018,10:43:25 AM,891,2328.378,35.55937576,38.81128311,40.18584061
5/3/2018,10:43:26 AM,162,2328.649,35.54793549,38.80013657,40.09760666
5/3/2018,10:43:26 AM,702,2329.189,35.63943863,38.83357239,40.13069916
5/3/2018,10:43:26 AM,972,2329.459,35.67373276,38.84471512,40.17481232
5/3/2018,10:43:27 AM,243,2329.73,35.62800217,38.86699677,40.07553864
5/3/2018,10:43:27 AM,513,2330,35.59369659,38.8781395,40.13069916
5/3/2018,10:43:27 AM,783,2330.27,35.67373276,38.88927841,40.14173126
5/3/2018,10:43:28 AM,54,2330.541,35.53649139,38.8781395,40.08657455
5/3/2018,10:43:28 AM,324,2330.811,35.57081604,38.80013657,40.10863876
5/3/2018,10:43:28 AM,864,2331.351,35.51360321,38.81128311,40.0534668
5/3/2018,10:43:29 AM,135,2331.622,35.60513306,38.86699677,40.17481232
5/3/2018,10:43:29 AM,405,2331.892,35.55937576,38.8781395,40.13069916
5/3/2018,10:43:29 AM,675,2332.162,35.54793549,38.84471512,40.09760666
5/3/2018,10:43:29 AM,945,2332.432,35.63943863,38.88927841,40.09760666
5/3/2018,10:43:30 AM,216,2332.703,35.74229431,38.90041351,40.14173126
5/3/2018,10:43:30 AM,756,2333.243,35.61656952,38.90041351,40.13069916
5/3/2018,10:43:31 AM,26,2333.513,35.63943863,38.88927841,40.20788956
5/3/2018,10:43:31 AM,297,2333.784,35.65087128,38.84471512,40.15275955
5/3/2018,10:43:31 AM,567,2334.054,35.59369659,38.83357239,40.13069916
5/3/2018,10:43:31 AM,837,2334.324,35.61656952,38.8781395,40.16378784
5/3/2018,10:43:32 AM,108,2334.595,35.51360321,38.81128311,40.07553864
5/3/2018,10:43:32 AM,378,2334.865,35.59369659,38.83357239,40.11967087
5/3/2018,10:43:32 AM,918,2335.405,35.52505112,38.78899002,40.09760666
5/3/2018,10:43:33 AM,189,2335.676,35.58225632,38.84471512,40.17481232
5/3/2018,10:43:33 AM,459,2335.946,35.61656952,38.82242584,40.04243088
5/3/2018,10:43:33 AM,729,2336.216,35.58225632,38.78899002,40.09760666
5/3/2018,10:43:33 AM,999,2336.486,35.49071121,38.80013657,40.0534668
5/3/2018,10:43:34 AM,540,2337.027,35.55937576,38.85585785,40.07553864
5/3/2018,10:43:34 AM,810,2337.297,35.62800217,38.8781395,40.11967087
5/3/2018,10:43:35 AM,81,2337.568,35.68516159,38.86699677,40.20788956
5/3/2018,10:43:35 AM,351,2337.838,35.58225632,38.8781395,40.18584061
5/3/2018,10:43:35 AM,621,2338.108,35.54793549,38.8781395,40.17481232
5/3/2018,10:43:35 AM,891,2338.378,35.57081604,38.82242584,40.13069916
5/3/2018,10:43:36 AM,162,2338.649,35.63943863,38.85585785,40.17481232
5/3/2018,10:43:36 AM,432,2338.919,35.65087128,38.83357239,40.16378784
5/3/2018,10:43:36 AM,972,2339.459,35.54793549,38.8781395,40.14173126
5/3/2018,10:43:37 AM,243,2339.73,35.60513306,38.80013657,40.10863876
5/3/2018,10:43:37 AM,513,2340,35.58225632,38.77783966,40.15275955
5/3/2018,10:43:37 AM,783,2340.27,35.57081604,38.77783966,40.09760666
5/3/2018,10:43:38 AM,54,2340.541,35.60513306,38.78899002,40.09760666
5/3/2018,10:43:38 AM,594,2341.081,35.45636749,38.71092987,39.97618484
5/3/2018,10:43:38 AM,864,2341.351,35.57081604,38.80013657,40.0534668
5/3/2018,10:43:39 AM,135,2341.622,35.49071121,38.80013657,39.99827194
5/3/2018,10:43:39 AM,405,2341.892,35.42200851,38.73323822,39.9651413
5/3/2018,10:43:39 AM,675,2342.162,35.45636749,38.6997757,39.9651413
5/3/2018,10:43:39 AM,945,2342.432,35.45636749,38.78899002,39.9651413
5/3/2018,10:43:40 AM,216,2342.703,35.47926331,38.81128311,40.0534668
5/3/2018,10:43:40 AM,756,2343.243,35.50215912,38.82242584,40.07553864
5/3/2018,10:43:41 AM,26,2343.513,35.59369659,38.82242584,40.06450272
5/3/2018,10:43:41 AM,297,2343.784,35.4678154,38.77783966,40.0534668
5/3/2018,10:43:41 AM,567,2344.054,35.4678154,38.78899002,40.09760666
5/3/2018,10:43:42 AM,108,2344.595,35.4678154,38.82242584,40.08657455
5/3/2018,10:43:42 AM,378,2344.865,35.44491577,38.83357239,40.09760666
5/3/2018,10:43:42 AM,648,2345.135,35.43346405,38.83357239,40.14173126
5/3/2018,10:43:42 AM,918,2345.405,35.60513306,38.84471512,40.16378784
5/3/2018,10:43:43 AM,189,2345.676,35.50215912,38.7443924,40.09760666
5/3/2018,10:43:43 AM,459,2345.946,35.44491577,38.7443924,39.94305038
5/3/2018,10:43:43 AM,999,2346.486,35.44491577,38.75554276,39.95409775
5/3/2018,10:43:44 AM,270,2346.757,35.38764191,38.73323822,39.98722839
5/3/2018,10:43:44 AM,540,2347.027,35.50215912,38.75554276,39.93200302
5/3/2018,10:43:44 AM,810,2347.297,35.50215912,38.6997757,39.9651413
5/3/2018,10:43:45 AM,81,2347.568,35.43346405,38.6997757,39.89885712
5/3/2018,10:43:45 AM,351,2347.838,35.39910126,38.65514755,39.8435936
5/3/2018,10:43:45 AM,891,2348.378,35.49071121,38.73323822,39.94305038
5/3/2018,10:43:46 AM,162,2348.649,35.51360321,38.72208405,39.9651413
5/3/2018,10:43:46 AM,432,2348.919,35.47926331,38.6997757,39.86570358
5/3/2018,10:43:46 AM,702,2349.189,35.47926331,38.64398575,39.92095566
5/3/2018,10:43:46 AM,972,2349.459,35.50215912,38.72208405,39.98722839
5/3/2018,10:43:47 AM,243,2349.73,35.50215912,38.71092987,39.9651413
5/3/2018,10:43:47 AM,513,2350,35.51360321,38.73323822,39.9651413
5/3/2018,10:43:48 AM,54,2350.541,35.52505112,38.72208405,40.03139114
5/3/2018,10:43:48 AM,324,2350.811,35.49071121,38.7443924,40.10863876
5/3/2018,10:43:48 AM,594,2351.081,35.43346405,38.75554276,40.08657455
5/3/2018,10:43:48 AM,864,2351.351,35.52505112,38.75554276,40.08657455
5/3/2018,10:43:49 AM,135,2351.622,35.4678154,38.73323822,40.11967087
5/3/2018,10:43:49 AM,405,2351.892,35.43346405,38.73323822,40.04243088
5/3/2018,10:43:49 AM,675,2352.162,35.44491577,38.7443924,40.00931168
5/3/2018,10:43:49 AM,945,2352.432,35.4678154,38.78899002,40.10863876
5/3/2018,10:43:50 AM,486,2352.973,35.45636749,38.7443924,39.99827194
5/3/2018,10:43:50 AM,756,2353.243,35.43346405,38.73323822,40.08657455
5/3/2018,10:43:51 AM,26,2353.513,35.41055679,38.73323822,39.97618484
5/3/2018,10:43:51 AM,297,2353.784,35.36472702,38.66630554,39.90990829
5/3/2018,10:43:51 AM,837,2354.324,35.35326767,38.75554276,40.10863876
5/3/2018,10:43:52 AM,108,2354.595,35.43346405,38.68862152,40.06450272
5/3/2018,10:43:52 AM,378,2354.865,35.4678154,38.78899002,40.00931168
5/3/2018,10:43:52 AM,648,2355.135,35.49071121,38.78899002,39.97618484
5/3/2018,10:43:52 AM,918,2355.405,35.47926331,38.84471512,40.13069916
5/3/2018,10:43:53 AM,459,2355.946,35.57081604,38.82242584,40.19686508
5/3/2018,10:43:53 AM,729,2356.216,35.43346405,38.76669312,40.11967087
5/3/2018,10:43:53 AM,999,2356.486,35.49071121,38.7443924,40.07553864
5/3/2018,10:43:54 AM,270,2356.757,35.41055679,38.7443924,40.07553864
5/3/2018,10:43:54 AM,540,2357.027,35.42200851,38.72208405,39.92095566
5/3/2018,10:43:54 AM,810,2357.297,35.43346405,38.77783966,40.08657455
5/3/2018,10:43:55 AM,81,2357.568,35.49071121,38.72208405,40.04243088
5/3/2018,10:43:55 AM,621,2358.108,35.45636749,38.76669312,40.02035141
5/3/2018,10:43:55 AM,891,2358.378,35.4678154,38.7443924,40.03139114
5/3/2018,10:43:56 AM,162,2358.649,35.41055679,38.71092987,39.9651413
5/3/2018,10:43:56 AM,432,2358.919,35.38764191,38.68862152,39.92095566
5/3/2018,10:43:56 AM,702,2359.189,35.39910126,38.71092987,39.97618484
5/3/2018,10:43:56 AM,972,2359.459,35.35326767,38.6997757,39.95409775
5/3/2018,10:43:57 AM,243,2359.73,35.47926331,38.77783966,40.13069916
5/3/2018,10:43:57 AM,783,2360.27,35.45636749,38.75554276,40.08657455
5/3/2018,10:43:58 AM,54,2360.541,35.47926331,38.76669312,40.13069916
5/3/2018,10:43:58 AM,324,2360.811,35.41055679,38.77783966,40.0534668
5/3/2018,10:43:58 AM,594,2361.081,35.39910126,38.73323822,40.00931168
5/3/2018,10:43:58 AM,864,2361.351,35.42200851,38.77783966,40.08657455
5/3/2018,10:43:59 AM,135,2361.622,35.39910126,38.68862152,40.00931168
5/3/2018,10:43:59 AM,675,2362.162,35.43346405,38.75554276,40.0534668
5/3/2018,10:43:59 AM,945,2362.432,35.42200851,38.75554276,40.07553864
5/3/2018,10:44:00 AM,216,2362.703,35.38764191,38.6997757,40.00931168
5/3/2018,10:44:00 AM,486,2362.973,35.36472702,38.71092987,40.03139114
5/3/2018,10:44:00 AM,756,2363.243,35.37618637,38.73323822,40.07553864
5/3/2018,10:44:01 AM,297,2363.784,35.43346405,38.80013657,40.02035141
5/3/2018,10:44:01 AM,567,2364.054,35.44491577,38.78899002,40.03139114
5/3/2018,10:44:01 AM,837,2364.324,35.4678154,38.76669312,40.10863876
5/3/2018,10:44:02 AM,108,2364.595,35.38764191,38.83357239,40.13069916
5/3/2018,10:44:02 AM,648,2365.135,35.47926331,38.81128311,40.14173126
5/3/2018,10:44:02 AM,918,2365.405,35.52505112,38.83357239,40.14173126
5/3/2018,10:44:03 AM,189,2365.676,35.53649139,38.84471512,40.17481232
5/3/2018,10:44:03 AM,459,2365.946,35.55937576,38.91155243,40.28503036
5/3/2018,10:44:03 AM,729,2366.216,35.58225632,38.8781395,40.2740097
5/3/2018,10:44:04 AM,270,2366.757,35.59369659,38.88927841,40.26299286
5/3/2018,10:44:04 AM,540,2367.027,35.55937576,38.88927841,40.17481232
5/3/2018,10:44:04 AM,810,2367.297,35.59369659,38.91155243,40.24095535
5/3/2018,10:44:05 AM,81,2367.568,35.70801926,38.93382263,40.21891022
5/3/2018,10:44:05 AM,351,2367.838,35.61656952,38.92268753,40.26299286
5/3/2018,10:44:05 AM,891,2368.378,35.53649139,38.95609283,40.19686508
5/3/2018,10:44:06 AM,162,2368.649,35.54793549,38.95609283,40.15275955
5/3/2018,10:44:06 AM,432,2368.919,35.68516159,38.97835541,40.34009933
5/3/2018,10:44:06 AM,702,2369.189,35.69659042,38.96722412,40.26299286
5/3/2018,10:44:06 AM,972,2369.459,35.63943863,38.96722412,40.28503036
5/3/2018,10:44:07 AM,243,2369.73,35.57081604,38.93382263,40.19686508
5/3/2018,10:44:07 AM,513,2370,35.47926331,38.90041351,40.2519722
5/3/2018,10:44:08 AM,54,2370.541,35.51360321,38.94495773,40.17481232
5/3/2018,10:44:08 AM,324,2370.811,35.61656952,38.95609283,40.26299286
5/3/2018,10:44:08 AM,594,2371.081,35.59369659,38.93382263,40.21891022
5/3/2018,10:44:08 AM,864,2371.351,35.61656952,38.95609283,40.31807327
5/3/2018,10:44:09 AM,135,2371.622,35.55937576,38.8781395,40.13069916
5/3/2018,10:44:09 AM,405,2371.892,35.52505112,38.86699677,40.15275955
5/3/2018,10:44:09 AM,945,2372.432,35.50215912,38.85585785,40.20788956
5/3/2018,10:44:10 AM,216,2372.703,35.53649139,38.84471512,40.15275955
5/3/2018,10:44:10 AM,486,2372.973,35.41055679,38.82242584,40.17481232
5/3/2018,10:44:10 AM,756,2373.243,35.41055679,38.81128311,40.15275955
5/3/2018,10:44:11 AM,297,2373.784,35.42200851,38.80013657,40.17481232
5/3/2018,10:44:11 AM,567,2374.054,35.41055679,38.81128311,40.20788956
5/3/2018,10:44:11 AM,837,2374.324,35.44491577,38.81128311,40.09760666
5/3/2018,10:44:12 AM,108,2374.595,35.43346405,38.83357239,40.15275955
5/3/2018,10:44:12 AM,378,2374.865,35.44491577,38.85585785,40.22993469
5/3/2018,10:44:12 AM,648,2375.135,35.42200851,38.76669312,40.09760666
5/3/2018,10:44:12 AM,918,2375.405,35.38764191,38.76669312,40.03139114
5/3/2018,10:44:13 AM,459,2375.946,35.41055679,38.73323822,39.99827194
5/3/2018,10:44:13 AM,729,2376.216,35.30741882,38.72208405,40.03139114
5/3/2018,10:44:13 AM,999,2376.486,35.28448868,38.71092987,39.98722839
5/3/2018,10:44:14 AM,270,2376.757,35.34180832,38.75554276,40.04243088
5/3/2018,10:44:14 AM,540,2377.027,35.43346405,38.71092987,40.06450272
5/3/2018,10:44:14 AM,810,2377.297,35.45636749,38.75554276,40.08657455
5/3/2018,10:44:15 AM,351,2377.838,35.4678154,38.80013657,40.10863876
5/3/2018,10:44:15 AM,621,2378.108,35.38764191,38.77783966,40.10863876
5/3/2018,10:44:15 AM,891,2378.378,35.37618637,38.77783966,40.10863876
5/3/2018,10:44:16 AM,162,2378.649,35.37618637,38.7443924,40.11967087
5/3/2018,10:44:16 AM,432,2378.919,35.34180832,38.77783966,40.09760666
5/3/2018,10:44:16 AM,702,2379.189,35.44491577,38.78899002,40.17481232
5/3/2018,10:44:16 AM,972,2379.459,35.37618637,38.73323822,40.17481232
5/3/2018,10:44:17 AM,513,2380,35.37618637,38.75554276,40.16378784
5/3/2018,10:44:17 AM,783,2380.27,35.35326767,38.75554276,40.19686508
5/3/2018,10:44:18 AM,54,2380.541,35.4678154,38.80013657,40.21891022
5/3/2018,10:44:18 AM,324,2380.811,35.39910126,38.80013657,40.24095535
5/3/2018,10:44:18 AM,594,2381.081,35.49071121,38.78899002,40.18584061
5/3/2018,10:44:18 AM,864,2381.351,35.44491577,38.77783966,40.15275955
5/3/2018,10:44:19 AM,135,2381.622,35.37618637,38.6997757,40.14173126
5/3/2018,10:44:19 AM,675,2382.162,35.38764191,38.7443924,40.14173126
5/3/2018,10:44:19 AM,945,2382.432,35.44491577,38.76669312,40.22993469
5/3/2018,10:44:20 AM,216,2382.703,35.35326767,38.78899002,40.16378784
5/3/2018,10:44:20 AM,486,2382.973,35.41055679,38.80013657,40.2740097
5/3/2018,10:44:20 AM,756,2383.243,35.42200851,38.75554276,40.16378784
5/3/2018,10:44:21 AM,26,2383.513,35.45636749,38.81128311,40.16378784
5/3/2018,10:44:21 AM,567,2384.054,35.35326767,38.75554276,40.14173126
5/3/2018,10:44:21 AM,837,2384.324,35.43346405,38.77783966,40.09760666
5/3/2018,10:44:22 AM,108,2384.595,35.42200851,38.76669312,40.07553864
5/3/2018,10:44:22 AM,378,2384.865,35.36472702,38.75554276,40.11967087
5/3/2018,10:44:22 AM,648,2385.135,35.38764191,38.76669312,40.09760666
5/3/2018,10:44:22 AM,918,2385.405,35.42200851,38.77783966,40.11967087
5/3/2018,10:44:23 AM,459,2385.946,35.45636749,38.80013657,40.15275955
5/3/2018,10:44:23 AM,729,2386.216,35.42200851,38.78899002,40.21891022
5/3/2018,10:44:23 AM,999,2386.486,35.4678154,38.82242584,40.19686508
5/3/2018,10:44:24 AM,270,2386.757,35.41055679,38.80013657,40.19686508
5/3/2018,10:44:24 AM,540,2387.027,35.50215912,38.8781395,40.2519722
5/3/2018,10:44:24 AM,810,2387.297,35.57081604,38.8781395,40.15275955
5/3/2018,10:44:25 AM,351,2387.838,35.45636749,38.85585785,40.18584061
5/3/2018,10:44:25 AM,621,2388.108,35.54793549,38.88927841,40.24095535
5/3/2018,10:44:25 AM,891,2388.378,35.49071121,38.8781395,40.11967087
5/3/2018,10:44:26 AM,162,2388.649,35.41055679,38.88927841,40.21891022
5/3/2018,10:44:26 AM,432,2388.919,35.44491577,38.8781395,40.20788956
5/3/2018,10:44:26 AM,702,2389.189,35.49071121,38.84471512,40.14173126
5/3/2018,10:44:27 AM,243,2389.73,35.4678154,38.85585785,40.19686508
5/3/2018,10:44:27 AM,513,2390,35.45636749,38.84471512,40.24095535
5/3/2018,10:44:27 AM,783,2390.27,35.45636749,38.84471512,40.26299286
5/3/2018,10:44:28 AM,54,2390.541,35.50215912,38.84471512,40.14173126
5/3/2018,10:44:28 AM,324,2390.811,35.41055679,38.82242584,40.2519722
5/3/2018,10:44:28 AM,594,2391.081,35.44491577,38.82242584,40.24095535
5/3/2018,10:44:28 AM,864,2391.351,35.44491577,38.85585785,40.26299286
5/3/2018,10:44:29 AM,135,2391.622,35.47926331,38.88927841,40.31807327
5/3/2018,10:44:29 AM,675,2392.162,35.45636749,38.91155243,40.21891022
5/3/2018,10:44:29 AM,945,2392.432,35.47926331,38.86699677,40.2740097
5/3/2018,10:44:30 AM,216,2392.703,35.47926331,38.91155243,40.34009933
5/3/2018,10:44:30 AM,486,2392.973,35.44491577,38.85585785,40.26299286
5/3/2018,10:44:30 AM,756,2393.243,35.43346405,38.8781395,40.26299286
5/3/2018,10:44:31 AM,297,2393.784,35.39910126,38.88927841,40.30706024
5/3/2018,10:44:31 AM,567,2394.054,35.44491577,38.8781395,40.20788956
5/3/2018,10:44:31 AM,837,2394.324,35.51360321,38.84471512,40.17481232
5/3/2018,10:44:32 AM,108,2394.595,35.43346405,38.8781395,40.17481232
5/3/2018,10:44:32 AM,378,2394.865,35.51360321,38.84471512,40.18584061
5/3/2018,10:44:32 AM,918,2395.405,35.52505112,38.91155243,40.18584061
5/3/2018,10:44:33 AM,189,2395.676,35.52505112,38.88927841,40.22993469
5/3/2018,10:44:33 AM,459,2395.946,35.52505112,38.86699677,40.2519722
5/3/2018,10:44:33 AM,729,2396.216,35.38764191,38.86699677,40.26299286
5/3/2018,10:44:33 AM,999,2396.486,35.44491577,38.88927841,40.24095535
