Plot 1 FLIR USB Video,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value,Sp6.Value,Sp7.Value,Sp8.Value,Sp9.Value,Sp10.Value
Emissivity,,,,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881
Distance,,,,1,1,1,1,1,1,1,1,1,1
Reflected temperature,,,,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939
Location X,,,,25,23,29,267,269,269,116,232,234,236
Location Y,,,,63,119,176,61,113,176,118,62,115,173
Size X,,,,,,,,,,,,,
Size Y,,,,,,,,,,,,,
Surface (pixels),,,,,,,,,,,,,
,,,,,,,,,,,,,
Date,Time,Milliseconds,Relative time,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value,Sp6.Value,Sp7.Value,Sp8.Value,Sp9.Value,Sp10.Value
5/6/2018,8:28:50 PM,567,0,28.87928391,33.09778976,28.22410774,25.61524391,25.2911377,25.50315857,24.87842751,25.12873459,25.01616478,24.97861671
5/6/2018,8:28:50 PM,837,0.27,28.9518528,33.17948532,28.3214035,25.60279465,25.30361938,25.46577072,24.87842751,25.11623192,25.00365067,24.916008
5/6/2018,8:28:51 PM,378,0.811,29.04854202,33.23780823,28.45505524,25.68990517,25.34106064,25.57789421,24.89095497,25.19122505,25.06620979,25.0537014
5/6/2018,8:28:51 PM,648,1.081,29.09685707,33.2844429,28.39432335,25.60279465,25.37848854,25.57789421,24.916008,25.15373421,25.02867889,24.97861671
5/6/2018,8:28:51 PM,918,1.351,28.93976212,33.27278519,28.38217354,25.51561737,25.2911377,25.4533062,24.76560593,25.01616478,24.92853355,24.86589622
5/6/2018,8:28:52 PM,189,1.622,29.12100792,33.38930893,28.45505524,25.62769127,25.31610107,25.52807617,24.79068756,25.11623192,24.96609688,24.916008
5/6/2018,8:28:52 PM,459,1.892,29.20549202,33.52898788,28.49147797,25.67746544,25.34106064,25.62769127,24.81576347,25.14123535,25.01616478,25.01616478
5/6/2018,8:28:52 PM,729,2.162,29.33813095,33.55225372,28.564291,25.67746544,25.40343285,25.70234489,24.82829857,25.16623306,25.02867889,25.09122467
5/6/2018,8:28:53 PM,270,2.703,29.3622303,33.64526749,28.63705635,25.71478271,25.39096069,25.6650238,24.84083176,25.16623306,25.04118919,25.00365067
5/6/2018,8:28:53 PM,540,2.973,29.3622303,33.68012619,28.62493324,25.71478271,25.37848854,25.64013672,24.79068756,25.16623306,25.01616478,24.99113464
5/6/2018,8:28:53 PM,810,3.243,29.38632584,33.68012619,28.62493324,25.6650238,25.37848854,25.60279465,24.80322647,25.09122467,24.95357704,24.89095497
5/6/2018,8:28:54 PM,81,3.514,29.43449974,33.77304077,28.68554306,25.72721863,25.41590309,25.65258026,24.81576347,25.16623306,24.99113464,24.92853355
5/6/2018,8:28:54 PM,351,3.784,29.47061729,33.87748337,28.75823402,25.73965263,25.42837334,25.62769127,24.79068756,25.16623306,25.01616478,24.96609688
5/6/2018,8:28:54 PM,621,4.054,29.54281998,33.90068054,28.87928391,25.77694893,25.49069786,25.68990517,24.84083176,25.22870255,25.07871819,25.0537014
5/6/2018,8:28:54 PM,891,4.324,29.69910812,34.00501633,28.83087921,25.82665825,25.49069786,25.71478271,24.86589622,25.20371819,25.06620979,24.96609688
5/6/2018,8:28:55 PM,162,4.595,29.62700081,34.10926056,28.85508347,25.83908272,25.47823524,25.78937912,24.85336494,25.21621132,25.01616478,25.01616478
5/6/2018,8:28:55 PM,702,5.135,29.69910812,34.10926056,28.86718369,25.81423378,25.47823524,25.76451874,24.76560593,25.11623192,24.99113464,24.95357704
5/6/2018,8:28:55 PM,972,5.405,29.79518127,34.17870712,28.9518528,25.86392593,25.47823524,25.77694893,24.80322647,25.19122505,25.0537014,24.97861671
5/6/2018,8:28:56 PM,243,5.676,29.81918716,34.29436111,29.06062317,25.83908272,25.51561737,25.78937912,24.81576347,25.16623306,25.00365067,24.99113464
5/6/2018,8:28:56 PM,513,5.946,29.81918716,34.31747818,29.0002079,25.87634659,25.52807617,25.81423378,24.81576347,25.17873001,24.96609688,24.95357704
5/6/2018,8:28:57 PM,54,6.487,29.8311882,34.37525177,29.08477974,25.90118217,25.52807617,25.81423378,24.79068756,25.16623306,24.97861671,24.96609688
5/6/2018,8:28:57 PM,324,6.757,29.90316772,34.32903671,29.08477974,25.87634659,25.49069786,25.77694893,24.7530632,25.14123535,24.9410553,24.96609688
5/6/2018,8:28:57 PM,594,7.027,30.07095146,34.37525177,29.1089325,25.90118217,25.51561737,25.81423378,24.7154274,25.16623306,24.99113464,24.9410553
5/6/2018,8:28:57 PM,864,7.297,30.13081741,34.51380157,29.15722275,25.92601204,25.57789421,25.82665825,24.79068756,25.17873001,25.00365067,24.97861671
5/6/2018,8:28:58 PM,405,7.838,30.09490204,34.55995178,29.24168015,25.90118217,25.54053307,25.82665825,24.77814674,25.12873459,24.96609688,24.92853355
5/6/2018,8:28:58 PM,675,8.108,30.0110569,34.50226212,29.20549202,25.92601204,25.55298805,25.83908272,24.7154274,25.14123535,24.9410553,24.87842751
5/6/2018,8:28:58 PM,945,8.378,30.19065094,34.6060791,29.30197144,25.90118217,25.47823524,25.88876534,24.66522598,25.10372925,24.90348244,24.95357704
5/6/2018,8:28:59 PM,216,8.649,30.15475464,34.57148361,29.24168015,25.87634659,25.50315857,25.82665825,24.65267181,25.10372925,24.916008,24.92853355
5/6/2018,8:28:59 PM,486,8.919,30.31022835,34.70981216,29.38632584,25.91359711,25.57789421,25.87634659,24.7154274,25.17873001,24.99113464,24.96609688
5/6/2018,8:28:59 PM,756,9.189,30.40580177,34.82496262,29.39837074,25.92601204,25.60279465,25.91359711,24.74052048,25.11623192,24.9410553,24.92853355
5/6/2018,8:29:00 PM,27,9.46,30.3580246,34.94000626,29.49468994,26.06248093,25.65258026,25.95083618,24.76560593,25.16623306,24.97861671,24.99113464
5/6/2018,8:29:00 PM,297,9.73,30.44162369,34.97449875,29.49468994,26.11206627,25.64013672,26.00046921,24.79068756,25.24119186,24.97861671,24.96609688
5/6/2018,8:29:00 PM,837,10.27,30.60864067,35.11236954,29.57890511,26.14923859,25.76451874,26.08727646,24.84083176,25.27865219,25.0537014,25.06620979
5/6/2018,8:29:01 PM,108,10.541,30.64439964,35.15829086,29.67507744,26.19878578,25.70234489,26.07487869,24.80322647,25.26616669,25.01616478,25.02867889
5/6/2018,8:29:01 PM,378,10.811,30.68014717,35.16976929,29.68709373,26.18640137,25.72721863,26.07487869,24.80322647,25.24119186,25.00365067,25.02867889
5/6/2018,8:29:01 PM,648,11.081,30.69206047,35.22714233,29.71112061,26.14923859,25.73965263,26.14923859,24.80322647,25.24119186,25.04118919,25.0537014
5/6/2018,8:29:01 PM,918,11.351,30.75161171,35.30741882,29.74715424,26.2111702,25.81423378,26.13685036,24.81576347,25.27865219,25.04118919,25.02867889
5/6/2018,8:29:02 PM,189,11.622,30.76351738,35.38764191,29.78317642,26.2235508,25.82665825,26.19878578,24.81576347,25.32858086,25.04118919,25.0537014
5/6/2018,8:29:02 PM,729,12.162,30.78732681,35.37618637,29.84318733,26.2359314,25.8018074,26.14923859,24.79068756,25.30361938,25.04118919,25.02867889
5/6/2018,8:29:02 PM,999,12.432,30.91819191,35.43346405,29.90316772,26.29781532,25.86392593,26.2359314,24.82829857,25.31610107,25.06620979,25.09122467
5/6/2018,8:29:03 PM,270,12.703,30.91819191,35.50215912,29.879179,26.26068878,25.82665825,26.19878578,24.79068756,25.2911377,25.02867889,25.04118919
5/6/2018,8:29:03 PM,540,12.973,30.89440918,35.51360321,29.92715263,26.26068878,25.85150528,26.27306557,24.80322647,25.24119186,25.02867889,25.02867889
5/6/2018,8:29:03 PM,810,13.243,30.93008041,35.54793549,29.92715263,26.31018639,25.81423378,26.248312,24.79068756,25.24119186,24.96609688,25.01616478
5/6/2018,8:29:04 PM,81,13.514,31.12015343,35.68516159,30.13081741,26.40911865,25.91359711,26.34729767,24.85336494,25.32858086,25.04118919,25.10372925
5/6/2018,8:29:04 PM,351,13.784,31.13202095,35.77656174,30.09490204,26.42148018,25.9632473,26.42148018,24.86589622,25.31610107,25.07871819,25.14123535
5/6/2018,8:29:04 PM,891,14.324,31.19135094,35.81081772,30.11884689,26.50796509,25.98806381,26.43383789,24.82829857,25.34106064,25.09122467,25.14123535
5/6/2018,8:29:05 PM,162,14.595,31.17948723,35.86789322,30.11884689,26.38439369,25.97565651,26.40911865,24.81576347,25.30361938,25.02867889,25.11623192
5/6/2018,8:29:05 PM,432,14.865,31.20321274,35.91353607,30.19065094,26.39675713,25.95083618,26.32255936,24.82829857,25.2911377,25.02867889,25.0537014
5/6/2018,8:29:05 PM,702,15.135,31.34546661,36.01616287,30.33412933,26.43383789,25.98806381,26.47090721,24.89095497,25.36601257,25.09122467,25.20371819
