20180502,13:02:55,03_FrontCamera_24FPS,35000,41,36,41,42,456,257000000
20180502,13:03:56,03_FrontCamera_24FPS,35000,41,37,41,42,462,257000000
20180502,13:04:56,03_FrontCamera_24FPS,35000,42,37,42,43,466,257000000
20180502,13:05:57,03_FrontCamera_24FPS,36000,42,37,42,43,469,257000000
20180502,13:06:57,03_FrontCamera_24FPS,36000,42,37,42,43,472,257000000
20180502,13:07:58,03_FrontCamera_24FPS,36000,42,37,42,43,469,257000000
20180502,13:08:58,03_FrontCamera_24FPS,37000,43,38,43,44,475,257000000
20180502,13:09:58,03_FrontCamera_24FPS,37000,43,38,43,44,475,257000000
20180502,13:10:59,03_FrontCamera_24FPS,37000,43,38,43,44,478,257000000
20180502,13:11:59,03_FrontCamera_24FPS,37000,43,38,43,44,482,257000000
20180502,13:13:00,03_FrontCamera_24FPS,38000,43,38,43,44,482,257000000
20180502,13:14:00,03_FrontCamera_24FPS,38000,43,39,43,44,482,257000000
20180502,13:15:01,03_FrontCamera_24FPS,38000,44,39,44,44,488,257000000
20180502,13:16:01,03_FrontCamera_24FPS,38000,44,39,44,45,485,257000000
20180502,13:17:02,03_FrontCamera_24FPS,38000,44,39,44,45,485,257000000
20180502,13:18:02,03_FrontCamera_24FPS,38000,44,39,44,45,485,257000000
20180502,13:19:03,03_FrontCamera_24FPS,38000,44,39,44,45,488,257000000
20180502,13:20:03,03_FrontCamera_24FPS,38000,44,39,44,45,488,257000000
20180502,13:21:04,03_FrontCamera_24FPS,38000,44,39,44,45,491,257000000
20180502,13:22:04,03_FrontCamera_24FPS,38000,44,39,44,45,488,257000000
20180502,13:23:05,03_FrontCamera_24FPS,38000,44,39,44,45,491,257000000
20180502,13:24:05,03_FrontCamera_24FPS,38000,44,39,44,45,491,257000000
20180502,13:25:06,03_FrontCamera_24FPS,39000,44,39,44,45,491,257000000
20180502,13:26:06,03_FrontCamera_24FPS,39000,45,40,44,45,494,257000000
20180502,13:27:07,03_FrontCamera_24FPS,39000,45,40,45,46,498,257000000
20180502,13:28:07,03_FrontCamera_24FPS,39000,45,40,45,46,498,257000000
20180502,13:29:08,03_FrontCamera_24FPS,39000,45,40,45,46,498,257000000
20180502,13:30:08,03_FrontCamera_24FPS,39000,45,40,45,46,498,257000000
20180502,13:31:09,03_FrontCamera_24FPS,39000,45,40,45,46,498,257000000
20180502,13:32:09,03_FrontCamera_24FPS,39000,45,40,45,46,494,257000000
20180502,13:33:10,03_FrontCamera_24FPS,39000,45,40,45,46,494,257000000
20180502,13:34:10,03_FrontCamera_24FPS,39000,45,40,45,46,494,257000000
20180502,13:35:11,03_FrontCamera_24FPS,39000,45,40,45,46,498,257000000
20180502,13:36:11,03_FrontCamera_24FPS,39000,45,40,45,46,494,257000000
20180502,13:37:12,03_FrontCamera_24FPS,39000,45,40,45,46,498,257000000
20180502,13:38:12,03_FrontCamera_24FPS,39000,45,40,45,46,498,257000000
