20180502,11:09:51,02_Dungeon_FPS_43,26000,33,27,33,34,449,710000000
20180502,11:10:51,02_Dungeon_FPS_43,28000,37,30,37,38,485,710000000
20180502,11:11:51,02_Dungeon_FPS_43,29000,39,32,39,40,507,710000000
20180502,11:12:52,02_Dungeon_FPS_43,30000,41,33,41,42,523,710000000
20180502,11:13:52,02_Dungeon_FPS_43,32000,42,35,42,44,536,710000000
20180502,11:14:52,02_Dungeon_FPS_43,33000,43,36,43,45,549,710000000
20180502,11:15:53,02_Dungeon_FPS_43,34000,44,37,44,46,559,710000000
20180502,11:16:53,02_Dungeon_FPS_43,35000,45,37,45,46,555,670000000
20180502,11:17:53,02_Dungeon_FPS_43,35000,45,38,45,46,562,670000000
20180502,11:18:54,02_Dungeon_FPS_43,36000,46,39,46,47,568,670000000
20180502,11:19:54,02_Dungeon_FPS_43,37000,46,39,46,48,575,670000000
20180502,11:20:55,02_Dungeon_FPS_43,37000,47,39,47,48,578,670000000
20180502,11:21:55,02_Dungeon_FPS_43,38000,47,40,47,49,581,670000000
20180502,11:22:55,02_Dungeon_FPS_43,38000,48,40,48,49,584,670000000
20180502,11:23:56,02_Dungeon_FPS_43,38000,47,40,47,49,581,670000000
20180502,11:24:56,02_Dungeon_FPS_43,38000,47,40,47,48,578,670000000
20180502,11:25:57,02_Dungeon_FPS_43,39000,47,40,47,48,572,670000000
20180502,11:26:57,02_Dungeon_FPS_43,39000,47,41,47,48,552,515000000
20180502,11:27:57,02_Dungeon_FPS_43,39000,47,41,47,48,552,515000000
20180502,11:28:58,02_Dungeon_FPS_43,39000,48,41,48,49,565,515000000
20180502,11:29:58,02_Dungeon_FPS_43,39000,47,41,46,47,552,515000000
20180502,11:30:59,02_Dungeon_FPS_43,39000,47,41,47,48,552,515000000
20180502,11:31:59,02_Dungeon_FPS_43,39000,47,41,47,48,552,515000000
20180502,11:33:00,02_Dungeon_FPS_43,39000,47,41,47,48,549,515000000
20180502,11:34:00,02_Dungeon_FPS_43,40000,47,41,47,48,555,515000000
20180502,11:35:00,02_Dungeon_FPS_43,40000,47,41,47,48,549,515000000
20180502,11:36:01,02_Dungeon_FPS_43,40000,47,41,47,48,555,515000000
20180502,11:37:01,02_Dungeon_FPS_43,40000,47,41,47,48,552,515000000
20180502,11:38:02,02_Dungeon_FPS_43,40000,47,41,47,48,552,515000000
20180502,11:38:17,02_Dungeon_FPS_30,40000,47,41,47,48,552,515000000
20180502,11:39:17,02_Dungeon_FPS_30,40000,47,41,47,48,555,515000000
20180502,11:40:18,02_Dungeon_FPS_30,40000,47,41,47,48,552,515000000
20180502,11:41:18,02_Dungeon_FPS_30,40000,47,41,47,48,549,515000000
20180502,11:42:18,02_Dungeon_FPS_30,40000,47,41,47,48,552,515000000
20180502,11:43:19,02_Dungeon_FPS_30,40000,47,41,47,48,552,515000000
20180502,11:44:19,02_Dungeon_FPS_30,40000,47,41,47,48,552,515000000
20180502,11:45:20,02_Dungeon_FPS_30,40000,47,41,47,48,552,515000000
20180502,11:46:20,02_Dungeon_FPS_30,40000,47,41,47,48,555,515000000
20180502,11:47:21,02_Dungeon_FPS_30,40000,47,41,47,48,559,515000000
20180502,11:48:21,02_Dungeon_FPS_30,40000,47,41,47,48,555,515000000
20180502,11:49:22,02_Dungeon_FPS_30,40000,47,41,47,48,555,515000000
