20180502,10:52:30,01_18LEDbarSleep,25000,24,24,24,25,269,257000000
20180502,10:53:31,01_18LEDbarSleep,25000,24,24,24,25,273,257000000
20180502,10:54:31,01_18LEDbarSleep,25000,24,24,24,25,269,257000000
20180502,10:55:31,01_18LEDbarSleep,25000,24,24,24,25,273,257000000
20180502,10:56:32,01_18LEDbarSleep,25000,24,24,24,25,269,257000000
20180502,10:57:32,01_18LEDbarSleep,25000,24,24,24,25,269,257000000
20180502,10:58:33,01_18LEDbarSleep,25000,24,24,24,25,273,257000000
20180502,10:59:33,01_18LEDbarSleep,25000,24,24,24,25,266,257000000
20180502,11:00:34,01_18LEDbarSleep,25000,24,24,24,25,269,257000000
20180502,11:01:34,01_18LEDbarSleep,25000,24,24,24,25,273,257000000
20180502,11:02:34,01_18LEDbarSleep,25000,24,24,24,25,269,257000000
20180502,11:03:35,01_18LEDbarSleep,25000,24,24,24,25,269,257000000
20180502,11:04:35,01_18LEDbarSleep,25000,24,24,24,25,269,257000000
20180502,11:05:36,01_18LEDbarSleep,25000,24,24,24,25,269,257000000
20180502,11:06:36,01_18LEDbarSleep,25000,24,24,24,25,266,257000000
20180502,11:07:37,01_18LEDbarSleep,25000,24,24,24,25,273,257000000
20180502,11:08:37,01_18LEDbarSleep,25000,24,24,24,25,273,257000000
