Plot 1 FLIR USB Video,,,,,,,,,,,
,,,,,,,,,,,
,,,,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value,Sp6.Value,Sp7.Value,Sp8.Value
Emissivity,,,,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881
Distance,,,,1,1,1,1,1,1,1,1
Reflected temperature,,,,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939
Location X,,,,31,285,284,166,34,120,31,287
Location Y,,,,115,74,119,115,68,114,175,178
Size X,,,,,,,,,,,
Size Y,,,,,,,,,,,
Surface (pixels),,,,,,,,,,,
,,,,,,,,,,,
Date,Time,Milliseconds,Relative time,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value,Sp6.Value,Sp7.Value,Sp8.Value
4/24/2018,1:47:28 PM,729,231.081,42.98850632,39.42280579,39.22299576,33.52898788,41.98133469,31.97172546,39.13409042,38.14076233
4/24/2018,1:47:29 PM,270,231.622,42.95613861,39.3340416,39.13409042,33.51735687,41.9595871,31.91278648,39.10073471,38.09593201
4/24/2018,1:47:29 PM,540,231.892,42.98850632,39.3340416,39.25632095,33.52898788,41.98133469,31.97172546,39.1229744,38.18557358
4/24/2018,1:47:29 PM,810,232.162,42.97771835,39.3340416,39.17855072,33.4940834,41.99220657,31.88920212,39.11185455,38.02865982
4/24/2018,1:47:30 PM,80,232.432,43.05321884,39.36733627,39.23410416,33.55225372,41.99220657,31.97172546,39.15632248,38.12955475
4/24/2018,1:47:30 PM,351,232.703,43.03165054,39.35623932,39.23410416,33.52898788,42.01394653,31.97172546,39.16743851,38.14076233
4/24/2018,1:47:30 PM,891,233.243,43.05321884,39.45607758,39.2896347,33.58714294,42.04655075,31.99529457,39.17855072,38.23036957
4/24/2018,1:47:31 PM,162,233.514,43.09634018,39.36733627,39.21188736,33.52898788,42.00307846,31.97172546,39.25632095,38.11834717
4/24/2018,1:47:31 PM,432,233.784,43.13945007,39.4671669,39.32294083,33.58714294,42.06828308,32.01885605,39.30073929,38.23036957
4/24/2018,1:47:31 PM,702,234.054,43.19331741,39.44498825,39.30073929,33.58714294,42.10087204,32.0541954,39.31184006,38.19677353
4/24/2018,1:47:31 PM,972,234.324,43.11789703,39.37843323,39.22299576,33.57551193,42.04655075,31.98351097,39.20077515,38.16316986
4/24/2018,1:47:32 PM,243,234.595,43.09634018,39.2896347,39.20077515,33.55225372,42.02481461,31.98351097,39.14520645,38.10713959
4/24/2018,1:47:32 PM,513,234.865,43.04243469,39.32294083,39.14520645,33.56388474,42.00307846,31.97172546,39.15632248,38.14076233
4/24/2018,1:47:33 PM,53,235.405,43.04243469,39.35623932,39.21188736,33.59877014,42.04655075,31.97172546,39.15632248,38.11834717
4/24/2018,1:47:33 PM,324,235.676,43.05321884,39.40061951,39.27853012,33.62202072,42.02481461,31.99529457,39.17855072,38.15196609
4/24/2018,1:47:33 PM,594,235.946,43.05321884,39.42280579,39.27853012,33.59877014,41.99220657,32.03063965,39.18966293,38.25276184
4/24/2018,1:47:33 PM,864,236.216,43.06399918,39.37843323,39.27853012,33.59877014,41.98133469,31.99529457,39.18966293,38.19677353
4/24/2018,1:47:34 PM,134,236.486,43.01008224,39.38952637,39.26742554,33.55225372,41.9595871,31.93636513,39.04512405,38.20797348
4/24/2018,1:47:34 PM,675,237.027,43.07478333,39.47825241,39.30073929,33.62202072,42.06828308,32.01885605,39.16743851,38.21917343
4/24/2018,1:47:34 PM,945,237.297,43.03165054,39.47825241,39.30073929,33.64526749,42.05741501,32.01885605,39.21188736,38.2415657
4/24/2018,1:47:35 PM,216,237.568,43.06399918,39.43389893,39.34513855,33.65688705,42.11173248,32.01885605,39.18966293,38.21917343
4/24/2018,1:47:35 PM,486,237.838,43.03165054,39.50042343,39.31184006,33.6336441,42.09000778,32.00707626,39.15632248,38.2415657
4/24/2018,1:47:35 PM,756,238.108,43.06399918,39.50042343,39.3340416,33.6336441,42.07914734,32.03063965,39.13409042,38.20797348
4/24/2018,1:47:36 PM,26,238.378,43.06399918,39.51150894,39.2896347,33.65688705,42.04655075,32.00707626,39.15632248,38.17437363
4/24/2018,1:47:36 PM,297,238.649,43.06399918,39.50042343,39.27853012,33.66850662,42.09000778,32.01885605,39.20077515,38.2415657
4/24/2018,1:47:36 PM,837,239.189,43.03165054,39.4671669,39.31184006,33.65688705,42.07914734,32.03063965,39.20077515,38.23036957
4/24/2018,1:47:37 PM,107,239.459,43.06399918,39.48933792,39.32294083,33.6336441,42.07914734,32.01885605,39.21188736,38.2415657
4/24/2018,1:47:37 PM,378,239.73,42.99929428,39.48933792,39.30073929,33.59877014,42.03568268,31.97172546,39.11185455,38.23036957
4/24/2018,1:47:37 PM,648,240,43.05321884,39.51150894,39.2896347,33.61039352,42.03568268,32.03063965,39.16743851,38.26395798
4/24/2018,1:47:37 PM,918,240.27,43.03165054,39.45607758,39.30073929,33.6336441,42.01394653,32.0541954,39.1229744,38.21917343
4/24/2018,1:47:38 PM,189,240.541,42.97771835,39.42280579,39.24521255,33.61039352,42.00307846,32.00707626,39.14520645,38.18557358
4/24/2018,1:47:38 PM,729,241.081,43.02086639,39.51150894,39.27853012,33.58714294,42.01394653,31.99529457,39.14520645,38.20797348
4/24/2018,1:47:38 PM,999,241.351,43.03165054,39.51150894,39.31184006,33.59877014,42.00307846,32.00707626,39.10073471,38.17437363
4/24/2018,1:47:39 PM,270,241.622,43.03165054,39.54475784,39.3340416,33.62202072,42.04655075,32.04241562,39.15632248,38.20797348
4/24/2018,1:47:39 PM,540,241.892,43.02086639,39.55583954,39.38952637,33.68012619,42.07914734,32.10129166,39.17855072,38.19677353
4/24/2018,1:47:39 PM,810,242.162,43.09634018,39.60015106,39.36733627,33.70336151,42.11173248,32.0895195,39.22299576,38.28634262
4/24/2018,1:47:40 PM,80,242.432,43.09634018,39.5779953,39.42280579,33.71497726,42.11173248,32.10129166,39.22299576,38.2751503
4/24/2018,1:47:40 PM,621,242.973,43.04243469,39.56691742,39.35623932,33.66850662,42.15517044,32.0541954,39.18966293,38.25276184
4/24/2018,1:47:40 PM,891,243.243,43.08556366,39.61122513,39.38952637,33.70336151,42.13345337,32.11306381,39.17855072,38.25276184
4/24/2018,1:47:41 PM,162,243.514,43.1609993,39.54475784,39.51150894,33.72659302,42.24200058,32.14837265,39.23410416,38.2751503
4/24/2018,1:47:41 PM,432,243.784,43.05321884,39.50042343,39.3340416,33.62202072,42.14431381,32.0541954,39.18966293,38.16316986
4/24/2018,1:47:41 PM,702,244.054,43.05321884,39.51150894,39.31184006,33.59877014,42.11173248,32.04241562,39.15632248,38.16316986
4/24/2018,1:47:41 PM,972,244.324,43.07478333,39.51150894,39.32294083,33.6336441,42.11173248,32.03063965,39.17855072,38.11834717
4/24/2018,1:47:42 PM,513,244.865,43.09634018,39.4671669,39.32294083,33.62202072,42.14431381,32.06597137,39.21188736,38.18557358
4/24/2018,1:47:42 PM,783,245.135,43.08556366,39.56691742,39.36733627,33.65688705,42.18773651,32.03063965,39.24521255,38.18557358
4/24/2018,1:47:43 PM,53,245.405,43.05321884,39.45607758,39.3340416,33.59877014,42.03568268,32.03063965,39.24521255,38.17437363
4/24/2018,1:47:43 PM,324,245.676,43.12867355,39.55583954,39.37843323,33.62202072,42.06828308,32.03063965,39.27853012,38.16316986
4/24/2018,1:47:43 PM,594,245.946,43.13945007,39.34513855,39.27853012,33.58714294,42.00307846,32.00707626,39.11185455,38.12955475
4/24/2018,1:47:43 PM,864,246.216,43.23639297,39.4671669,39.36733627,33.64526749,42.11173248,32.0541954,39.25632095,38.19677353
4/24/2018,1:47:44 PM,134,246.486,43.1609993,39.4671669,39.40061951,33.65688705,42.13345337,32.07774734,39.25632095,38.21917343
4/24/2018,1:47:44 PM,405,246.757,43.1609993,39.42280579,39.35623932,33.61039352,42.07914734,32.0541954,39.15632248,38.2415657
4/24/2018,1:47:44 PM,945,247.297,43.15022659,39.43389893,39.40061951,33.62202072,42.07914734,32.00707626,39.18966293,38.21917343
4/24/2018,1:47:45 PM,216,247.568,43.1609993,39.43389893,39.38952637,33.64526749,42.06828308,32.04241562,39.18966293,38.19677353
4/24/2018,1:47:45 PM,486,247.838,43.12867355,39.48933792,39.34513855,33.65688705,42.10087204,32.00707626,39.17855072,38.14076233
4/24/2018,1:47:45 PM,756,248.108,43.15022659,39.55583954,39.37843323,33.66850662,42.11173248,32.0895195,39.16743851,38.20797348
4/24/2018,1:47:46 PM,26,248.378,43.2040863,39.4671669,39.40061951,33.68012619,42.13345337,32.10129166,39.22299576,38.97835541
4/24/2018,1:47:46 PM,297,248.649,43.19331741,39.51150894,39.38952637,33.62202072,42.04655075,32.03063965,39.2896347,38.91155243
4/24/2018,1:47:46 PM,837,249.189,43.1609993,39.55583954,39.35623932,33.66850662,42.07914734,32.04241562,39.27853012,38.94495773
4/24/2018,1:47:47 PM,107,249.459,43.171772,39.4671669,39.37843323,33.71497726,42.07914734,32.10129166,39.21188736,39.02286911
4/24/2018,1:47:47 PM,378,249.73,43.2040863,39.5779953,39.43389893,33.69174576,42.12259293,32.11306381,39.26742554,39.02286911
4/24/2018,1:47:47 PM,648,250,43.1609993,39.48933792,39.37843323,33.64526749,42.06828308,32.03063965,39.15632248,39.06737137
4/24/2018,1:47:47 PM,918,250.27,43.15022659,39.4671669,39.38952637,33.64526749,42.10087204,32.01885605,39.21188736,39.05624771
4/24/2018,1:47:48 PM,459,250.811,43.10712051,39.40061951,39.3340416,33.6336441,42.07914734,32.00707626,39.07849503,38.31991577
4/24/2018,1:47:48 PM,729,251.081,43.13945007,39.55583954,39.31184006,33.65688705,42.03568268,32.03063965,39.13409042,38.21917343
4/24/2018,1:47:48 PM,999,251.351,43.08556366,39.50042343,39.26742554,33.65688705,42.01394653,32.00707626,39.15632248,38.17437363
4/24/2018,1:47:49 PM,270,251.622,43.07478333,39.4671669,39.2896347,33.66850662,42.05741501,32.04241562,39.15632248,38.20797348
4/24/2018,1:47:49 PM,540,251.892,43.06399918,39.51150894,39.36733627,33.66850662,42.04655075,32.0541954,39.16743851,38.23036957
4/24/2018,1:47:49 PM,810,252.162,43.07478333,39.48933792,39.36733627,33.65688705,42.05741501,32.03063965,39.22299576,38.17437363
4/24/2018,1:47:50 PM,351,252.703,43.15022659,39.60015106,39.40061951,33.72659302,42.13345337,32.13660431,39.34513855,38.30872726
4/24/2018,1:47:50 PM,621,252.973,43.1609993,39.55583954,39.40061951,33.74982071,42.13345337,32.12483597,39.30073929,38.31991577
4/24/2018,1:47:50 PM,891,253.243,43.21485519,39.68872833,39.48933792,33.74982071,42.15517044,32.16014099,39.30073929,38.38703537
4/24/2018,1:47:51 PM,162,253.514,43.24716187,39.58907318,39.4671669,33.73820877,42.16602707,32.16014099,39.3340416,38.37585068
4/24/2018,1:47:51 PM,432,253.784,43.23639297,39.68872833,39.48933792,33.73820877,42.15517044,32.16014099,39.25632095,38.38703537
4/24/2018,1:47:51 PM,702,254.054,43.19331741,39.48933792,39.44498825,33.70336151,42.12259293,32.0895195,39.21188736,38.30872726
4/24/2018,1:47:51 PM,972,254.324,43.171772,39.45607758,39.36733627,33.66850662,42.03568268,32.07774734,39.21188736,38.30872726
4/24/2018,1:47:52 PM,243,254.595,43.171772,39.5779953,39.40061951,33.66850662,42.13345337,32.07774734,39.15632248,38.29753494
4/24/2018,1:47:52 PM,783,255.135,43.18254471,39.52259445,39.31184006,33.66850662,42.10087204,32.04241562,39.13409042,38.25276184
4/24/2018,1:47:53 PM,53,255.405,43.13945007,39.48933792,39.40061951,33.65688705,42.11173248,32.06597137,39.18966293,38.2751503
4/24/2018,1:47:53 PM,324,255.676,43.19331741,39.44498825,39.3340416,33.65688705,42.10087204,32.01885605,39.15632248,38.21917343
4/24/2018,1:47:53 PM,594,255.946,43.22562408,39.64444733,39.37843323,33.64526749,42.1768837,32.0541954,39.18966293,38.30872726
4/24/2018,1:47:53 PM,864,256.216,43.22562408,39.62230301,39.43389893,33.69174576,42.10087204,32.06597137,39.30073929,38.29753494
4/24/2018,1:47:54 PM,134,256.486,43.21485519,39.62230301,39.38952637,33.62202072,42.09000778,32.0541954,39.10073471,38.25276184
4/24/2018,1:47:54 PM,675,257.027,43.25792694,39.58907318,39.44498825,33.70336151,42.16602707,32.11306381,39.22299576,38.38703537
4/24/2018,1:47:54 PM,945,257.297,43.18254471,39.50042343,39.37843323,33.6336441,42.07914734,32.07774734,39.08961487,38.35348129
4/24/2018,1:47:55 PM,216,257.568,43.22562408,39.6776619,39.37843323,33.68012619,42.15517044,32.12483597,39.21188736,38.37585068
4/24/2018,1:47:55 PM,486,257.838,43.23639297,39.56691742,39.3340416,33.68012619,42.12259293,32.11306381,39.21188736,38.28634262
4/24/2018,1:47:55 PM,756,258.108,43.2040863,39.51150894,39.3340416,33.61039352,42.06828308,32.0541954,39.14520645,38.19677353
4/24/2018,1:47:56 PM,297,258.649,43.22562408,39.48933792,39.41171265,33.69174576,42.06828308,32.11306381,39.22299576,38.29753494
4/24/2018,1:47:56 PM,567,258.919,43.31174469,39.55583954,39.42280579,33.66850662,42.22029877,32.14837265,39.24521255,38.35348129
4/24/2018,1:47:56 PM,837,259.189,43.29021835,39.60015106,39.44498825,33.66850662,42.18773651,32.11306381,39.2896347,38.36466599
4/24/2018,1:47:57 PM,107,259.459,43.26869202,39.54475784,39.42280579,33.6336441,42.1768837,32.12483597,39.27853012,38.35348129
4/24/2018,1:47:57 PM,378,259.73,43.21485519,39.51150894,39.34513855,33.62202072,42.16602707,32.06597137,39.24521255,38.36466599
4/24/2018,1:47:57 PM,648,260,43.23639297,39.45607758,39.34513855,33.66850662,42.11173248,32.03063965,39.25632095,38.34229279
4/24/2018,1:47:57 PM,918,260.27,43.25792694,39.47825241,39.36733627,33.6336441,42.09000778,32.04241562,39.20077515,38.26395798
4/24/2018,1:47:58 PM,459,260.811,43.29021835,39.58907318,39.45607758,33.66850662,42.14431381,32.0895195,39.25632095,38.28634262
4/24/2018,1:47:58 PM,729,261.081,43.25792694,39.60015106,39.43389893,33.65688705,42.05741501,32.07774734,39.25632095,38.31991577
4/24/2018,1:47:58 PM,999,261.351,43.19331741,39.55583954,39.36733627,33.61039352,42.05741501,32.01885605,39.23410416,38.26395798
4/24/2018,1:47:59 PM,270,261.622,43.23639297,39.4671669,39.37843323,33.6336441,42.09000778,32.0541954,39.17855072,38.26395798
4/24/2018,1:47:59 PM,540,261.892,43.24716187,39.61122513,39.3340416,33.65688705,42.07914734,32.06597137,39.17855072,38.31991577
4/24/2018,1:47:59 PM,810,262.162,43.2040863,39.52259445,39.36733627,33.62202072,42.03568268,32.04241562,39.10073471,38.25276184
4/24/2018,1:48:00 PM,80,262.432,43.15022659,39.51150894,39.2896347,33.58714294,42.00307846,31.95993996,39.1229744,38.28634262
4/24/2018,1:48:00 PM,621,262.973,43.18254471,39.45607758,39.27853012,33.57551193,41.99220657,31.98351097,39.15632248,38.18557358
4/24/2018,1:48:00 PM,891,263.243,43.171772,39.4671669,39.25632095,33.58714294,42.00307846,31.97172546,39.16743851,38.18557358
4/24/2018,1:48:01 PM,162,263.514,43.1609993,39.43389893,39.34513855,33.58714294,42.03568268,32.06597137,39.11185455,38.26395798
4/24/2018,1:48:01 PM,432,263.784,43.21485519,39.48933792,39.32294083,33.6336441,42.07914734,32.03063965,39.11185455,38.2751503
4/24/2018,1:48:01 PM,702,264.054,43.18254471,39.52259445,39.3340416,33.68012619,42.04655075,32.0541954,39.14520645,38.30872726
4/24/2018,1:48:01 PM,972,264.324,43.25792694,39.52259445,39.40061951,33.6336441,42.09000778,32.11306381,39.17855072,38.73323822
4/24/2018,1:48:02 PM,243,264.595,43.3332634,39.61122513,39.44498825,33.66850662,42.14431381,32.11306381,39.22299576,39.1229744
4/24/2018,1:48:02 PM,513,264.865,43.27945709,39.56691742,39.44498825,33.68012619,42.07914734,32.06597137,39.20077515,39.16743851
4/24/2018,1:48:02 PM,783,265.135,43.22562408,39.53367615,39.43389893,33.6336441,42.06828308,32.03063965,39.13409042,39.14520645
4/24/2018,1:48:03 PM,324,265.676,43.22562408,39.58907318,39.37843323,33.65688705,42.11173248,32.04241562,39.15632248,39.10073471
4/24/2018,1:48:03 PM,594,265.946,43.30098343,39.5779953,39.47825241,33.72659302,42.12259293,32.14837265,39.18966293,39.20077515
4/24/2018,1:48:03 PM,864,266.216,43.19331741,39.5779953,39.47825241,33.73820877,42.07914734,32.12483597,39.24521255,39.15632248
4/24/2018,1:48:04 PM,134,266.486,43.23639297,39.5779953,39.4671669,33.71497726,42.11173248,32.12483597,39.17855072,39.18966293
4/24/2018,1:48:04 PM,405,266.757,43.22562408,39.54475784,39.47825241,33.69174576,42.06828308,32.0895195,39.1229744,39.16743851
4/24/2018,1:48:04 PM,675,267.027,43.19331741,39.55583954,39.43389893,33.66850662,42.03568268,32.10129166,39.18966293,39.10073471
4/24/2018,1:48:05 PM,216,267.568,43.2040863,39.56691742,39.47825241,33.62202072,42.04655075,32.06597137,39.17855072,39.11185455
4/24/2018,1:48:05 PM,486,267.838,43.30098343,39.60015106,39.48933792,33.70336151,42.12259293,32.10129166,39.13409042,38.72208405
4/24/2018,1:48:05 PM,756,268.108,43.2040863,39.4671669,39.45607758,33.66850662,42.06828308,32.11306381,39.15632248,38.62166214
4/24/2018,1:48:06 PM,26,268.378,43.25792694,39.64444733,39.50042343,33.68012619,42.12259293,32.13660431,39.25632095,38.54350281
4/24/2018,1:48:06 PM,297,268.649,43.24716187,39.55583954,39.48933792,33.72659302,42.13345337,32.16014099,39.20077515,38.35348129
4/24/2018,1:48:06 PM,567,268.919,43.23639297,39.64444733,39.44498825,33.65688705,42.09000778,32.17190552,39.15632248,38.34229279
4/24/2018,1:48:07 PM,107,269.459,43.1609993,39.50042343,39.42280579,33.68012619,42.01394653,32.10129166,39.1229744,38.29753494
4/24/2018,1:48:07 PM,378,269.73,43.2040863,39.63337326,39.48933792,33.73820877,42.11173248,32.13660431,39.15632248,38.40939713
4/24/2018,1:48:07 PM,648,270,43.22562408,39.54475784,39.53367615,33.72659302,42.09000778,32.17190552,39.14520645,38.44293976
4/24/2018,1:48:07 PM,918,270.27,43.22562408,39.51150894,39.43389893,33.70336151,42.07914734,32.11306381,39.08961487,38.35348129
4/24/2018,1:48:08 PM,189,270.541,43.22562408,39.45607758,39.4671669,33.66850662,42.01394653,32.14837265,39.07849503,38.38703537
4/24/2018,1:48:08 PM,729,271.081,43.24716187,39.60015106,39.48933792,33.69174576,42.09000778,32.13660431,39.10073471,38.34229279
4/24/2018,1:48:08 PM,999,271.351,43.25792694,39.61122513,39.47825241,33.66850662,42.06828308,32.13660431,39.14520645,38.45411682
4/24/2018,1:48:09 PM,270,271.622,43.23639297,39.64444733,39.47825241,33.70336151,42.07914734,32.13660431,39.18966293,38.39821625
4/24/2018,1:48:09 PM,540,271.892,43.18254471,39.63337326,39.4671669,33.68012619,42.04655075,32.11306381,39.18966293,38.39821625
4/24/2018,1:48:09 PM,810,272.162,43.10712051,39.55583954,39.41171265,33.65688705,42.01394653,32.07774734,39.15632248,38.37585068
4/24/2018,1:48:10 PM,351,272.703,43.19331741,39.64444733,39.50042343,33.69174576,42.06828308,32.12483597,39.13409042,38.35348129
4/24/2018,1:48:10 PM,621,272.973,43.15022659,39.55583954,39.5779953,33.70336151,42.03568268,32.11306381,39.13409042,38.43175888
4/24/2018,1:48:10 PM,891,273.243,43.19331741,39.55583954,39.5779953,33.71497726,42.01394653,32.16014099,39.16743851,38.44293976
4/24/2018,1:48:11 PM,162,273.514,43.2040863,39.60015106,39.56691742,33.73820877,42.10087204,32.14837265,39.20077515,38.44293976
4/24/2018,1:48:11 PM,432,273.784,43.23639297,40.45017242,39.62230301,33.74982071,42.13345337,32.18367004,39.21188736,38.53233337
4/24/2018,1:48:11 PM,972,274.324,43.27945709,39.85464859,39.64444733,33.79626083,42.14431381,32.24247742,39.23410416,38.53233337
4/24/2018,1:48:12 PM,243,274.595,43.21485519,39.56691742,39.51150894,33.72659302,42.12259293,32.16014099,39.11185455,38.45411682
4/24/2018,1:48:12 PM,513,274.865,43.1609993,39.45607758,39.48933792,33.70336151,42.04655075,32.13660431,39.1229744,38.40939713
4/24/2018,1:48:12 PM,783,275.135,43.10712051,39.56691742,39.41171265,33.68012619,42.01394653,32.11306381,39.11185455,38.34229279
4/24/2018,1:48:13 PM,324,275.676,43.09634018,39.47825241,39.48933792,33.74982071,42.01394653,32.12483597,39.04512405,38.36466599
4/24/2018,1:48:13 PM,594,275.946,43.12867355,39.58907318,39.45607758,33.73820877,42.10087204,32.12483597,39.22299576,38.36466599
4/24/2018,1:48:13 PM,864,276.216,43.08556366,39.52259445,39.50042343,33.70336151,41.98133469,32.10129166,39.11185455,38.39821625
4/24/2018,1:48:14 PM,134,276.486,43.08556366,39.4671669,39.45607758,33.65688705,42.00307846,32.07774734,39.08961487,38.34229279
4/24/2018,1:48:14 PM,405,276.757,43.06399918,39.44498825,39.41171265,33.66850662,42.03568268,32.11306381,39.1229744,38.37585068
4/24/2018,1:48:14 PM,675,277.027,43.09634018,39.56691742,39.44498825,33.72659302,41.99220657,32.12483597,39.15632248,38.37585068
4/24/2018,1:48:14 PM,945,277.297,43.1609993,39.56691742,39.51150894,33.73820877,42.00307846,32.16014099,39.13409042,38.40939713
4/24/2018,1:48:15 PM,486,277.838,43.13945007,39.56691742,39.48933792,33.74982071,42.05741501,32.14837265,39.13409042,38.38703537
4/24/2018,1:48:15 PM,756,278.108,43.19331741,39.66659164,39.56691742,33.79626083,42.09000778,32.2071991,39.20077515,38.420578
4/24/2018,1:48:16 PM,26,278.378,43.19331741,39.56691742,39.53367615,33.74982071,42.01394653,32.16014099,39.10073471,38.37585068
4/24/2018,1:48:16 PM,297,278.649,43.171772,39.62230301,39.53367615,33.74982071,42.00307846,32.14837265,39.17855072,38.4876442
4/24/2018,1:48:16 PM,837,279.189,43.25792694,39.69979858,39.56691742,33.80786514,42.1768837,32.23072052,39.23410416,38.54350281
4/24/2018,1:48:17 PM,107,279.459,43.25792694,39.62230301,39.61122513,33.74982071,42.12259293,32.23072052,39.16743851,38.50999069
4/24/2018,1:48:17 PM,378,279.73,43.34402466,39.71086502,39.63337326,33.84268188,42.18773651,32.25423813,39.37843323,38.62166214
4/24/2018,1:48:17 PM,648,280,43.22562408,39.65552139,39.54475784,33.77304077,42.10087204,32.16014099,39.20077515,38.4876442
4/24/2018,1:48:18 PM,189,280.541,43.1609993,39.51150894,39.45607758,33.69174576,42.00307846,32.07774734,39.07849503,38.34229279
4/24/2018,1:48:18 PM,459,280.811,43.09634018,39.48933792,39.40061951,33.64526749,42.00307846,32.04241562,39.1229744,38.28634262
4/24/2018,1:48:18 PM,729,281.081,43.09634018,39.52259445,39.36733627,33.65688705,42.00307846,32.04241562,39.1229744,38.33110428
4/24/2018,1:48:18 PM,999,281.351,43.12867355,39.52259445,39.42280579,33.68012619,42.00307846,32.06597137,39.10073471,38.37585068
4/24/2018,1:48:19 PM,270,281.622,43.18254471,39.54475784,39.50042343,33.78465271,42.09000778,32.14837265,39.20077515,38.49881744
4/24/2018,1:48:19 PM,540,281.892,43.171772,39.52259445,39.42280579,33.72659302,42.09000778,32.07774734,39.13409042,38.43175888
4/24/2018,1:48:19 PM,810,282.162,43.19331741,39.51150894,39.50042343,33.73820877,42.07914734,32.12483597,39.27853012,38.39821625
4/24/2018,1:48:20 PM,80,282.432,43.09634018,39.48933792,39.47825241,33.73820877,42.11173248,32.10129166,39.23410416,38.49881744
4/24/2018,1:48:20 PM,80,282.432,43.09634018,39.48933792,39.47825241,33.73820877,42.11173248,32.10129166,39.23410416,38.49881744
4/24/2018,1:48:20 PM,621,282.973,43.13945007,39.58907318,39.47825241,33.71497726,42.09000778,32.11306381,39.30073929,38.4876442
4/24/2018,1:48:20 PM,891,283.243,43.08556366,39.54475784,39.55583954,33.72659302,42.05741501,32.14837265,39.30073929,38.44293976
4/24/2018,1:48:21 PM,162,283.514,43.11789703,39.52259445,39.48933792,33.77304077,42.06828308,32.13660431,39.27853012,38.44293976
4/24/2018,1:48:21 PM,432,283.784,43.19331741,39.54475784,39.62230301,33.78465271,42.09000778,32.16014099,39.38952637,38.52116013
4/24/2018,1:48:21 PM,702,284.054,43.2040863,39.52259445,39.60015106,33.77304077,42.06828308,32.13660431,39.30073929,38.49881744
4/24/2018,1:48:22 PM,243,284.595,43.10712051,39.4671669,39.45607758,33.68012619,42.02481461,32.07774734,39.21188736,38.43175888
4/24/2018,1:48:22 PM,513,284.865,43.11789703,39.48933792,39.50042343,33.70336151,41.98133469,32.0895195,39.2896347,38.44293976
4/24/2018,1:48:22 PM,783,285.135,43.15022659,39.52259445,39.51150894,33.66850662,41.98133469,32.0541954,39.26742554,38.39821625
4/24/2018,1:48:23 PM,53,285.405,43.19331741,39.4671669,39.51150894,33.69174576,42.01394653,32.0895195,39.26742554,38.31991577
4/24/2018,1:48:23 PM,594,285.946,43.18254471,39.4671669,39.44498825,33.69174576,41.99220657,32.03063965,39.17855072,38.26395798
4/24/2018,1:48:23 PM,864,286.216,43.18254471,39.50042343,39.44498825,33.66850662,41.9595871,32.04241562,39.22299576,38.2751503
4/24/2018,1:48:24 PM,134,286.486,43.22562408,39.43389893,39.44498825,33.64526749,42.00307846,32.07774734,39.23410416,38.28634262
4/24/2018,1:48:24 PM,405,286.757,43.21485519,39.51150894,39.45607758,33.69174576,41.9595871,32.07774734,39.24521255,38.28634262
4/24/2018,1:48:24 PM,675,287.027,43.24716187,39.5779953,39.47825241,33.73820877,42.02481461,32.11306381,39.25632095,38.34229279
4/24/2018,1:48:24 PM,945,287.297,43.23639297,39.51150894,39.41171265,33.73820877,41.9595871,32.06597137,39.20077515,38.34229279
4/24/2018,1:48:25 PM,486,287.838,43.05321884,39.4671669,39.38952637,33.6336441,41.90520859,32.06597137,39.22299576,38.20797348
4/24/2018,1:48:25 PM,756,288.108,43.08556366,39.53367615,39.34513855,33.69174576,41.91608429,32.06597137,39.20077515,38.30872726
4/24/2018,1:48:26 PM,26,288.378,43.05321884,39.47825241,39.42280579,33.69174576,41.9704628,32.0895195,39.16743851,38.30872726
4/24/2018,1:48:26 PM,297,288.649,43.13945007,39.55583954,39.41171265,33.74982071,42.02481461,32.14837265,39.24521255,38.26395798
4/24/2018,1:48:26 PM,567,288.919,43.11789703,39.4671669,39.43389893,33.73820877,42.00307846,32.14837265,39.2896347,38.31991577
4/24/2018,1:48:26 PM,837,289.189,43.07478333,39.43389893,39.38952637,33.70336151,41.99220657,32.0895195,39.21188736,38.25276184
4/24/2018,1:48:27 PM,107,289.459,43.09634018,39.52259445,39.40061951,33.68012619,41.99220657,32.06597137,39.16743851,38.2751503
4/24/2018,1:48:27 PM,648,290,43.10712051,39.45607758,39.38952637,33.70336151,41.9595871,32.0541954,39.17855072,38.2415657
4/24/2018,1:48:27 PM,918,290.27,43.12867355,39.54475784,39.40061951,33.71497726,41.9704628,32.10129166,39.17855072,38.23036957
4/24/2018,1:48:28 PM,189,290.541,43.171772,39.55583954,39.43389893,33.72659302,42.04655075,32.11306381,39.16743851,38.26395798
4/24/2018,1:48:28 PM,459,290.811,43.15022659,39.55583954,39.43389893,33.71497726,41.9704628,32.0541954,39.26742554,38.29753494
4/24/2018,1:48:28 PM,729,291.081,43.10712051,39.50042343,39.37843323,33.68012619,41.89432907,32.00707626,39.11185455,38.2751503
4/24/2018,1:48:29 PM,270,291.622,43.12867355,39.42280579,39.45607758,33.65688705,41.9595871,32.03063965,39.11185455,38.2415657
