Plot 1 FLIR USB Video,,,,,,,,,,,
,,,,,,,,,,,
,,,,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value,Sp6.Value,Sp7.Value,Sp8.Value
Emissivity,,,,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881
Distance,,,,1,1,1,1,1,1,1,1
Reflected temperature,,,,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939
Location X,,,,31,285,284,166,34,120,31,287
Location Y,,,,115,74,119,115,68,114,175,178
Size X,,,,,,,,,,,
Size Y,,,,,,,,,,,
Surface (pixels),,,,,,,,,,,
,,,,,,,,,,,
Date,Time,Milliseconds,Relative time,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value,Sp6.Value,Sp7.Value,Sp8.Value
4/24/2018,1:53:10 PM,891,573.243,43.96653366,40.45017242,40.59312439,34.52534103,42.37213516,32.88745499,40.80176926,39.61122513
4/24/2018,1:53:11 PM,162,573.514,44.06286621,40.50517273,40.6700325,34.6060791,42.46965408,33.01603699,40.88951492,39.71086502
4/24/2018,1:53:11 PM,702,574.054,44.06286621,40.48317719,40.65904999,34.62913895,42.44799042,32.99266815,40.87855148,39.75512314
4/24/2018,1:53:11 PM,972,574.324,44.10565567,40.43917084,40.64806366,34.58301926,42.42632294,32.98098373,40.81274033,39.6776619
4/24/2018,1:53:12 PM,243,574.595,44.06286621,40.45017242,40.63707733,34.57148361,42.40465164,32.94591904,40.75786972,39.64444733
4/24/2018,1:53:12 PM,513,574.865,44.06286621,40.45017242,40.6700325,34.55995178,42.37213516,32.94591904,40.75786972,39.62230301
4/24/2018,1:53:12 PM,783,575.135,44.08426285,40.50517273,40.74689484,34.6060791,42.48048401,32.99266815,40.8237114,39.72193146
4/24/2018,1:53:13 PM,53,575.405,44.10565567,40.5161705,40.69199753,34.61761093,42.46965408,33.01603699,40.80176926,39.66659164
4/24/2018,1:53:13 PM,324,575.676,44.13774109,40.56015015,40.72493744,34.70981216,42.49131393,33.03939819,40.83467865,39.75512314
4/24/2018,1:53:13 PM,594,575.946,44.12704849,40.54915619,40.75786972,34.67524338,42.52379608,33.00435257,40.86758423,39.71086502
4/24/2018,1:53:14 PM,134,576.486,44.14843369,40.54915619,40.72493744,34.66371918,42.46965408,33.01603699,40.90047836,39.74406052
4/24/2018,1:53:14 PM,405,576.757,44.13774109,40.52716827,40.75786972,34.67524338,42.50214386,33.03939819,40.93336868,39.77724838
4/24/2018,1:53:14 PM,675,577.027,44.12704849,40.61510468,40.76884842,34.69828796,42.51296997,33.0627594,40.9114418,39.77724838
4/24/2018,1:53:14 PM,945,577.297,44.23394775,40.60411453,40.77981949,34.69828796,42.57791901,33.09778976,40.93336868,39.8325386
4/24/2018,1:53:15 PM,216,577.568,44.25531769,40.63707733,40.80176926,34.75588608,42.5887413,33.10946274,40.92240524,39.8104248
4/24/2018,1:53:15 PM,486,577.838,44.18050766,40.60411453,40.84564972,34.73284912,42.5887413,33.08611298,40.97720337,39.78830719
4/24/2018,1:53:15 PM,756,578.108,44.20188522,40.626091,40.74689484,34.69828796,42.57791901,33.09778976,40.90047836,39.78830719
4/24/2018,1:53:16 PM,26,578.378,44.24463272,40.63707733,40.81274033,34.74436951,42.5887413,33.12113571,40.94432831,39.8325386
4/24/2018,1:53:16 PM,567,578.919,44.21257401,40.626091,40.85661697,34.70981216,42.57791901,33.12113571,40.99911499,39.8435936
4/24/2018,1:53:16 PM,837,579.189,44.21257401,40.61510468,40.74689484,34.69828796,42.59955978,33.12113571,40.99911499,39.85464859
4/24/2018,1:53:17 PM,107,579.459,44.23394775,40.61510468,40.76884842,34.72133255,42.48048401,33.12113571,40.9114418,39.86570358
4/24/2018,1:53:17 PM,378,579.73,44.24463272,40.58213425,40.79079437,34.73284912,42.53462219,33.10946274,40.87855148,39.8104248
4/24/2018,1:53:17 PM,648,580,44.27668381,40.5711441,40.76884842,34.70981216,42.5454483,33.08611298,40.98815918,39.76618576
4/24/2018,1:53:18 PM,189,580.541,44.30872726,40.65904999,40.77981949,34.74436951,42.63201904,33.09778976,41.02102661,39.8104248
4/24/2018,1:53:18 PM,459,580.811,44.37278748,40.58213425,40.75786972,34.73284912,42.61038208,33.09778976,41.07577896,39.75512314
4/24/2018,1:53:18 PM,729,581.081,44.33008575,40.64806366,40.76884842,34.72133255,42.64283371,33.07443619,41.0429306,39.85464859
4/24/2018,1:53:18 PM,999,581.351,44.34076309,40.65904999,40.80176926,34.73284912,42.62120056,33.0627594,41.07577896,39.8104248
4/24/2018,1:53:19 PM,270,581.622,44.383461,40.65904999,40.84564972,34.79042816,42.7077179,33.15615082,41.11956787,39.85464859
4/24/2018,1:53:19 PM,810,582.162,44.35143661,40.626091,40.80176926,34.80194092,42.68609238,33.13280869,41.1086235,39.82148361
4/24/2018,1:53:20 PM,80,582.432,44.36211395,40.6700325,40.80176926,34.74436951,42.7077179,33.12113571,41.11956787,39.8104248
4/24/2018,1:53:20 PM,351,582.703,44.42615128,40.60411453,40.79079437,34.79042816,42.63201904,33.12113571,41.0100708,39.799366
4/24/2018,1:53:20 PM,621,582.973,44.44748688,40.63707733,40.83467865,34.76739883,42.64283371,33.14447784,41.13051224,39.799366
4/24/2018,1:53:20 PM,891,583.243,44.52214432,40.71395874,40.88951492,34.82496262,42.76176453,33.21448135,41.06483078,39.94305038
4/24/2018,1:53:21 PM,162,583.514,44.51148224,40.68101501,40.87855148,34.80194092,42.7293396,33.20281601,41.08672714,39.87675476
4/24/2018,1:53:21 PM,432,583.784,44.49015427,40.64806366,40.88951492,34.82496262,42.76176453,33.20281601,41.11956787,39.8325386
4/24/2018,1:53:21 PM,702,584.054,44.56478882,40.73591614,40.94432831,34.81345367,42.81578445,33.24946594,41.17428207,39.93200302
4/24/2018,1:53:22 PM,243,584.595,44.49015427,40.6700325,40.95528793,34.82496262,42.75095749,33.21448135,41.13051224,39.93200302
4/24/2018,1:53:22 PM,513,584.865,44.45815659,40.71395874,40.87855148,34.81345367,42.76176453,33.2261467,41.17428207,39.9651413
4/24/2018,1:53:22 PM,783,585.135,44.41547775,40.6700325,40.84564972,34.80194092,42.68609238,33.16781998,41.1086235,39.85464859
4/24/2018,1:53:23 PM,53,585.405,44.44748688,40.68101501,40.90047836,34.79042816,42.7293396,33.17948532,41.0429306,39.87675476
4/24/2018,1:53:23 PM,324,585.676,44.40480804,40.75786972,40.90047836,34.81345367,42.67528152,33.20281601,40.99911499,39.8435936
4/24/2018,1:53:23 PM,594,585.946,44.42615128,40.69199753,40.90047836,34.85948563,42.7293396,33.2261467,41.06483078,39.92095566
4/24/2018,1:53:24 PM,134,586.486,44.34076309,40.626091,40.76884842,34.79042816,42.5887413,33.13280869,40.99911499,39.799366
4/24/2018,1:53:24 PM,405,586.757,44.37278748,40.63707733,40.76884842,34.76739883,42.61038208,33.13280869,40.95528793,39.8104248
4/24/2018,1:53:24 PM,675,587.027,44.33008575,40.6700325,40.73591614,34.73284912,42.59955978,33.10946274,40.94432831,39.71086502
4/24/2018,1:53:24 PM,945,587.297,44.34076309,40.626091,40.80176926,34.70981216,42.61038208,33.09778976,40.97720337,39.77724838
4/24/2018,1:53:25 PM,216,587.568,44.28736496,40.58213425,40.75786972,34.69828796,42.50214386,33.08611298,41.0100708,39.74406052
4/24/2018,1:53:25 PM,486,587.838,44.28736496,40.54915619,40.6700325,34.66371918,42.53462219,33.01603699,40.99911499,39.69979858
4/24/2018,1:53:26 PM,26,588.378,44.3194046,40.5161705,40.65904999,34.66371918,42.48048401,33.0510788,41.0100708,39.75512314
4/24/2018,1:53:26 PM,297,588.649,44.25531769,40.5161705,40.6700325,34.65219498,42.55627441,33.03939819,40.99911499,39.72193146
4/24/2018,1:53:26 PM,567,588.919,44.27668381,40.56015015,40.69199753,34.61761093,42.55627441,33.01603699,40.99911499,39.6776619
4/24/2018,1:53:26 PM,837,589.189,44.28736496,40.58213425,40.71395874,34.62913895,42.5454483,33.0510788,40.99911499,39.77724838
4/24/2018,1:53:27 PM,378,589.73,44.25531769,40.5711441,40.65904999,34.69828796,42.5454483,33.08611298,40.99911499,39.799366
4/24/2018,1:53:27 PM,648,590,44.25531769,40.5711441,40.6700325,34.64066696,42.52379608,33.03939819,40.84564972,39.71086502
4/24/2018,1:53:27 PM,918,590.27,44.16981888,40.49417496,40.63707733,34.61761093,42.53462219,33.03939819,40.92240524,39.71086502
4/24/2018,1:53:28 PM,189,590.541,44.18050766,40.54915619,40.69199753,34.6060791,42.49131393,33.03939819,40.86758423,39.72193146
4/24/2018,1:53:28 PM,729,591.081,44.18050766,40.5161705,40.65904999,34.6060791,42.43715668,33.01603699,40.85661697,39.61122513
4/24/2018,1:53:28 PM,999,591.351,44.14843369,40.48317719,40.63707733,34.59455109,42.45882034,33.00435257,40.88951492,39.60015106
4/24/2018,1:53:29 PM,270,591.622,44.07356644,40.42816544,40.60411453,34.58301926,42.43715668,33.01603699,40.8237114,39.61122513
4/24/2018,1:53:29 PM,540,591.892,44.02006149,40.41716003,40.58213425,34.55995178,42.48048401,33.03939819,40.84564972,39.62230301
4/24/2018,1:53:29 PM,810,592.162,44.02006149,40.43917084,40.50517273,34.58301926,42.49131393,33.00435257,40.88951492,39.68872833
4/24/2018,1:53:30 PM,80,592.432,43.96653366,40.41716003,40.56015015,34.6060791,42.36129761,33.02771759,40.85661697,39.55583954
4/24/2018,1:53:30 PM,351,592.703,44.04146576,40.39514923,40.5711441,34.57148361,42.38297653,33.01603699,40.85661697,39.60015106
4/24/2018,1:53:30 PM,891,593.243,44.07356644,40.45017242,40.61510468,34.64066696,42.43715668,33.03939819,41.0100708,39.64444733
4/24/2018,1:53:31 PM,162,593.514,44.11635208,40.48317719,40.60411453,34.64066696,42.45882034,33.00435257,40.96624374,39.63337326
4/24/2018,1:53:31 PM,432,593.784,44.10565567,40.41716003,40.65904999,34.58301926,42.41548538,32.9692955,40.97720337,39.56691742
4/24/2018,1:53:31 PM,702,594.054,44.11635208,40.3731308,40.58213425,34.57148361,42.41548538,32.99266815,40.94432831,39.62230301
4/24/2018,1:53:32 PM,243,594.595,44.24463272,40.50517273,40.68101501,34.65219498,42.50214386,33.07443619,40.97720337,39.62230301
4/24/2018,1:53:32 PM,513,594.865,44.21257401,40.48317719,40.68101501,34.62913895,42.44799042,33.03939819,40.9114418,39.63337326
4/24/2018,1:53:32 PM,783,595.135,44.21257401,40.46117401,40.69199753,34.61761093,42.49131393,33.0627594,40.96624374,39.61122513
4/24/2018,1:53:33 PM,53,595.405,44.25531769,40.50517273,40.76884842,34.66371918,42.50214386,33.13280869,40.97720337,39.77724838
4/24/2018,1:53:33 PM,324,595.676,44.26600266,40.626091,40.73591614,34.65219498,42.52379608,33.08611298,40.99911499,39.71086502
4/24/2018,1:53:33 PM,864,596.216,44.23394775,40.58213425,40.72493744,34.66371918,42.48048401,33.12113571,40.94432831,39.5779953
4/24/2018,1:53:34 PM,134,596.486,44.25531769,40.58213425,40.74689484,34.66371918,42.56709671,33.08611298,40.96624374,39.69979858
4/24/2018,1:53:34 PM,405,596.757,44.20188522,40.5161705,40.64806366,34.55995178,42.49131393,32.99266815,40.93336868,39.58907318
4/24/2018,1:53:34 PM,675,597.027,44.25531769,40.5161705,40.68101501,34.64066696,42.55627441,33.03939819,40.92240524,39.62230301
4/24/2018,1:53:34 PM,945,597.297,44.20188522,40.48317719,40.58213425,34.57148361,42.49131393,32.95760727,40.90047836,39.54475784
4/24/2018,1:53:35 PM,216,597.568,44.18050766,40.42816544,40.54915619,34.52534103,42.43715668,32.94591904,40.77981949,39.47825241
4/24/2018,1:53:35 PM,486,597.838,44.25531769,40.48317719,40.69199753,34.59455109,42.48048401,32.9692955,40.9114418,39.52259445
4/24/2018,1:53:36 PM,26,598.378,44.14843369,40.4721756,40.626091,34.59455109,42.52379608,32.98098373,40.85661697,39.54475784
4/24/2018,1:53:36 PM,297,598.649,44.13774109,40.45017242,40.58213425,34.54841614,42.53462219,32.94591904,40.9114418,39.52259445
4/24/2018,1:53:36 PM,567,598.919,44.08426285,40.40615463,40.60411453,34.51380157,42.50214386,32.94591904,40.87855148,39.47825241
4/24/2018,1:53:36 PM,837,599.189,44.08426285,40.4721756,40.59312439,34.50226212,42.48048401,32.93422699,40.8237114,39.54475784
4/24/2018,1:53:37 PM,107,599.459,44.03076172,40.42816544,40.54915619,34.50226212,42.44799042,32.9108429,40.81274033,39.56691742
4/24/2018,1:53:37 PM,378,599.73,44.10565567,40.42816544,40.59312439,34.52534103,42.46965408,32.95760727,40.81274033,39.64444733
4/24/2018,1:53:37 PM,648,600,44.14843369,40.40615463,40.5711441,34.51380157,42.50214386,32.95760727,40.8237114,39.55583954
4/24/2018,1:53:38 PM,189,600.541,44.26600266,40.43917084,40.60411453,34.55995178,42.48048401,32.9692955,40.90047836,39.5779953
4/24/2018,1:53:38 PM,459,600.811,44.30872726,40.5161705,40.71395874,34.6060791,42.59955978,33.03939819,41.02102661,39.62230301
4/24/2018,1:53:38 PM,729,601.081,44.35143661,40.5711441,40.72493744,34.62913895,42.52379608,33.0510788,40.98815918,39.63337326
4/24/2018,1:53:38 PM,999,601.351,44.28736496,40.56015015,40.626091,34.62913895,42.51296997,33.02771759,40.93336868,39.5779953
4/24/2018,1:53:39 PM,270,601.622,44.35143661,40.59312439,40.75786972,34.67524338,42.63201904,33.12113571,41.0429306,39.72193146
4/24/2018,1:53:39 PM,540,601.892,44.383461,40.65904999,40.86758423,34.74436951,42.61038208,33.16781998,41.03197861,39.8104248
4/24/2018,1:53:39 PM,810,602.162,44.34076309,40.65904999,40.83467865,34.74436951,42.66446686,33.14447784,41.03197861,39.82148361
4/24/2018,1:53:40 PM,351,602.703,44.36211395,40.65904999,40.76884842,34.73284912,42.61038208,33.12113571,41.08672714,39.74406052
4/24/2018,1:53:40 PM,621,602.973,44.3194046,40.59312439,40.76884842,34.72133255,42.53462219,33.14447784,41.06483078,39.76618576
4/24/2018,1:53:40 PM,891,603.243,44.3194046,40.54915619,40.76884842,34.74436951,42.63201904,33.15615082,41.06483078,39.73299789
4/24/2018,1:53:41 PM,162,603.514,44.33008575,40.64806366,40.75786972,34.75588608,42.57791901,33.15615082,41.0100708,39.77724838
4/24/2018,1:53:41 PM,432,603.784,44.29804611,40.58213425,40.70298004,34.70981216,42.5887413,33.08611298,41.02102661,39.68872833
4/24/2018,1:53:41 PM,972,604.324,44.25531769,40.56015015,40.71395874,34.68676758,42.49131393,33.0510788,41.03197861,39.65552139
4/24/2018,1:53:42 PM,243,604.595,44.33008575,40.65904999,40.81274033,34.74436951,42.64283371,33.12113571,41.03197861,39.77724838
4/24/2018,1:53:42 PM,513,604.865,44.27668381,40.5711441,40.73591614,34.70981216,42.62120056,33.12113571,41.0100708,39.75512314
4/24/2018,1:53:42 PM,783,605.135,44.24463272,40.56015015,40.70298004,34.68676758,42.56709671,33.03939819,40.9114418,39.69979858
4/24/2018,1:53:43 PM,53,605.405,44.28736496,40.5711441,40.69199753,34.66371918,42.57791901,33.10946274,40.93336868,39.72193146
4/24/2018,1:53:43 PM,324,605.676,44.28736496,40.58213425,40.70298004,34.66371918,42.53462219,33.09778976,40.97720337,39.75512314
4/24/2018,1:53:43 PM,594,605.946,44.24463272,40.56015015,40.6700325,34.68676758,42.53462219,33.10946274,40.95528793,39.71086502
4/24/2018,1:53:43 PM,864,606.216,44.24463272,40.54915619,40.70298004,34.67524338,42.5454483,33.09778976,40.92240524,39.71086502
4/24/2018,1:53:44 PM,405,606.757,44.24463272,40.56015015,40.71395874,34.69828796,42.55627441,33.14447784,40.93336868,39.66659164
4/24/2018,1:53:44 PM,675,607.027,44.24463272,40.5161705,40.63707733,34.67524338,42.5454483,33.12113571,40.93336868,39.69979858
4/24/2018,1:53:44 PM,945,607.297,44.18050766,40.52716827,40.61510468,34.6060791,42.50214386,33.03939819,40.90047836,39.62230301
4/24/2018,1:53:45 PM,216,607.568,44.14843369,40.45017242,40.59312439,34.58301926,42.48048401,33.03939819,40.85661697,39.60015106
4/24/2018,1:53:45 PM,756,608.108,44.18050766,40.53816223,40.70298004,34.61761093,42.48048401,33.03939819,40.85661697,39.65552139
4/24/2018,1:53:46 PM,26,608.378,44.21257401,40.56015015,40.69199753,34.64066696,42.53462219,33.03939819,40.99911499,39.63337326
4/24/2018,1:53:46 PM,297,608.649,44.24463272,40.626091,40.73591614,34.67524338,42.53462219,33.07443619,40.95528793,39.69979858
4/24/2018,1:53:46 PM,567,608.919,44.27668381,40.626091,40.79079437,34.69828796,42.57791901,33.10946274,41.0100708,39.76618576
4/24/2018,1:53:46 PM,837,609.189,44.27668381,40.65904999,40.83467865,34.72133255,42.56709671,33.12113571,41.0100708,39.799366
4/24/2018,1:53:47 PM,107,609.459,44.21257401,40.626091,40.83467865,34.68676758,42.56709671,33.07443619,41.02102661,39.8325386
4/24/2018,1:53:47 PM,648,610,44.20188522,40.52716827,40.72493744,34.64066696,42.50214386,33.02771759,40.99911499,39.76618576
4/24/2018,1:53:47 PM,918,610.27,44.21257401,40.626091,40.76884842,34.66371918,42.53462219,33.13280869,40.98815918,39.8104248
4/24/2018,1:53:48 PM,189,610.541,44.19119644,40.6700325,40.8237114,34.67524338,42.57791901,33.08611298,41.02102661,39.76618576
4/24/2018,1:53:48 PM,459,610.811,44.23394775,40.626091,40.79079437,34.64066696,42.5887413,33.0627594,41.0100708,39.82148361
4/24/2018,1:53:48 PM,729,611.081,44.22326279,40.626091,40.79079437,34.70981216,42.53462219,33.0510788,41.0100708,39.73299789
4/24/2018,1:53:48 PM,999,611.351,44.28736496,40.61510468,40.83467865,34.69828796,42.5454483,33.0510788,40.99911499,39.71086502
4/24/2018,1:53:49 PM,270,611.622,44.28736496,40.58213425,40.81274033,34.73284912,42.56709671,33.08611298,41.0538826,39.68872833
4/24/2018,1:53:49 PM,540,611.892,44.25531769,40.58213425,40.76884842,34.67524338,42.50214386,33.0510788,40.98815918,39.75512314
4/24/2018,1:53:50 PM,80,612.432,44.25531769,40.56015015,40.76884842,34.61761093,42.53462219,33.00435257,40.93336868,39.66659164
4/24/2018,1:53:50 PM,351,612.703,44.19119644,40.52716827,40.77981949,34.57148361,42.49131393,32.99266815,40.95528793,39.63337326
4/24/2018,1:53:50 PM,621,612.973,44.21257401,40.4721756,40.68101501,34.55995178,42.43715668,33.00435257,40.97720337,39.6776619
4/24/2018,1:53:50 PM,891,613.243,44.22326279,40.58213425,40.75786972,34.61761093,42.46965408,33.02771759,40.99911499,39.72193146
4/24/2018,1:53:51 PM,162,613.514,44.19119644,40.52716827,40.70298004,34.59455109,42.43715668,33.03939819,40.93336868,39.64444733
4/24/2018,1:53:51 PM,432,613.784,44.27668381,40.56015015,40.74689484,34.64066696,42.51296997,33.02771759,40.95528793,39.74406052
4/24/2018,1:53:51 PM,702,614.054,44.24463272,40.60411453,40.74689484,34.64066696,42.52379608,33.0627594,41.02102661,39.75512314
4/24/2018,1:53:52 PM,243,614.595,44.25531769,40.65904999,40.8237114,34.64066696,42.50214386,33.09778976,41.07577896,39.75512314
4/24/2018,1:53:52 PM,513,614.865,44.18050766,40.59312439,40.79079437,34.68676758,42.42632294,33.07443619,41.03197861,39.69979858
4/24/2018,1:53:52 PM,783,615.135,44.20188522,40.56015015,40.80176926,34.65219498,42.46965408,33.08611298,40.99911499,39.71086502
4/24/2018,1:53:53 PM,53,615.405,44.3194046,40.63707733,40.83467865,34.69828796,42.55627441,33.08611298,41.06483078,39.78830719
4/24/2018,1:53:53 PM,324,615.676,44.33008575,40.626091,40.8237114,34.69828796,42.53462219,33.10946274,41.0429306,39.75512314
4/24/2018,1:53:53 PM,594,615.946,44.39413452,40.626091,40.84564972,34.67524338,42.55627441,33.12113571,41.06483078,39.78830719
4/24/2018,1:53:53 PM,864,616.216,44.40480804,40.73591614,40.93336868,34.72133255,42.59955978,33.16781998,41.1086235,39.78830719
4/24/2018,1:53:54 PM,405,616.757,44.41547775,40.68101501,40.88951492,34.75588608,42.61038208,33.16781998,41.1414566,39.82148361
4/24/2018,1:53:54 PM,675,617.027,44.46882248,40.74689484,40.88951492,34.75588608,42.57791901,33.17948532,41.17428207,39.8104248
4/24/2018,1:53:54 PM,945,617.297,44.39413452,40.6700325,40.81274033,34.73284912,42.5454483,33.12113571,41.08672714,39.76618576
4/24/2018,1:53:55 PM,216,617.568,44.40480804,40.6700325,40.83467865,34.69828796,42.56709671,33.15615082,41.13051224,39.77724838
4/24/2018,1:53:55 PM,486,617.838,44.34076309,40.626091,40.75786972,34.66371918,42.53462219,33.07443619,41.0538826,39.69979858
4/24/2018,1:53:55 PM,756,618.108,44.42615128,40.6700325,40.8237114,34.67524338,42.56709671,33.10946274,41.08672714,39.72193146
4/24/2018,1:53:56 PM,26,618.378,44.44748688,40.6700325,40.8237114,34.67524338,42.59955978,33.12113571,41.13051224,39.75512314
4/24/2018,1:53:56 PM,297,618.649,44.44748688,40.63707733,40.90047836,34.70981216,42.64283371,33.14447784,41.13051224,39.75512314
4/24/2018,1:53:56 PM,837,619.189,44.39413452,40.64806366,40.79079437,34.72133255,42.53462219,33.12113571,41.16334152,39.73299789
4/24/2018,1:53:57 PM,107,619.459,44.42615128,40.63707733,40.86758423,34.75588608,42.61038208,33.13280869,41.13051224,39.71086502
4/24/2018,1:53:57 PM,378,619.73,44.39413452,40.63707733,40.87855148,34.73284912,42.61038208,33.16781998,41.1086235,39.799366
4/24/2018,1:53:57 PM,648,620,44.42615128,40.70298004,40.92240524,34.75588608,42.66446686,33.21448135,41.19615936,39.85464859
4/24/2018,1:53:57 PM,918,620.27,44.39413452,40.65904999,40.9114418,34.75588608,42.61038208,33.20281601,41.16334152,39.73299789
4/24/2018,1:53:58 PM,189,620.541,44.39413452,40.71395874,40.86758423,34.75588608,42.5887413,33.16781998,41.11956787,39.77724838
4/24/2018,1:53:58 PM,459,620.811,44.50082016,40.69199753,40.94432831,34.79042816,42.69690704,33.19115067,41.20709991,39.92095566
4/24/2018,1:53:58 PM,729,621.081,44.46882248,40.72493744,40.9114418,34.82496262,42.75095749,33.24946594,41.16334152,39.88780594
4/24/2018,1:53:58 PM,999,621.351,44.5328064,40.79079437,40.96624374,34.82496262,42.74014664,33.24946594,41.22897339,39.90990829
4/24/2018,1:53:59 PM,540,621.892,44.57544708,40.79079437,40.96624374,34.82496262,42.76176453,33.24946594,41.283638,39.92095566
4/24/2018,1:53:59 PM,810,622.162,44.55413055,40.79079437,40.95528793,34.80194092,42.75095749,33.31940842,41.25084305,39.98722839
4/24/2018,1:54:00 PM,80,622.432,44.51148224,40.74689484,40.94432831,34.83647156,42.65365219,33.23780823,41.22897339,39.98722839
4/24/2018,1:54:00 PM,351,622.703,44.47948837,40.68101501,40.95528793,34.76739883,42.56709671,33.17948532,41.22897339,39.85464859
4/24/2018,1:54:00 PM,621,622.973,44.49015427,40.71395874,40.93336868,34.72133255,42.68609238,33.16781998,41.16334152,39.93200302
4/24/2018,1:54:00 PM,891,623.243,44.49015427,40.69199753,40.92240524,34.73284912,42.62120056,33.19115067,41.27270889,39.90990829
4/24/2018,1:54:01 PM,162,623.514,44.56478882,40.72493744,40.97720337,34.75588608,42.69690704,33.21448135,41.25084305,39.86570358
4/24/2018,1:54:01 PM,702,624.054,44.58610535,40.74689484,40.97720337,34.76739883,42.68609238,33.23780823,41.31642914,39.8325386
4/24/2018,1:54:01 PM,972,624.324,44.60741806,40.75786972,41.03197861,34.82496262,42.74014664,33.2844429,41.34920883,39.89885712
4/24/2018,1:54:02 PM,243,624.595,44.56478882,40.76884842,40.96624374,34.81345367,42.7077179,33.27278519,41.37105942,39.93200302
4/24/2018,1:54:02 PM,513,624.865,44.5967598,40.80176926,40.96624374,34.82496262,42.71852875,33.2844429,41.31642914,39.86570358
4/24/2018,1:54:02 PM,783,625.135,44.5967598,40.85661697,41.02102661,34.85948563,42.79417801,33.2844429,41.42566681,39.93200302
4/24/2018,1:54:03 PM,53,625.405,44.67133331,40.86758423,41.09767532,34.89400101,42.84819031,33.37766266,41.44750214,39.99827194
4/24/2018,1:54:03 PM,594,625.946,44.5967598,40.83467865,40.99911499,34.87099457,42.76176453,33.33106232,41.40382385,39.9651413
4/24/2018,1:54:03 PM,864,626.216,44.58610535,40.76884842,40.93336868,34.83647156,42.74014664,33.29610062,41.3819809,39.85464859
4/24/2018,1:54:04 PM,134,626.486,44.55413055,40.71395874,40.95528793,34.81345367,42.69690704,33.24946594,41.283638,39.87675476
4/24/2018,1:54:04 PM,405,626.757,44.57544708,40.75786972,40.94432831,34.81345367,42.76176453,33.20281601,41.30550003,39.86570358
4/24/2018,1:54:04 PM,945,627.297,44.51148224,40.74689484,40.9114418,34.81345367,42.68609238,33.23780823,41.32735443,39.87675476
4/24/2018,1:54:05 PM,216,627.568,44.43682098,40.70298004,40.93336868,34.79042816,42.65365219,33.20281601,41.26177597,39.76618576
4/24/2018,1:54:05 PM,486,627.838,44.49015427,40.81274033,40.99911499,34.8479805,42.7293396,33.2844429,41.34920883,39.85464859
4/24/2018,1:54:05 PM,756,628.108,44.44748688,40.73591614,40.94432831,34.82496262,42.7077179,33.2261467,41.27270889,39.85464859
4/24/2018,1:54:06 PM,297,628.649,44.42615128,40.75786972,40.93336868,34.82496262,42.7077179,33.26112747,41.21803665,39.93200302
4/24/2018,1:54:06 PM,567,628.919,44.42615128,40.80176926,40.97720337,34.88249969,42.68609238,33.23780823,41.22897339,39.99827194
4/24/2018,1:54:06 PM,837,629.189,44.40480804,40.84564972,41.03197861,34.89400101,42.75095749,33.27278519,41.19615936,40.06450272
4/24/2018,1:54:07 PM,107,629.459,44.35143661,40.73591614,40.9114418,34.8479805,42.67528152,33.23780823,41.18522263,40.04243088
4/24/2018,1:54:07 PM,378,629.73,44.383461,40.72493744,40.9114418,34.80194092,42.68609238,33.20281601,41.16334152,40.03139114
4/24/2018,1:54:07 PM,918,630.27,44.33008575,40.71395874,40.94432831,34.80194092,42.62120056,33.24946594,41.13051224,39.9651413
4/24/2018,1:54:08 PM,189,630.541,44.29804611,40.69199753,40.95528793,34.80194092,42.7077179,33.2261467,41.11956787,40.02035141
4/24/2018,1:54:08 PM,459,630.811,44.29804611,40.65904999,40.93336868,34.81345367,42.63201904,33.16781998,41.03197861,39.98722839
4/24/2018,1:54:08 PM,729,631.081,44.34076309,40.64806366,40.9114418,34.83647156,42.64283371,33.20281601,41.06483078,40.08657455
4/24/2018,1:54:08 PM,999,631.351,44.26600266,40.69199753,40.86758423,34.79042816,42.56709671,33.17948532,41.07577896,39.99827194
4/24/2018,1:54:09 PM,540,631.892,44.23394775,40.64806366,40.92240524,34.81345367,42.53462219,33.23780823,41.06483078,39.87675476
4/24/2018,1:54:09 PM,810,632.162,44.22326279,40.6700325,40.90047836,34.80194092,42.50214386,33.20281601,41.08672714,39.82148361
4/24/2018,1:54:10 PM,80,632.432,44.13774109,40.53816223,40.84564972,34.74436951,42.48048401,33.16781998,41.08672714,39.76618576
4/24/2018,1:54:10 PM,351,632.703,44.18050766,40.64806366,40.87855148,34.74436951,42.49131393,33.17948532,41.03197861,39.8325386
4/24/2018,1:54:10 PM,621,632.973,44.21257401,40.63707733,40.90047836,34.74436951,42.53462219,33.2261467,41.11956787,39.85464859
4/24/2018,1:54:10 PM,891,633.243,44.21257401,40.626091,40.90047836,34.75588608,42.50214386,33.19115067,41.0429306,39.8435936
4/24/2018,1:54:11 PM,162,633.514,44.18050766,40.5711441,40.86758423,34.73284912,42.50214386,33.19115067,40.97720337,39.76618576
4/24/2018,1:54:11 PM,702,634.054,44.30872726,40.73591614,40.97720337,34.80194092,42.5887413,33.2261467,41.16334152,39.92095566
