Plot 1 FLIR USB Video,,,,,,,,,,
,,,,,,,,,,
,,,,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value,Sp6.Value,Sp7.Value
Emissivity,,,,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881
Distance,,,,1,1,1,1,1,1,1
Reflected temperature,,,,23.9999939,23.9999939,23.9999939,23.9999939,23.9999939,23.9999939,23.9999939
Location X,,,,293,296,295,20,22,19,78
Location Y,,,,60,111,169,56,114,167,117
Size X,,,,,,,,,,
Size Y,,,,,,,,,,
Surface (pixels),,,,,,,,,,
,,,,,,,,,,
Date,Time,Milliseconds,Relative time,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value,Sp6.Value,Sp7.Value
4/24/2018,5:11:24 PM,945,122.432,30.54045105,30.54045105,30.12249184,29.47471046,30.15837479,28.9683857,30.44504738
4/24/2018,5:11:25 PM,215,122.702,30.647686,30.63577652,30.27790833,29.53484154,30.24205971,29.08913994,30.4927597
4/24/2018,5:11:25 PM,486,122.973,30.647686,30.58812332,30.20620346,29.54686356,30.21815681,29.05292702,30.42118454
4/24/2018,5:11:26 PM,26,123.513,30.68341064,30.647686,30.27790833,29.63098526,30.28985405,29.14946938,30.54045105
4/24/2018,5:11:26 PM,296,123.783,30.74292564,30.71912193,30.3853817,29.70304298,30.31374359,29.17359161,30.57620621
4/24/2018,5:11:26 PM,567,124.054,30.65959549,30.61195183,30.28985405,29.63098526,30.25401115,29.08913994,30.48083305
4/24/2018,5:11:26 PM,837,124.324,30.647686,30.57620621,30.20620346,29.54686356,30.20620346,29.00462532,30.44504738
4/24/2018,5:11:27 PM,107,124.594,30.60003853,30.56428909,30.20620346,29.58292389,30.1942482,29.00462532,30.44504738
4/24/2018,5:11:27 PM,378,124.865,30.57620621,30.61195183,30.20620346,29.51079178,30.21815681,28.98046684,30.4689064
4/24/2018,5:11:27 PM,648,125.135,30.57620621,30.55237007,30.14641571,29.52281761,30.14641571,28.99254799,30.44504738
4/24/2018,5:11:28 PM,188,125.675,30.57620621,30.55237007,30.15837479,29.54686356,30.17033386,28.9442215,30.40925217
4/24/2018,5:11:28 PM,459,125.946,30.60003853,30.52853012,30.17033386,29.58292389,30.18229103,28.98046684,30.39731789
4/24/2018,5:11:28 PM,729,126.216,30.65959549,30.51660728,30.23011017,29.60695648,30.20620346,29.01670265,30.48083305
4/24/2018,5:11:28 PM,999,126.486,30.65959549,30.60003853,30.24205971,29.59494019,30.27790833,29.07707024,30.45697784
4/24/2018,5:11:29 PM,540,127.027,30.647686,30.58812332,30.24205971,29.51079178,30.20620346,29.0408535,30.4689064
4/24/2018,5:11:29 PM,810,127.297,30.60003853,30.52853012,30.18229103,29.53484154,30.13445473,28.9442215,30.42118454
4/24/2018,5:11:30 PM,80,127.567,30.68341064,30.57620621,30.27790833,29.63098526,30.24205971,29.01670265,30.45697784
4/24/2018,5:11:30 PM,351,127.838,30.65959549,30.62386513,30.26595879,29.69103622,30.3256855,29.12534142,30.51660728
4/24/2018,5:11:30 PM,891,128.378,30.67150307,30.63577652,30.28985405,29.60695648,30.27790833,29.1374054,30.55237007
4/24/2018,5:11:31 PM,161,128.648,30.67150307,30.62386513,30.31374359,29.65501022,30.27790833,29.08913994,30.4689064
4/24/2018,5:11:31 PM,432,128.919,30.67150307,30.63577652,30.26595879,29.64299774,30.26595879,29.05292702,30.4927597
4/24/2018,5:11:31 PM,702,129.189,30.65959549,30.56428909,30.21815681,29.54686356,30.20620346,29.0408535,30.43311691
4/24/2018,5:11:32 PM,242,129.729,30.68341064,30.60003853,30.28985405,29.53484154,30.21815681,29.01670265,30.43311691
4/24/2018,5:11:32 PM,513,130,30.63577652,30.60003853,30.28985405,29.52281761,30.20620346,29.06499863,30.39731789
4/24/2018,5:11:32 PM,783,130.27,30.67150307,30.57620621,30.27790833,29.57090378,30.1942482,29.05292702,30.43311691
4/24/2018,5:11:33 PM,53,130.54,30.65959549,30.57620621,30.23011017,29.58292389,30.1942482,29.05292702,30.42118454
4/24/2018,5:11:33 PM,324,130.811,30.61195183,30.54045105,30.23011017,29.54686356,30.23011017,29.07707024,30.40925217
4/24/2018,5:11:33 PM,594,131.081,30.67150307,30.51660728,30.26595879,29.54686356,30.1942482,28.99254799,30.40925217
4/24/2018,5:11:34 PM,134,131.621,30.69531441,30.58812332,30.27790833,29.57090378,30.1942482,29.02877808,30.44504738
4/24/2018,5:11:34 PM,405,131.892,30.69531441,30.61195183,30.26595879,29.57090378,30.21815681,29.06499863,30.44504738
4/24/2018,5:11:34 PM,675,132.162,30.65959549,30.57620621,30.26595879,29.53484154,30.15837479,29.00462532,30.45697784
4/24/2018,5:11:34 PM,945,132.432,30.647686,30.58812332,30.26595879,29.51079178,30.20620346,29.01670265,30.44504738
4/24/2018,5:11:35 PM,215,132.702,30.70722008,30.69531441,30.33762741,29.57090378,30.25401115,29.10120773,30.50468445
4/24/2018,5:11:35 PM,486,132.973,30.74292564,30.56428909,30.34956741,29.63098526,30.24205971,29.08913994,30.44504738
4/24/2018,5:11:35 PM,756,133.243,30.68341064,30.55237007,30.28985405,29.58292389,30.20620346,29.08913994,30.43311691
4/24/2018,5:11:36 PM,296,133.783,30.70722008,30.58812332,30.3256855,29.57090378,30.23011017,29.10120773,30.39731789
4/24/2018,5:11:36 PM,567,134.054,30.62386513,30.63577652,30.27790833,29.53484154,30.25401115,29.07707024,30.45697784
4/24/2018,5:11:36 PM,837,134.324,30.68341064,30.61195183,30.28985405,29.59494019,30.21815681,29.0408535,30.45697784
4/24/2018,5:11:37 PM,107,134.594,30.67150307,30.61195183,30.28985405,29.55888367,30.1942482,29.05292702,30.44504738
4/24/2018,5:11:37 PM,648,135.135,30.67150307,30.56428909,30.27790833,29.59494019,30.1942482,29.07707024,30.48083305
4/24/2018,5:11:37 PM,918,135.405,30.68341064,30.62386513,30.26595879,29.54686356,30.21815681,29.01670265,30.45697784
4/24/2018,5:11:38 PM,188,135.675,30.68341064,30.60003853,30.25401115,29.58292389,30.20620346,29.02877808,30.4689064
4/24/2018,5:11:38 PM,459,135.946,30.74292564,30.647686,30.30179977,29.60695648,30.26595879,29.07707024,30.4927597
4/24/2018,5:11:38 PM,729,136.216,30.71912193,30.57620621,30.28985405,29.57090378,30.20620346,29.06499863,30.51660728
4/24/2018,5:11:38 PM,999,136.486,30.62386513,30.55237007,30.25401115,29.51079178,30.17033386,29.05292702,30.45697784
4/24/2018,5:11:39 PM,269,136.756,30.61195183,30.57620621,30.24205971,29.53484154,30.18229103,28.99254799,30.43311691
4/24/2018,5:11:39 PM,540,137.027,30.60003853,30.55237007,30.20620346,29.51079178,30.17033386,29.02877808,30.39731789
4/24/2018,5:11:40 PM,80,137.567,30.61195183,30.52853012,30.14641571,29.53484154,30.13445473,28.9683857,30.34956741
4/24/2018,5:11:40 PM,351,137.838,30.57620621,30.51660728,30.12249184,29.55888367,30.15837479,29.0408535,30.37344551
4/24/2018,5:11:40 PM,621,138.108,30.62386513,30.60003853,30.20620346,29.55888367,30.15837479,29.07707024,30.42118454
4/24/2018,5:11:40 PM,891,138.378,30.65959549,30.60003853,30.24205971,29.58292389,30.1942482,29.05292702,30.3853817
4/24/2018,5:11:41 PM,161,138.648,30.71912193,30.65959549,30.25401115,29.54686356,30.1942482,29.08913994,30.4927597
4/24/2018,5:11:41 PM,702,139.189,30.62386513,30.56428909,30.20620346,29.53484154,30.20620346,29.0408535,30.43311691
4/24/2018,5:11:41 PM,972,139.459,30.65959549,30.61195183,30.24205971,29.55888367,30.24205971,29.05292702,30.42118454
4/24/2018,5:11:42 PM,242,139.729,30.68341064,30.56428909,30.21815681,29.4867382,30.15837479,28.99254799,30.3853817
4/24/2018,5:11:42 PM,513,140,30.58812332,30.52853012,30.1942482,29.46268082,30.13445473,29.00462532,30.33762741
4/24/2018,5:11:42 PM,783,140.27,30.51660728,30.45697784,30.13445473,29.42658424,30.06266212,28.9442215,30.3256855
4/24/2018,5:11:43 PM,53,140.54,30.4927597,30.39731789,30.07463074,29.39047623,30.03872299,28.9683857,30.30179977
4/24/2018,5:11:43 PM,594,141.081,30.61195183,30.4927597,30.09856415,29.52281761,30.12249184,28.9442215,30.37344551
4/24/2018,5:11:43 PM,864,141.351,30.60003853,30.56428909,30.13445473,29.51079178,30.12249184,28.99254799,30.3853817
4/24/2018,5:11:44 PM,134,141.621,30.69531441,30.55237007,30.18229103,29.47471046,30.18229103,29.0408535,30.3853817
4/24/2018,5:11:44 PM,405,141.892,30.52853012,30.48083305,30.03872299,29.45064926,30.12249184,28.99254799,30.3256855
4/24/2018,5:11:44 PM,945,142.432,30.50468445,30.44504738,30.06266212,29.36639786,30.07463074,28.93213654,30.34956741
4/24/2018,5:11:45 PM,215,142.702,30.56428909,30.48083305,30.09856415,29.46268082,30.08659744,28.9683857,30.36150742
4/24/2018,5:11:45 PM,486,142.973,30.48083305,30.40925217,30.09856415,29.43861771,30.07463074,29.00462532,30.3256855
4/24/2018,5:11:45 PM,756,143.243,30.45697784,30.36150742,29.99082756,29.33027077,29.97884941,28.88378525,30.26595879
4/24/2018,5:11:46 PM,296,143.783,30.3853817,30.33762741,29.93092918,29.30617905,29.95489311,28.83541298,30.24205971
4/24/2018,5:11:46 PM,567,144.054,30.44504738,30.36150742,30.05069351,29.34231377,29.94291115,28.9079628,30.27790833
4/24/2018,5:11:46 PM,837,144.324,30.44504738,30.40925217,30.01477623,29.34231377,30.01477623,28.89587402,30.31374359
4/24/2018,5:11:47 PM,107,144.594,30.40925217,30.34956741,29.94291115,29.34231377,30.03872299,28.87169456,30.24205971
4/24/2018,5:11:47 PM,378,144.865,30.4689064,30.3853817,30.0028019,29.37843704,30.06266212,28.9079628,30.31374359
4/24/2018,5:11:47 PM,648,145.135,30.45697784,30.43311691,30.03872299,29.4025135,30.05069351,28.9442215,30.30179977
4/24/2018,5:11:47 PM,918,145.405,30.44504738,30.37344551,29.94291115,29.36639786,30.08659744,28.9079628,30.28985405
4/24/2018,5:11:48 PM,188,145.675,30.42118454,30.39731789,30.01477623,29.35435677,30.07463074,28.92004967,30.27790833
4/24/2018,5:11:48 PM,729,146.216,30.54045105,30.50468445,30.11052895,29.47471046,30.11052895,28.9683857,30.3256855
4/24/2018,5:11:48 PM,999,146.486,30.60003853,30.56428909,30.17033386,29.47471046,30.12249184,29.05292702,30.39731789
4/24/2018,5:11:49 PM,269,146.756,30.63577652,30.55237007,30.13445473,29.53484154,30.21815681,29.02877808,30.4689064
4/24/2018,5:11:49 PM,540,147.027,30.61195183,30.55237007,30.14641571,29.54686356,30.23011017,29.1374054,30.45697784
4/24/2018,5:11:49 PM,810,147.297,30.55237007,30.54045105,30.15837479,29.53484154,30.21815681,29.06499863,30.42118454
4/24/2018,5:11:50 PM,80,147.567,30.60003853,30.54045105,30.14641571,29.53484154,30.23011017,29.06499863,30.40925217
4/24/2018,5:11:50 PM,621,148.108,30.56428909,30.44504738,30.08659744,29.52281761,30.15837479,29.0408535,30.39731789
4/24/2018,5:11:50 PM,891,148.378,30.61195183,30.48083305,30.13445473,29.58292389,30.23011017,29.07707024,30.3853817
4/24/2018,5:11:51 PM,161,148.648,30.63577652,30.44504738,30.14641571,29.53484154,30.1942482,29.05292702,30.34956741
4/24/2018,5:11:51 PM,432,148.919,30.61195183,30.54045105,30.14641571,29.54686356,30.24205971,29.06499863,30.39731789
4/24/2018,5:11:51 PM,702,149.189,30.69531441,30.56428909,30.28985405,29.60695648,30.23011017,29.14946938,30.3853817
4/24/2018,5:11:51 PM,972,149.459,30.71912193,30.647686,30.25401115,29.58292389,30.27790833,29.16153145,30.4927597
4/24/2018,5:11:52 PM,513,150,30.62386513,30.60003853,30.18229103,29.52281761,30.23011017,29.10120773,30.42118454
4/24/2018,5:11:52 PM,783,150.27,30.67150307,30.58812332,30.26595879,29.53484154,30.25401115,29.11327553,30.42118454
4/24/2018,5:11:53 PM,53,150.54,30.65959549,30.50468445,30.13445473,29.51079178,30.1942482,29.06499863,30.42118454
4/24/2018,5:11:53 PM,324,150.811,30.69531441,30.60003853,30.21815681,29.60695648,30.27790833,29.10120773,30.43311691
4/24/2018,5:11:53 PM,864,151.351,30.63577652,30.56428909,30.1942482,29.54686356,30.21815681,29.08913994,30.42118454
4/24/2018,5:11:54 PM,134,151.621,30.67150307,30.50468445,30.17033386,29.53484154,30.21815681,29.05292702,30.3853817
4/24/2018,5:11:54 PM,405,151.892,30.63577652,30.51660728,30.17033386,29.55888367,30.18229103,29.01670265,30.34956741
4/24/2018,5:11:54 PM,675,152.162,30.58812332,30.51660728,30.15837479,29.4867382,30.1942482,29.05292702,30.36150742
4/24/2018,5:11:54 PM,945,152.432,30.69531441,30.52853012,30.17033386,29.52281761,30.18229103,29.06499863,30.3853817
4/24/2018,5:11:55 PM,215,152.702,30.61195183,30.40925217,30.08659744,29.46268082,30.09856415,29.02877808,30.31374359
4/24/2018,5:11:55 PM,756,153.243,30.54045105,30.44504738,30.03872299,29.49876595,30.21815681,29.00462532,30.37344551
4/24/2018,5:11:56 PM,26,153.513,30.45697784,30.39731789,30.05069351,29.41454887,30.09856415,28.9683857,30.27790833
4/24/2018,5:11:56 PM,296,153.783,30.4689064,30.43311691,30.0028019,29.42658424,30.11052895,28.93213654,30.27790833
4/24/2018,5:11:56 PM,567,154.054,30.55237007,30.52853012,30.09856415,29.47471046,30.18229103,28.99254799,30.3853817
4/24/2018,5:11:56 PM,837,154.324,30.56428909,30.42118454,30.01477623,29.45064926,30.14641571,29.00462532,30.40925217
4/24/2018,5:11:57 PM,107,154.594,30.52853012,30.43311691,30.02675056,29.37843704,30.15837479,28.9442215,30.33762741
4/24/2018,5:11:57 PM,648,155.135,30.4927597,30.42118454,29.96687126,29.37843704,30.06266212,28.92004967,30.24205971
4/24/2018,5:11:57 PM,918,155.405,30.55237007,30.40925217,30.03872299,29.47471046,30.09856415,29.01670265,30.3256855
4/24/2018,5:11:58 PM,188,155.675,30.56428909,30.4927597,30.03872299,29.43861771,30.11052895,29.0408535,30.3256855
4/24/2018,5:11:58 PM,459,155.946,30.56428909,30.50468445,30.08659744,29.49876595,30.14641571,29.0408535,30.3256855
4/24/2018,5:11:58 PM,729,156.216,30.58812332,30.44504738,30.03872299,29.45064926,30.11052895,28.98046684,30.31374359
4/24/2018,5:11:58 PM,999,156.486,30.48083305,30.39731789,29.99082756,29.35435677,30.01477623,28.93213654,30.24205971
4/24/2018,5:11:59 PM,269,156.756,30.4927597,30.3256855,29.96687126,29.34231377,30.02675056,28.93213654,30.25401115
4/24/2018,5:11:59 PM,540,157.027,30.52853012,30.37344551,29.97884941,29.39047623,30.05069351,29.01670265,30.30179977
4/24/2018,5:12:00 PM,80,157.567,30.4689064,30.37344551,29.99082756,29.35435677,30.02675056,28.95630455,30.26595879
4/24/2018,5:12:00 PM,351,157.838,30.50468445,30.40925217,29.96687126,29.39047623,30.08659744,28.9442215,30.27790833
4/24/2018,5:12:00 PM,621,158.108,30.45697784,30.31374359,29.90696335,29.36639786,30.02675056,28.92004967,30.26595879
4/24/2018,5:12:00 PM,891,158.378,30.43311691,30.31374359,29.95489311,29.30617905,29.97884941,28.92004967,30.24205971
4/24/2018,5:12:01 PM,161,158.648,30.39731789,30.27790833,29.91894722,29.29413223,30.01477623,28.93213654,30.20620346
4/24/2018,5:12:01 PM,432,158.919,30.42118454,30.28985405,29.90696335,29.31822586,29.96687126,28.89587402,30.18229103
4/24/2018,5:12:01 PM,702,159.189,30.51660728,30.37344551,29.99082756,29.39047623,30.02675056,28.9683857,30.24205971
4/24/2018,5:12:02 PM,242,159.729,30.50468445,30.30179977,29.95489311,29.33027077,29.91894722,28.89587402,30.1942482
4/24/2018,5:12:02 PM,513,160,30.52853012,30.37344551,30.0028019,29.39047623,30.05069351,28.9442215,30.25401115
4/24/2018,5:12:02 PM,783,160.27,30.48083305,30.3853817,30.02675056,29.43861771,30.06266212,28.9683857,30.26595879
4/24/2018,5:12:03 PM,53,160.54,30.48083305,30.36150742,29.94291115,29.36639786,30.0028019,28.93213654,30.21815681
4/24/2018,5:12:03 PM,324,160.811,30.4689064,30.39731789,29.95489311,29.45064926,30.08659744,28.9079628,30.24205971
4/24/2018,5:12:03 PM,594,161.081,30.33762741,30.23011017,29.89497757,29.35435677,29.95489311,28.82331657,30.12249184
4/24/2018,5:12:03 PM,864,161.351,30.39731789,30.23011017,29.90696335,29.30617905,29.91894722,28.83541298,30.13445473
4/24/2018,5:12:04 PM,405,161.892,30.40925217,30.27790833,29.8710022,29.29413223,29.94291115,28.83541298,30.13445473
4/24/2018,5:12:04 PM,675,162.162,30.39731789,30.27790833,29.8590126,29.29413223,29.95489311,28.83541298,30.15837479
4/24/2018,5:12:04 PM,945,162.432,30.42118454,30.25401115,29.90696335,29.33027077,29.97884941,28.87169456,30.13445473
4/24/2018,5:12:05 PM,215,162.702,30.3853817,30.24205971,29.83503151,29.29413223,29.95489311,28.79912186,30.14641571
4/24/2018,5:12:05 PM,486,162.973,30.3256855,30.17033386,29.75105476,29.22182274,29.8710022,28.70228767,30.09856415
4/24/2018,5:12:05 PM,756,163.243,30.3853817,30.20620346,29.8590126,29.29413223,29.8590126,28.79912186,30.06266212
4/24/2018,5:12:06 PM,26,163.513,30.36150742,30.21815681,29.89497757,29.31822586,29.93092918,28.83541298,30.12249184
4/24/2018,5:12:06 PM,296,163.783,30.37344551,30.24205971,29.88298988,29.34231377,29.91894722,28.78702164,30.09856415
4/24/2018,5:12:06 PM,837,164.324,30.31374359,30.25401115,29.83503151,29.28208351,29.93092918,28.81122017,30.13445473
4/24/2018,5:12:07 PM,107,164.594,30.28985405,30.18229103,29.79904938,29.28208351,29.91894722,28.79912186,30.03872299
4/24/2018,5:12:07 PM,378,164.865,30.27790833,30.18229103,29.78705215,29.23387718,29.88298988,28.76281929,30.02675056
4/24/2018,5:12:07 PM,648,165.135,30.33762741,30.20620346,29.83503151,29.29413223,29.90696335,28.78702164,30.09856415
4/24/2018,5:12:08 PM,188,165.675,30.30179977,30.23011017,29.77505493,29.30617905,29.88298988,28.75071526,30.07463074
4/24/2018,5:12:08 PM,459,165.946,30.34956741,30.21815681,29.8590126,29.36639786,29.93092918,28.83541298,30.14641571
4/24/2018,5:12:08 PM,729,166.216,30.31374359,30.24205971,29.8230381,29.29413223,29.95489311,28.83541298,30.13445473
4/24/2018,5:12:08 PM,999,166.486,30.3853817,30.27790833,29.89497757,29.30617905,30.0028019,28.85960197,30.15837479
4/24/2018,5:12:09 PM,540,167.027,30.3853817,30.27790833,29.84702301,29.30617905,29.91894722,28.85960197,30.14641571
4/24/2018,5:12:09 PM,810,167.297,30.39731789,30.31374359,29.89497757,29.35435677,29.95489311,28.92004967,30.15837479
4/24/2018,5:12:10 PM,80,167.567,30.44504738,30.30179977,29.93092918,29.39047623,30.0028019,28.84750748,30.20620346
4/24/2018,5:12:10 PM,351,167.838,30.48083305,30.37344551,29.96687126,29.42658424,30.02675056,28.9442215,30.24205971
4/24/2018,5:12:10 PM,891,168.378,30.45697784,30.37344551,29.99082756,29.43861771,30.02675056,28.9683857,30.26595879
4/24/2018,5:12:11 PM,161,168.648,30.52853012,30.4689064,30.08659744,29.49876595,30.09856415,29.01670265,30.27790833
4/24/2018,5:12:11 PM,432,168.919,30.4927597,30.36150742,30.08659744,29.47471046,30.06266212,29.02877808,30.26595879
4/24/2018,5:12:11 PM,702,169.189,30.48083305,30.39731789,30.01477623,29.45064926,30.08659744,28.99254799,30.30179977
4/24/2018,5:12:11 PM,972,169.459,30.43311691,30.33762741,29.99082756,29.42658424,30.03872299,28.95630455,30.21815681
4/24/2018,5:12:12 PM,242,169.729,30.48083305,30.3256855,29.99082756,29.41454887,30.02675056,28.9442215,30.20620346
4/24/2018,5:12:12 PM,513,170,30.3853817,30.31374359,29.91894722,29.39047623,30.0028019,28.92004967,30.20620346
4/24/2018,5:12:13 PM,53,170.54,30.36150742,30.26595879,29.8710022,29.36639786,29.99082756,28.92004967,30.1942482
4/24/2018,5:12:13 PM,324,170.811,30.39731789,30.3256855,29.90696335,29.41454887,29.94291115,28.89587402,30.18229103
4/24/2018,5:12:13 PM,594,171.081,30.44504738,30.34956741,30.0028019,29.43861771,30.03872299,28.9442215,30.18229103
4/24/2018,5:12:13 PM,864,171.351,30.45697784,30.3853817,29.99082756,29.4025135,30.02675056,28.9442215,30.24205971
4/24/2018,5:12:14 PM,134,171.621,30.42118454,30.30179977,29.91894722,29.37843704,29.95489311,28.84750748,30.11052895
4/24/2018,5:12:14 PM,405,171.892,30.40925217,30.27790833,29.95489311,29.37843704,29.93092918,28.88378525,30.13445473
4/24/2018,5:12:14 PM,675,172.162,30.3853817,30.36150742,29.99082756,29.41454887,29.99082756,28.92004967,30.15837479
4/24/2018,5:12:15 PM,215,172.702,30.39731789,30.26595879,29.91894722,29.37843704,29.95489311,28.87169456,30.13445473
4/24/2018,5:12:15 PM,486,172.973,30.42118454,30.31374359,29.91894722,29.34231377,29.93092918,28.87169456,30.14641571
4/24/2018,5:12:15 PM,756,173.243,30.45697784,30.28985405,29.96687126,29.4025135,29.95489311,28.92004967,30.17033386
4/24/2018,5:12:16 PM,26,173.513,30.36150742,30.25401115,29.89497757,29.34231377,29.93092918,28.85960197,30.17033386
4/24/2018,5:12:16 PM,296,173.783,30.3853817,30.25401115,29.93092918,29.30617905,29.89497757,28.84750748,30.13445473
4/24/2018,5:12:16 PM,567,174.054,30.36150742,30.26595879,29.94291115,29.35435677,29.93092918,28.85960197,30.17033386
4/24/2018,5:12:16 PM,837,174.324,30.31374359,30.1942482,29.88298988,29.33027077,29.90696335,28.82331657,30.15837479
4/24/2018,5:12:17 PM,107,174.594,30.25401115,30.20620346,29.8230381,29.35435677,29.89497757,28.81122017,30.12249184
4/24/2018,5:12:17 PM,648,175.135,30.31374359,30.18229103,29.79904938,29.30617905,29.90696335,28.71439743,30.06266212
4/24/2018,5:12:17 PM,918,175.405,30.27790833,30.24205971,29.88298988,29.36639786,29.91894722,28.79912186,30.13445473
4/24/2018,5:12:18 PM,188,175.675,30.3256855,30.26595879,29.8710022,29.33027077,29.93092918,28.79912186,30.18229103
4/24/2018,5:12:18 PM,459,175.946,30.34956741,30.26595879,29.89497757,29.36639786,29.96687126,28.87169456,30.20620346
4/24/2018,5:12:18 PM,729,176.216,30.34956741,30.24205971,29.84702301,29.4025135,29.96687126,28.88378525,30.11052895
4/24/2018,5:12:18 PM,999,176.486,30.3853817,30.26595879,29.93092918,29.37843704,29.99082756,28.93213654,30.21815681
4/24/2018,5:12:19 PM,540,177.027,30.36150742,30.21815681,29.79904938,29.36639786,29.93092918,28.83541298,30.11052895
4/24/2018,5:12:19 PM,810,177.297,30.40925217,30.31374359,29.8710022,29.42658424,30.0028019,28.87169456,30.18229103
4/24/2018,5:12:20 PM,80,177.567,30.36150742,30.23011017,29.88298988,29.31822586,29.90696335,28.81122017,30.14641571
4/24/2018,5:12:20 PM,351,177.838,30.33762741,30.25401115,29.81104469,29.31822586,29.94291115,28.81122017,30.09856415
4/24/2018,5:12:20 PM,621,178.108,30.34956741,30.25401115,29.89497757,29.30617905,29.89497757,28.78702164,30.09856415
4/24/2018,5:12:20 PM,891,178.378,30.33762741,30.18229103,29.78705215,29.27003479,29.88298988,28.76281929,30.06266212
4/24/2018,5:12:21 PM,432,178.919,30.42118454,30.26595879,29.84702301,29.37843704,29.93092918,28.81122017,30.12249184
4/24/2018,5:12:21 PM,702,179.189,30.39731789,30.26595879,29.88298988,29.36639786,29.95489311,28.87169456,30.17033386
4/24/2018,5:12:21 PM,972,179.459,30.40925217,30.24205971,29.89497757,29.35435677,29.95489311,28.9079628,30.17033386
4/24/2018,5:12:22 PM,242,179.729,30.3853817,30.24205971,29.89497757,29.34231377,29.97884941,28.85960197,30.17033386
4/24/2018,5:12:22 PM,513,180,30.48083305,30.34956741,29.99082756,29.46268082,30.02675056,28.9079628,30.24205971
4/24/2018,5:12:22 PM,783,180.27,30.43311691,30.3256855,29.96687126,29.4025135,29.99082756,28.92004967,30.17033386
4/24/2018,5:12:23 PM,53,180.54,30.37344551,30.28985405,29.93092918,29.42658424,30.0028019,28.89587402,30.21815681
4/24/2018,5:12:23 PM,594,181.081,30.83808708,30.4927597,29.88298988,29.35435677,29.97884941,28.84750748,30.23011017
4/24/2018,5:12:23 PM,864,181.351,36.16386032,36.48201752,35.71934128,29.42658424,30.07463074,28.9683857,30.30179977
4/24/2018,5:12:24 PM,134,181.621,35.52507401,33.92495346,34.61822891,29.60695648,30.15837479,29.57090378,30.34956741
4/24/2018,5:12:24 PM,405,181.892,35.61653137,36.07280731,30.03872299,30.34956741,29.46268082,29.07707024,29.64299774
4/24/2018,5:12:24 PM,945,182.432,36.1979866,35.53650665,35.07823181,29.70304298,30.07463074,29.57090378,30.23011017
4/24/2018,5:12:25 PM,215,182.702,36.35712433,36.67478561,33.61168289,29.43861771,30.01477623,28.93213654,30.21815681
4/24/2018,5:12:25 PM,486,182.973,30.51660728,30.42118454,30.25401115,29.39047623,29.99082756,28.87169456,30.14641571
4/24/2018,5:12:25 PM,756,183.243,30.43311691,30.24205971,30.01477623,29.4025135,29.93092918,28.79912186,30.07463074
4/24/2018,5:12:26 PM,296,183.783,30.39731789,30.27790833,30.05069351,29.33027077,29.91894722,28.78702164,30.09856415
4/24/2018,5:12:26 PM,567,184.054,30.40925217,30.27790833,30.0028019,29.37843704,29.90696335,28.79912186,30.12249184
4/24/2018,5:12:26 PM,837,184.324,30.33762741,30.28985405,29.95489311,29.31822586,29.88298988,28.76281929,30.12249184
4/24/2018,5:12:27 PM,107,184.594,30.3256855,30.15837479,29.8590126,29.28208351,29.83503151,28.70228767,30.02675056
4/24/2018,5:12:27 PM,378,184.865,30.26595879,30.08659744,29.83503151,29.19771004,29.77505493,28.70228767,30.01477623
4/24/2018,5:12:27 PM,648,185.135,30.30179977,30.11052895,29.78705215,29.30617905,29.8230381,28.75071526,30.02675056
4/24/2018,5:12:28 PM,188,185.675,30.37344551,30.14641571,29.91894722,29.33027077,29.8590126,28.79912186,30.03872299
4/24/2018,5:12:28 PM,459,185.946,30.31374359,30.17033386,29.84702301,29.33027077,29.90696335,28.76281929,30.09856415
4/24/2018,5:12:28 PM,729,186.216,30.3256855,30.15837479,29.8590126,29.28208351,29.8710022,28.79912186,30.07463074
4/24/2018,5:12:28 PM,999,186.486,30.33762741,30.21815681,29.88298988,29.34231377,29.93092918,28.81122017,30.12249184
4/24/2018,5:12:29 PM,269,186.756,30.3256855,30.14641571,29.8590126,29.33027077,29.89497757,28.75071526,30.06266212
4/24/2018,5:12:29 PM,540,187.027,30.3853817,30.20620346,29.91894722,29.42658424,29.99082756,28.85960197,30.17033386
4/24/2018,5:12:29 PM,810,187.297,30.50468445,30.3256855,30.01477623,29.4867382,30.05069351,28.95630455,30.21815681
4/24/2018,5:12:30 PM,80,187.567,30.45697784,30.25401115,29.95489311,29.45064926,29.97884941,28.88378525,30.18229103
4/24/2018,5:12:30 PM,351,187.838,30.39731789,30.20620346,29.89497757,29.36639786,29.91894722,28.85960197,30.12249184
4/24/2018,5:12:30 PM,891,188.378,30.37344551,30.24205971,29.91894722,29.34231377,29.95489311,28.88378525,30.13445473
4/24/2018,5:12:31 PM,161,188.648,30.43311691,30.26595879,29.93092918,29.43861771,29.96687126,28.83541298,30.14641571
4/24/2018,5:12:31 PM,432,188.919,30.3853817,30.1942482,29.8590126,29.41454887,29.91894722,28.83541298,30.14641571
4/24/2018,5:12:31 PM,702,189.189,30.40925217,30.25401115,29.88298988,29.33027077,29.91894722,28.82331657,30.12249184
