Plot 1 FLIR USB Video,,,,,,,,,,
,,,,,,,,,,
,,,,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value,Sp6.Value,Sp7.Value
Emissivity,,,,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881
Distance,,,,1,1,1,1,1,1,1
Reflected temperature,,,,23.9999939,23.9999939,23.9999939,23.9999939,23.9999939,23.9999939,23.9999939
Location X,,,,293,296,295,20,22,19,78
Location Y,,,,60,111,169,56,114,167,117
Size X,,,,,,,,,,
Size Y,,,,,,,,,,
Surface (pixels),,,,,,,,,,
,,,,,,,,,,
Date,Time,Milliseconds,Relative time,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value,Sp6.Value,Sp7.Value
4/24/2018,4:59:23 PM,864,625.135,35.30758286,34.66430664,34.67582703,31.45478249,32.24468231,31.71473122,33.0060463
4/24/2018,4:59:24 PM,134,625.405,35.2502861,34.74490356,34.75641251,31.45478249,32.19766998,31.69112206,32.99436951
4/24/2018,4:59:24 PM,675,625.946,35.26174927,34.65279007,34.66430664,31.45478249,32.18591309,31.65570068,32.97101212
4/24/2018,4:59:24 PM,945,626.216,35.31904221,34.65279007,34.6412735,31.39562416,32.15063858,31.62026978,32.95933151
4/24/2018,4:59:25 PM,215,626.486,35.2502861,34.65279007,34.59518433,31.41929054,32.16239929,31.64389229,32.97101212
4/24/2018,4:59:25 PM,486,626.757,35.33049393,34.69885635,34.65279007,31.44295311,32.16239929,31.65570068,32.97101212
4/24/2018,4:59:25 PM,756,627.027,35.353405,34.67582703,34.67582703,31.49026299,32.15063858,31.67931557,32.94765091
4/24/2018,4:59:26 PM,26,627.297,35.29612732,34.72188187,34.66430664,31.41929054,32.18591309,31.67931557,33.02939606
4/24/2018,4:59:26 PM,296,627.567,35.34194946,34.8599472,34.76792145,31.46660995,32.24468231,31.69112206,33.06441116
4/24/2018,4:59:26 PM,837,628.108,35.353405,34.79093552,34.76792145,31.49026299,32.25643158,31.70292664,33.04106903
4/24/2018,4:59:27 PM,107,628.378,35.45643234,34.83694839,34.76792145,31.44295311,32.22117615,31.75013351,33.04106903
4/24/2018,4:59:27 PM,378,628.649,35.43354416,34.84844589,34.80244064,31.49026299,32.30342102,31.79732132,33.01771927
4/24/2018,4:59:27 PM,648,628.919,35.30758286,34.76792145,34.68733978,31.43112183,32.20942307,31.70292664,33.01771927
4/24/2018,4:59:27 PM,918,629.189,35.33049393,34.76792145,34.67582703,31.43112183,32.22117615,31.71473122,32.95933151
4/24/2018,4:59:28 PM,188,629.459,35.31904221,34.71036911,34.67582703,31.40745735,32.19766998,31.65570068,32.97101212
4/24/2018,4:59:28 PM,729,630,35.30758286,34.74490356,34.6412735,31.46660995,32.20942307,31.71473122,33.01771927
4/24/2018,4:59:28 PM,999,630.27,35.26174927,34.71036911,34.65279007,31.40745735,32.17415619,31.67931557,32.97101212
4/24/2018,4:59:29 PM,269,630.54,35.22735977,34.60670853,34.61822891,31.31275368,32.08005905,31.5730114,32.93596649
4/24/2018,4:59:29 PM,540,630.811,35.27320862,34.66430664,34.59518433,31.37195206,32.13887787,31.59664345,32.94765091
4/24/2018,4:59:29 PM,810,631.081,35.28466797,34.73339462,34.69885635,31.38378906,32.18591309,31.72653198,32.95933151
4/24/2018,4:59:30 PM,80,631.351,35.30758286,34.71036911,34.65279007,31.47843742,32.16239929,31.69112206,32.95933151
4/24/2018,4:59:30 PM,351,631.622,35.23882294,34.72188187,34.62975311,31.39562416,32.13887787,31.70292664,32.92428207
4/24/2018,4:59:30 PM,891,632.162,35.33049393,34.69885635,34.68733978,31.40745735,32.13887787,31.69112206,32.91259766
4/24/2018,4:59:31 PM,161,632.432,35.23882294,34.56060791,34.65279007,31.37195206,32.09182739,31.67931557,32.91259766
4/24/2018,4:59:31 PM,432,632.703,35.19296265,34.53755188,34.57213593,31.3245945,32.06829071,31.58482742,32.90091324
4/24/2018,4:59:31 PM,702,632.973,35.15855408,34.53755188,34.45681763,31.30090904,32.02120972,31.59664345,32.87753677
4/24/2018,4:59:31 PM,972,633.243,35.23882294,34.56060791,34.58366013,31.33643532,32.10359192,31.67931557,32.87753677
4/24/2018,4:59:32 PM,242,633.513,35.23882294,34.66430664,34.57213593,31.38378906,32.09182739,31.63208199,32.94765091
4/24/2018,4:59:32 PM,513,633.784,35.23882294,34.61822891,34.61822891,31.36011505,32.11535645,31.67931557,32.9826889
4/24/2018,4:59:32 PM,783,634.054,35.27320862,34.66430664,34.61822891,31.36011505,32.12711716,31.65570068,32.9826889
4/24/2018,4:59:33 PM,53,634.324,35.28466797,34.62975311,34.65279007,31.40745735,32.11535645,31.67931557,32.99436951
4/24/2018,4:59:33 PM,594,634.865,35.22735977,34.68733978,34.66430664,31.34827614,32.06829071,31.60845757,32.97101212
4/24/2018,4:59:33 PM,864,635.135,35.22735977,34.65279007,34.6412735,31.33643532,32.09182739,31.59664345,32.97101212
4/24/2018,4:59:34 PM,134,635.405,35.20442963,34.69885635,34.6412735,31.33643532,32.08005905,31.5730114,32.92428207
4/24/2018,4:59:34 PM,405,635.676,35.27320862,34.74490356,34.67582703,31.36011505,32.10359192,31.63208199,32.94765091
4/24/2018,4:59:34 PM,675,635.946,35.21589279,34.68733978,34.66430664,31.37195206,32.10359192,31.60845757,32.93596649
4/24/2018,4:59:34 PM,945,636.216,35.22735977,34.72188187,34.66430664,31.34827614,32.13887787,31.64389229,32.93596649
4/24/2018,4:59:35 PM,486,636.757,35.353405,34.72188187,34.72188187,31.39562416,32.12711716,31.67931557,32.99436951
4/24/2018,4:59:35 PM,756,637.027,35.29612732,34.73339462,34.69885635,31.38378906,32.16239929,31.65570068,32.94765091
4/24/2018,4:59:36 PM,26,637.297,35.28466797,34.76792145,34.71036911,31.41929054,32.20942307,31.69112206,33.01771927
4/24/2018,4:59:36 PM,296,637.567,35.31904221,34.69885635,34.69885635,31.39562416,32.17415619,31.66750908,32.97101212
4/24/2018,4:59:36 PM,567,637.838,35.29612732,34.72188187,34.74490356,31.41929054,32.18591309,31.65570068,32.97101212
4/24/2018,4:59:37 PM,107,638.378,35.38775635,34.79093552,34.79093552,31.41929054,32.23292923,31.70292664,33.04106903
4/24/2018,4:59:37 PM,378,638.649,35.34194946,34.79093552,34.76792145,31.43112183,32.25643158,31.66750908,33.04106903
4/24/2018,4:59:37 PM,648,638.919,35.29612732,34.66430664,34.67582703,31.41929054,32.19766998,31.66750908,32.99436951
4/24/2018,4:59:37 PM,918,639.189,35.31904221,34.72188187,34.72188187,31.43112183,32.15063858,31.67931557,32.99436951
4/24/2018,4:59:38 PM,459,639.73,35.27320862,34.68733978,34.69885635,31.40745735,32.16239929,31.64389229,32.9826889
4/24/2018,4:59:38 PM,729,640,35.26174927,34.65279007,34.6412735,31.40745735,32.15063858,31.62026978,32.9826889
4/24/2018,4:59:38 PM,999,640.27,35.23882294,34.66430664,34.66430664,31.37195206,32.15063858,31.62026978,32.9826889
4/24/2018,4:59:39 PM,269,640.54,35.30758286,34.74490356,34.71036911,31.47843742,32.25643158,31.72653198,33.07608032
4/24/2018,4:59:39 PM,540,640.811,35.28466797,34.73339462,34.67582703,31.47843742,32.25643158,31.70292664,33.07608032
4/24/2018,4:59:39 PM,810,641.081,35.29612732,34.75641251,34.75641251,31.50208855,32.26818085,31.72653198,33.04106903
4/24/2018,4:59:40 PM,351,641.622,35.36485672,34.73339462,34.81394196,31.53755569,32.29167557,31.79732132,33.04106903
4/24/2018,4:59:40 PM,621,641.892,35.39920425,34.74490356,34.77942657,31.54937553,32.23292923,31.73833466,33.052742
4/24/2018,4:59:40 PM,891,642.162,35.37630463,34.79093552,34.82544708,31.50208855,32.29167557,31.83270073,33.11108398
4/24/2018,4:59:41 PM,161,642.432,35.353405,34.72188187,34.83694839,31.5139122,32.33864975,31.76193237,33.07608032
4/24/2018,4:59:41 PM,432,642.703,35.34194946,34.72188187,34.74490356,31.47843742,32.23292923,31.77373123,33.01771927
4/24/2018,4:59:41 PM,702,642.973,35.41065216,34.72188187,34.80244064,31.5139122,32.25643158,31.76193237,33.052742
4/24/2018,4:59:41 PM,972,643.243,35.38775635,34.79093552,34.80244064,31.49026299,32.25643158,31.72653198,33.06441116
4/24/2018,4:59:42 PM,242,643.513,35.47931671,34.81394196,34.8714447,31.5730114,32.31516266,31.80911636,33.09941864
4/24/2018,4:59:42 PM,783,644.054,35.38775635,34.74490356,34.83694839,31.44295311,32.25643158,31.71473122,33.02939606
4/24/2018,4:59:43 PM,53,644.324,35.37630463,34.72188187,34.80244064,31.47843742,32.19766998,31.71473122,33.02939606
4/24/2018,4:59:43 PM,324,644.595,35.36485672,34.68733978,34.76792145,31.47843742,32.19766998,31.70292664,32.99436951
4/24/2018,4:59:43 PM,594,644.865,35.36485672,34.71036911,34.75641251,31.45478249,32.16239929,31.67931557,33.01771927
4/24/2018,4:59:43 PM,864,645.135,35.43354416,34.80244064,34.84844589,31.54937553,32.26818085,31.80911636,33.15773773
4/24/2018,4:59:44 PM,134,645.405,35.43354416,34.84844589,34.8714447,31.54937553,32.29167557,31.83270073,33.16939926
4/24/2018,4:59:44 PM,405,645.676,35.51363373,34.91742706,34.8944397,31.58482742,32.33864975,31.85628128,33.16939926
4/24/2018,4:59:44 PM,675,645.946,35.52507401,34.92892075,34.94041443,31.64389229,32.37386703,31.8680687,33.18106079
4/24/2018,4:59:44 PM,945,646.216,35.46787643,34.91742706,34.9519043,31.58482742,32.36212921,31.8209095,33.16939926
4/24/2018,4:59:45 PM,486,646.757,35.45643234,34.8714447,34.90593338,31.5730114,32.25643158,31.83270073,33.12274933
4/24/2018,4:59:45 PM,756,647.027,35.46787643,34.8944397,34.9519043,31.54937553,32.2799263,31.79732132,33.1460762
4/24/2018,4:59:46 PM,26,647.297,35.45643234,34.80244064,34.8714447,31.5139122,32.25643158,31.73833466,33.08774948
4/24/2018,4:59:46 PM,296,647.567,35.39920425,34.79093552,34.83694839,31.50208855,32.22117615,31.69112206,33.07608032
4/24/2018,4:59:46 PM,567,647.838,35.39920425,34.8599472,34.8599472,31.52573395,32.32690811,31.75013351,33.13441467
4/24/2018,4:59:46 PM,837,648.108,35.46787643,34.90593338,34.8714447,31.54937553,32.33864975,31.76193237,33.1460762
4/24/2018,4:59:47 PM,378,648.649,35.46787643,34.8714447,34.80244064,31.54937553,32.29167557,31.76193237,33.11108398
4/24/2018,4:59:47 PM,648,648.919,35.43354416,34.8829422,34.8944397,31.5139122,32.30342102,31.78552628,33.09941864
4/24/2018,4:59:47 PM,918,649.189,35.45643234,34.90593338,34.8714447,31.5730114,32.32690811,31.83270073,33.15773773
4/24/2018,4:59:48 PM,188,649.459,35.49075699,34.8829422,34.90593338,31.60845757,32.37386703,31.8680687,33.13441467
4/24/2018,4:59:48 PM,729,650,35.45643234,34.90593338,34.8599472,31.53755569,32.31516266,31.83270073,33.18106079
4/24/2018,4:59:48 PM,999,650.27,35.46787643,34.92892075,34.90593338,31.60845757,32.32690811,31.84449196,33.15773773
4/24/2018,4:59:49 PM,269,650.54,35.45643234,34.91742706,34.8829422,31.58482742,32.33864975,31.80911636,33.09941864
4/24/2018,4:59:49 PM,540,650.811,35.36485672,34.84844589,34.77942657,31.39562416,32.22117615,31.75013351,33.052742
4/24/2018,4:59:49 PM,810,651.081,35.41065216,34.81394196,34.83694839,31.44295311,32.24468231,31.72653198,33.01771927
4/24/2018,4:59:50 PM,80,651.351,35.36485672,34.8944397,34.79093552,31.47843742,32.25643158,31.75013351,33.01771927
4/24/2018,4:59:50 PM,351,651.622,35.42210007,34.81394196,34.76792145,31.46660995,32.26818085,31.79732132,33.04106903
4/24/2018,4:59:50 PM,891,652.162,35.36485672,34.79093552,34.73339462,31.5139122,32.24468231,31.77373123,33.02939606
4/24/2018,4:59:51 PM,161,652.432,35.36485672,34.80244064,34.74490356,31.49026299,32.23292923,31.72653198,33.052742
4/24/2018,4:59:51 PM,432,652.703,35.38775635,34.74490356,34.71036911,31.44295311,32.23292923,31.69112206,33.01771927
4/24/2018,4:59:51 PM,702,652.973,35.38775635,34.79093552,34.74490356,31.45478249,32.24468231,31.72653198,33.02939606
4/24/2018,4:59:51 PM,972,653.243,35.42210007,34.82544708,34.75641251,31.43112183,32.22117615,31.71473122,33.02939606
4/24/2018,4:59:52 PM,242,653.513,35.36485672,34.81394196,34.77942657,31.45478249,32.25643158,31.70292664,33.052742
4/24/2018,4:59:52 PM,513,653.784,35.42210007,34.81394196,34.75641251,31.50208855,32.29167557,31.76193237,33.06441116
4/24/2018,4:59:53 PM,53,654.324,35.33049393,34.77942657,34.75641251,31.46660995,32.24468231,31.66750908,32.99436951
4/24/2018,4:59:53 PM,324,654.595,35.33049393,34.72188187,34.74490356,31.40745735,32.19766998,31.63208199,32.99436951
4/24/2018,4:59:53 PM,594,654.865,35.27320862,34.68733978,34.6412735,31.33643532,32.15063858,31.58482742,32.94765091
4/24/2018,4:59:53 PM,864,655.135,35.34194946,34.75641251,34.74490356,31.44295311,32.18591309,31.70292664,33.01771927
4/24/2018,4:59:54 PM,134,655.405,35.28466797,34.68733978,34.65279007,31.33643532,32.13887787,31.59664345,32.94765091
4/24/2018,4:59:54 PM,675,655.946,35.33049393,34.75641251,34.74490356,31.36011505,32.17415619,31.64389229,33.0060463
4/24/2018,4:59:54 PM,945,656.216,35.30758286,34.72188187,34.68733978,31.38378906,32.17415619,31.5730114,32.99436951
4/24/2018,4:59:55 PM,215,656.486,35.23882294,34.67582703,34.6412735,31.36011505,32.12711716,31.5730114,32.93596649
4/24/2018,4:59:55 PM,486,656.757,35.353405,34.71036911,34.69885635,31.40745735,32.13887787,31.65570068,32.93596649
4/24/2018,4:59:55 PM,756,657.027,35.33049393,34.72188187,34.72188187,31.38378906,32.10359192,31.65570068,32.94765091
4/24/2018,4:59:56 PM,26,657.297,35.30758286,34.75641251,34.72188187,31.34827614,32.08005905,31.65570068,32.95933151
4/24/2018,4:59:56 PM,296,657.567,35.33049393,34.77942657,34.69885635,31.39562416,32.12711716,31.66750908,33.0060463
4/24/2018,4:59:56 PM,567,657.838,35.33049393,34.74490356,34.72188187,31.41929054,32.18591309,31.64389229,32.97101212
4/24/2018,4:59:56 PM,837,658.108,35.353405,34.79093552,34.75641251,31.45478249,32.20942307,31.67931557,33.02939606
4/24/2018,4:59:57 PM,378,658.649,35.353405,34.82544708,34.74490356,31.46660995,32.22117615,31.72653198,32.9826889
4/24/2018,4:59:57 PM,648,658.919,35.38775635,34.76792145,34.75641251,31.44295311,32.17415619,31.66750908,32.99436951
4/24/2018,4:59:57 PM,918,659.189,35.30758286,34.68733978,34.68733978,31.38378906,32.13887787,31.63208199,32.93596649
4/24/2018,4:59:58 PM,188,659.459,35.28466797,34.74490356,34.72188187,31.37195206,32.11535645,31.64389229,32.94765091
4/24/2018,4:59:58 PM,729,660,35.34194946,34.81394196,34.75641251,31.46660995,32.20942307,31.71473122,33.0060463
4/24/2018,4:59:58 PM,999,660.27,35.30758286,34.74490356,34.74490356,31.33643532,32.15063858,31.64389229,32.95933151
4/24/2018,4:59:59 PM,269,660.54,35.33049393,34.74490356,34.72188187,31.39562416,32.10359192,31.63208199,32.93596649
4/24/2018,4:59:59 PM,540,660.811,35.29612732,34.69885635,34.66430664,31.33643532,32.11535645,31.64389229,32.91259766
4/24/2018,4:59:59 PM,810,661.081,35.37630463,34.79093552,34.75641251,31.40745735,32.22117615,31.71473122,33.0060463
4/24/2018,5:00:00 PM,80,661.351,35.26174927,34.72188187,34.71036911,31.33643532,32.10359192,31.62026978,32.91259766
4/24/2018,5:00:00 PM,621,661.892,35.28466797,34.84844589,34.77942657,31.38378906,32.18591309,31.67931557,33.02939606
4/24/2018,5:00:00 PM,891,662.162,35.29612732,34.73339462,34.69885635,31.34827614,32.06829071,31.60845757,32.93596649
4/24/2018,5:00:01 PM,161,662.432,35.22735977,34.73339462,34.65279007,31.28906441,32.05652237,31.63208199,32.90091324
4/24/2018,5:00:01 PM,432,662.703,35.30758286,34.73339462,34.69885635,31.33643532,32.11535645,31.63208199,32.93596649
4/24/2018,5:00:01 PM,702,662.973,35.19296265,34.66430664,34.66430664,31.31275368,32.08005905,31.63208199,32.93596649
4/24/2018,5:00:01 PM,972,663.243,35.30758286,34.76792145,34.73339462,31.34827614,32.13887787,31.65570068,32.94765091
4/24/2018,5:00:02 PM,242,663.513,35.33049393,34.76792145,34.72188187,31.33643532,32.10359192,31.63208199,32.95933151
4/24/2018,5:00:02 PM,783,664.054,35.33049393,34.74490356,34.71036911,31.39562416,32.15063858,31.70292664,32.94765091
4/24/2018,5:00:03 PM,53,664.324,35.31904221,34.77942657,34.76792145,31.36011505,32.13887787,31.65570068,32.9826889
4/24/2018,5:00:03 PM,324,664.595,35.36485672,34.83694839,34.79093552,31.41929054,32.19766998,31.69112206,33.02939606
4/24/2018,5:00:03 PM,594,664.865,35.37630463,34.84844589,34.83694839,31.43112183,32.20942307,31.71473122,33.04106903
4/24/2018,5:00:03 PM,864,665.135,35.36485672,34.82544708,34.75641251,31.41929054,32.18591309,31.66750908,32.97101212
4/24/2018,5:00:04 PM,405,665.676,35.39920425,34.8944397,34.81394196,31.47843742,32.16239929,31.72653198,33.0060463
4/24/2018,5:00:04 PM,675,665.946,35.353405,34.8714447,34.76792145,31.40745735,32.16239929,31.77373123,33.01771927
4/24/2018,5:00:04 PM,945,666.216,35.36485672,34.81394196,34.74490356,31.38378906,32.12711716,31.67931557,33.0060463
4/24/2018,5:00:05 PM,215,666.486,35.26174927,34.73339462,34.67582703,31.3245945,32.04475403,31.62026978,32.95933151
4/24/2018,5:00:05 PM,486,666.757,35.28466797,34.80244064,34.71036911,31.39562416,32.16239929,31.66750908,32.94765091
4/24/2018,5:00:05 PM,756,667.027,35.38775635,34.75641251,34.73339462,31.40745735,32.13887787,31.66750908,33.0060463
4/24/2018,5:00:06 PM,26,667.297,35.28466797,34.80244064,34.71036911,31.36011505,32.13887787,31.63208199,32.95933151
4/24/2018,5:00:06 PM,296,667.567,35.39920425,34.84844589,34.77942657,31.41929054,32.18591309,31.70292664,33.04106903
4/24/2018,5:00:06 PM,837,668.108,35.37630463,34.75641251,34.73339462,31.34827614,32.15063858,31.70292664,33.0060463
4/24/2018,5:00:07 PM,107,668.378,35.41065216,34.8599472,34.81394196,31.47843742,32.18591309,31.76193237,33.052742
4/24/2018,5:00:07 PM,378,668.649,35.43354416,34.83694839,34.80244064,31.41929054,32.16239929,31.69112206,33.04106903
4/24/2018,5:00:07 PM,648,668.919,35.34194946,34.76792145,34.73339462,31.36011505,32.16239929,31.69112206,32.9826889
4/24/2018,5:00:07 PM,918,669.189,35.30758286,34.77942657,34.69885635,31.39562416,32.15063858,31.67931557,32.97101212
4/24/2018,5:00:08 PM,188,669.459,35.33049393,34.75641251,34.72188187,31.40745735,32.17415619,31.66750908,33.02939606
4/24/2018,5:00:08 PM,729,670,35.31904221,34.71036911,34.69885635,31.39562416,32.09182739,31.67931557,33.01771927
4/24/2018,5:00:08 PM,999,670.27,35.33049393,34.75641251,34.68733978,31.37195206,32.10359192,31.67931557,32.9826889
4/24/2018,5:00:09 PM,269,670.54,35.34194946,34.75641251,34.71036911,31.41929054,32.11535645,31.71473122,32.97101212
4/24/2018,5:00:09 PM,540,670.811,35.39920425,34.80244064,34.73339462,31.41929054,32.09182739,31.69112206,32.9826889
4/24/2018,5:00:09 PM,810,671.081,35.30758286,34.79093552,34.66430664,31.3245945,32.15063858,31.64389229,32.97101212
4/24/2018,5:00:10 PM,80,671.351,35.353405,34.77942657,34.71036911,31.39562416,32.11535645,31.67931557,32.9826889
4/24/2018,5:00:10 PM,351,671.622,35.34194946,34.79093552,34.68733978,31.39562416,32.11535645,31.65570068,32.94765091
4/24/2018,5:00:10 PM,621,671.892,35.28466797,34.73339462,34.66430664,31.34827614,32.06829071,31.63208199,32.90091324
4/24/2018,5:00:10 PM,891,672.162,35.36485672,34.76792145,34.73339462,31.38378906,32.08005905,31.66750908,32.97101212
4/24/2018,5:00:11 PM,432,672.703,35.353405,34.77942657,34.67582703,31.39562416,32.09182739,31.63208199,32.95933151
4/24/2018,5:00:11 PM,702,672.973,35.29612732,34.73339462,34.68733978,31.37195206,32.10359192,31.66750908,32.95933151
4/24/2018,5:00:11 PM,972,673.243,35.353405,34.80244064,34.68733978,31.36011505,32.10359192,31.63208199,32.9826889
4/24/2018,5:00:12 PM,242,673.513,35.34194946,34.73339462,34.66430664,31.34827614,32.12711716,31.64389229,32.97101212
4/24/2018,5:00:12 PM,513,673.784,35.34194946,34.76792145,34.68733978,31.3245945,32.05652237,31.59664345,32.95933151
4/24/2018,5:00:13 PM,53,674.324,35.27320862,34.74490356,34.6412735,31.28906441,32.10359192,31.56119347,32.97101212
4/24/2018,5:00:13 PM,324,674.595,35.30758286,34.72188187,34.67582703,31.38378906,32.16239929,31.59664345,32.9826889
4/24/2018,5:00:13 PM,594,674.865,35.34194946,34.73339462,34.68733978,31.36011505,32.15063858,31.64389229,32.97101212
4/24/2018,5:00:13 PM,864,675.135,35.30758286,34.73339462,34.61822891,31.39562416,32.15063858,31.66750908,32.90091324
4/24/2018,5:00:14 PM,134,675.405,35.36485672,34.77942657,34.73339462,31.47843742,32.18591309,31.72653198,32.97101212
4/24/2018,5:00:14 PM,405,675.676,35.43354416,34.81394196,34.74490356,31.50208855,32.25643158,31.70292664,33.04106903
4/24/2018,5:00:14 PM,945,676.216,35.42210007,34.81394196,34.73339462,31.45478249,32.20942307,31.67931557,33.02939606
4/24/2018,5:00:15 PM,215,676.486,35.39920425,34.79093552,34.74490356,31.43112183,32.18591309,31.70292664,33.052742
4/24/2018,5:00:15 PM,486,676.757,35.38775635,34.75641251,34.72188187,31.41929054,32.18591309,31.66750908,33.02939606
4/24/2018,5:00:15 PM,756,677.027,35.37630463,34.76792145,34.71036911,31.43112183,32.13887787,31.64389229,32.9826889
4/24/2018,5:00:16 PM,296,677.567,35.39920425,34.73339462,34.72188187,31.47843742,32.11535645,31.65570068,32.9826889
4/24/2018,5:00:16 PM,567,677.838,35.36485672,34.79093552,34.74490356,31.44295311,32.18591309,31.67931557,33.02939606
4/24/2018,5:00:16 PM,837,678.108,35.36485672,34.8599472,34.72188187,31.45478249,32.24468231,31.70292664,33.0060463
4/24/2018,5:00:17 PM,107,678.378,35.37630463,34.76792145,34.73339462,31.45478249,32.18591309,31.66750908,33.01771927
4/24/2018,5:00:17 PM,378,678.649,35.34194946,34.80244064,34.69885635,31.44295311,32.22117615,31.65570068,33.01771927
4/24/2018,5:00:17 PM,918,679.189,35.39920425,34.8829422,34.79093552,31.47843742,32.26818085,31.73833466,33.04106903
4/24/2018,5:00:18 PM,188,679.459,35.34194946,34.82544708,34.67582703,31.39562416,32.16239929,31.60845757,32.99436951
4/24/2018,5:00:18 PM,459,679.73,35.39920425,34.8599472,34.74490356,31.40745735,32.18591309,31.66750908,33.04106903
4/24/2018,5:00:18 PM,729,680,35.36485672,34.82544708,34.74490356,31.40745735,32.18591309,31.59664345,32.97101212
4/24/2018,5:00:18 PM,999,680.27,35.33049393,34.82544708,34.72188187,31.37195206,32.15063858,31.64389229,32.94765091
4/24/2018,5:00:19 PM,269,680.54,35.33049393,34.76792145,34.68733978,31.37195206,32.10359192,31.60845757,32.95933151
4/24/2018,5:00:19 PM,540,680.811,35.28466797,34.81394196,34.67582703,31.39562416,32.13887787,31.64389229,32.92428207
4/24/2018,5:00:19 PM,810,681.081,35.18149185,34.67582703,34.57213593,31.27721786,32.02120972,31.54937553,32.81908035
4/24/2018,5:00:20 PM,80,681.351,35.21589279,34.68733978,34.62975311,31.26537132,32.08005905,31.59664345,32.86584854
4/24/2018,5:00:20 PM,621,681.892,35.19296265,34.6412735,34.58366013,31.30090904,32.05652237,31.5730114,32.85415649
4/24/2018,5:00:20 PM,891,682.162,35.19296265,34.62975311,34.57213593,31.25352287,32.00943756,31.5139122,32.81908035
4/24/2018,5:00:21 PM,161,682.432,35.22735977,34.68733978,34.58366013,31.26537132,32.02120972,31.56119347,32.8307724
4/24/2018,5:00:21 PM,432,682.703,35.17002487,34.60670853,34.52602005,31.2179718,31.9976635,31.47843742,32.84246445
4/24/2018,5:00:21 PM,702,682.973,35.11266327,34.5490799,34.47989273,31.18240929,31.98588753,31.49026299,32.77229309
4/24/2018,5:00:22 PM,242,683.513,35.11266327,34.5490799,34.47989273,31.2179718,32.00943756,31.50208855,32.77229309
4/24/2018,5:00:22 PM,513,683.784,35.12413788,34.58366013,34.49142456,31.24167442,32.03298187,31.5139122,32.79568863
4/24/2018,5:00:22 PM,783,684.054,35.18149185,34.59518433,34.52602005,31.24167442,32.06829071,31.60845757,32.84246445
4/24/2018,5:00:23 PM,53,684.324,35.12413788,34.57213593,34.49142456,31.20611954,31.98588753,31.47843742,32.77229309
4/24/2018,5:00:23 PM,324,684.595,35.11266327,34.57213593,34.46835709,31.25352287,32.04475403,31.47843742,32.84246445
4/24/2018,5:00:23 PM,594,684.865,35.08971024,34.52602005,34.43374252,31.19426537,31.96233368,31.49026299,32.76059341
4/24/2018,5:00:23 PM,864,685.135,35.2502861,34.65279007,34.56060791,31.36011505,32.08005905,31.59664345,32.90091324
4/24/2018,5:00:24 PM,405,685.676,35.21589279,34.68733978,34.59518433,31.36011505,32.16239929,31.66750908,32.97101212
4/24/2018,5:00:24 PM,675,685.946,35.2502861,34.66430664,34.5490799,31.38378906,32.12711716,31.60845757,32.87753677
4/24/2018,5:00:24 PM,945,686.216,35.30758286,34.75641251,34.68733978,31.39562416,32.18591309,31.65570068,32.9826889
4/24/2018,5:00:25 PM,215,686.486,35.26174927,34.72188187,34.57213593,31.40745735,32.17415619,31.69112206,32.99436951
4/24/2018,5:00:25 PM,486,686.757,35.29612732,34.72188187,34.65279007,31.40745735,32.24468231,31.71473122,32.97101212
4/24/2018,5:00:25 PM,756,687.027,35.30758286,34.79093552,34.72188187,31.41929054,32.22117615,31.65570068,33.01771927
4/24/2018,5:00:26 PM,296,687.567,35.33049393,34.73339462,34.61822891,31.40745735,32.17415619,31.63208199,32.97101212
4/24/2018,5:00:26 PM,567,687.838,35.30758286,34.72188187,34.61822891,31.3245945,32.15063858,31.65570068,32.99436951
4/24/2018,5:00:26 PM,837,688.108,35.23882294,34.66430664,34.57213593,31.3245945,32.15063858,31.62026978,32.93596649
4/24/2018,5:00:27 PM,107,688.378,35.22735977,34.66430664,34.53755188,31.3245945,32.13887787,31.58482742,32.91259766
4/24/2018,5:00:27 PM,378,688.649,35.22735977,34.69885635,34.61822891,31.36011505,32.17415619,31.65570068,32.99436951
4/24/2018,5:00:27 PM,648,688.919,35.17002487,34.62975311,34.56060791,31.31275368,32.10359192,31.67931557,32.91259766
4/24/2018,5:00:27 PM,918,689.189,35.26174927,34.66430664,34.58366013,31.38378906,32.15063858,31.71473122,32.94765091
4/24/2018,5:00:28 PM,459,689.73,35.47931671,34.90593338,34.84844589,31.5730114,32.35039139,31.90342712,33.1460762
4/24/2018,5:00:28 PM,729,690,35.46787643,34.8714447,34.8714447,31.5730114,32.36212921,31.96233368,33.15773773
4/24/2018,5:00:28 PM,999,690.27,35.41065216,34.8714447,34.77942657,31.54937553,32.33864975,31.93877411,33.13441467
4/24/2018,5:00:29 PM,269,690.54,35.44498825,34.81394196,34.82544708,31.50208855,32.32690811,31.83270073,33.11108398
4/24/2018,5:00:29 PM,540,690.811,35.46787643,34.91742706,34.8599472,31.54937553,32.36212921,31.8680687,33.12274933
4/24/2018,5:00:30 PM,80,691.351,35.45643234,34.84844589,34.8944397,31.56119347,32.36212921,31.91521072,33.15773773
