Plot 1 FLIR USB Video,,,,,,,,,,
,,,,,,,,,,
,,,,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value,Sp6.Value,Sp7.Value
Emissivity,,,,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881
Distance,,,,1,1,1,1,1,1,1
Reflected temperature,,,,23.9999939,23.9999939,23.9999939,23.9999939,23.9999939,23.9999939,23.9999939
Location X,,,,293,296,295,20,22,19,78
Location Y,,,,60,111,169,56,114,167,117
Size X,,,,,,,,,,
Size Y,,,,,,,,,,
Surface (pixels),,,,,,,,,,
,,,,,,,,,,
Date,Time,Milliseconds,Relative time,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value,Sp6.Value,Sp7.Value
4/24/2018,4:53:13 PM,864,255.135,35.27320862,34.67582703,34.59518433,31.73833466,32.4560051,31.96233368,33.1460762
4/24/2018,4:53:14 PM,134,255.405,35.26174927,34.67582703,34.5490799,31.66750908,32.43254471,31.90342712,33.08774948
4/24/2018,4:53:14 PM,405,255.676,35.27320862,34.67582703,34.56060791,31.69112206,32.4208107,31.96233368,33.09941864
4/24/2018,4:53:14 PM,945,256.216,35.29612732,34.69885635,34.5490799,31.75013351,32.50291443,31.98588753,33.11108398
4/24/2018,4:53:15 PM,215,256.486,35.30758286,34.69885635,34.57213593,31.77373123,32.53808594,31.9505558,33.16939926
4/24/2018,4:53:15 PM,486,256.757,35.26174927,34.76792145,34.58366013,31.71473122,32.4442749,31.96233368,33.09941864
4/24/2018,4:53:15 PM,756,257.027,35.30758286,34.75641251,34.5490799,31.71473122,32.46773529,31.93877411,33.1460762
4/24/2018,4:53:16 PM,26,257.297,35.30758286,34.71036911,34.51449203,31.67931557,32.4560051,31.93877411,33.13441467
4/24/2018,4:53:16 PM,297,257.568,35.30758286,34.75641251,34.56060791,31.75013351,32.49118805,31.96233368,33.16939926
4/24/2018,4:53:16 PM,567,257.838,35.37630463,34.75641251,34.59518433,31.80911636,32.5498085,31.9505558,33.16939926
4/24/2018,4:53:16 PM,837,258.108,35.353405,34.77942657,34.60670853,31.79732132,32.52636337,31.98588753,33.18106079
4/24/2018,4:53:17 PM,378,258.649,35.34194946,34.81394196,34.65279007,31.75013351,32.47946167,32.02120972,33.19271851
4/24/2018,4:53:17 PM,648,258.919,35.36485672,34.71036911,34.60670853,31.70292664,32.43254471,31.9505558,33.09941864
4/24/2018,4:53:17 PM,918,259.189,35.33049393,34.69885635,34.60670853,31.69112206,32.4560051,31.9505558,33.07608032
4/24/2018,4:53:18 PM,188,259.459,35.33049393,34.71036911,34.59518433,31.72653198,32.50291443,31.9976635,33.12274933
4/24/2018,4:53:18 PM,459,259.73,35.27320862,34.69885635,34.58366013,31.66750908,32.4208107,31.93877411,33.12274933
4/24/2018,4:53:18 PM,729,260,35.36485672,34.73339462,34.58366013,31.76193237,32.50291443,31.9505558,33.1460762
4/24/2018,4:53:18 PM,999,260.27,35.353405,34.73339462,34.59518433,31.70292664,32.46773529,31.90342712,33.09941864
4/24/2018,4:53:19 PM,269,260.54,35.31904221,34.72188187,34.61822891,31.70292664,32.49118805,31.97411156,33.13441467
4/24/2018,4:53:19 PM,810,261.081,35.30758286,34.68733978,34.56060791,31.70292664,32.49118805,31.92699432,33.11108398
4/24/2018,4:53:20 PM,80,261.351,35.353405,34.74490356,34.62975311,31.75013351,32.47946167,32.03298187,33.16939926
4/24/2018,4:53:20 PM,351,261.622,35.28466797,34.68733978,34.53755188,31.69112206,32.4208107,31.97411156,33.11108398
4/24/2018,4:53:20 PM,621,261.892,35.37630463,34.71036911,34.62975311,31.77373123,32.53808594,31.98588753,33.15773773
4/24/2018,4:53:20 PM,891,262.162,35.353405,34.73339462,34.62975311,31.78552628,32.52636337,32.02120972,33.1460762
4/24/2018,4:53:21 PM,161,262.432,35.36485672,34.74490356,34.6412735,31.77373123,32.573246,32.06829071,33.18106079
4/24/2018,4:53:21 PM,432,262.703,35.34194946,34.67582703,34.57213593,31.70292664,32.50291443,32.00943756,33.16939926
4/24/2018,4:53:21 PM,702,262.973,35.33049393,34.75641251,34.57213593,31.72653198,32.5498085,32.03298187,33.18106079
4/24/2018,4:53:22 PM,242,263.513,35.26174927,34.68733978,34.56060791,31.69112206,32.43254471,31.96233368,33.13441467
4/24/2018,4:53:22 PM,513,263.784,35.27320862,34.6412735,34.5490799,31.71473122,32.4560051,31.93877411,33.09941864
4/24/2018,4:53:22 PM,783,264.054,35.42210007,34.79093552,34.69885635,31.75013351,32.50291443,32.02120972,33.1460762
4/24/2018,4:53:23 PM,53,264.324,35.353405,34.80244064,34.72188187,31.75013351,32.52636337,32.03298187,33.20437622
4/24/2018,4:53:23 PM,594,264.865,35.41065216,34.8599472,34.80244064,31.85628128,32.60839462,32.11535645,33.25099564
4/24/2018,4:53:23 PM,864,265.135,35.26174927,34.69885635,34.62975311,31.78552628,32.53808594,32.04475403,33.21603394
4/24/2018,4:53:24 PM,134,265.405,35.21589279,34.62975311,34.47989273,31.65570068,32.38560486,31.89164162,33.08774948
4/24/2018,4:53:24 PM,405,265.676,35.27320862,34.68733978,34.5490799,31.72653198,32.4208107,31.90342712,33.09941864
4/24/2018,4:53:24 PM,945,266.216,35.23882294,34.67582703,34.52602005,31.71473122,32.43254471,31.98588753,33.08774948
4/24/2018,4:53:25 PM,215,266.486,35.23882294,34.68733978,34.51449203,31.73833466,32.40907669,31.92699432,33.07608032
4/24/2018,4:53:25 PM,486,266.757,35.27320862,34.67582703,34.56060791,31.71473122,32.4208107,31.9505558,33.08774948
4/24/2018,4:53:25 PM,756,267.027,35.30758286,34.71036911,34.62975311,31.69112206,32.4442749,32.04475403,33.09941864
4/24/2018,4:53:26 PM,26,267.297,35.31904221,34.66430664,34.61822891,31.71473122,32.46773529,31.98588753,33.12274933
4/24/2018,4:53:26 PM,297,267.568,35.31904221,34.66430664,34.57213593,31.67931557,32.4208107,31.9505558,33.07608032
4/24/2018,4:53:26 PM,837,268.108,35.30758286,34.68733978,34.56060791,31.69112206,32.4442749,31.9505558,33.07608032
4/24/2018,4:53:27 PM,107,268.378,35.29612732,34.65279007,34.47989273,31.66750908,32.40907669,31.92699432,33.11108398
4/24/2018,4:53:27 PM,378,268.649,35.30758286,34.65279007,34.53755188,31.75013351,32.46773529,31.91521072,33.11108398
4/24/2018,4:53:27 PM,648,268.919,35.30758286,34.77942657,34.57213593,31.76193237,32.53808594,32.00943756,33.1460762
4/24/2018,4:53:27 PM,918,269.189,35.26174927,34.66430664,34.53755188,31.63208199,32.39734268,31.93877411,33.08774948
4/24/2018,4:53:28 PM,188,269.459,35.37630463,34.76792145,34.62975311,31.77373123,32.50291443,32.00943756,33.16939926
4/24/2018,4:53:28 PM,459,269.73,35.39920425,34.81394196,34.69885635,31.79732132,32.53808594,32.08005905,33.18106079
4/24/2018,4:53:28 PM,999,270.27,35.34194946,34.76792145,34.62975311,31.77373123,32.5498085,32.05652237,33.16939926
4/24/2018,4:53:29 PM,269,270.54,35.33049393,34.67582703,34.62975311,31.73833466,32.47946167,32.04475403,33.15773773
4/24/2018,4:53:29 PM,540,270.811,35.38775635,34.69885635,34.60670853,31.79732132,32.53808594,32.05652237,33.1460762
4/24/2018,4:53:29 PM,810,271.081,35.30758286,34.73339462,34.60670853,31.77373123,32.49118805,32.03298187,33.1460762
4/24/2018,4:53:30 PM,80,271.351,35.34194946,34.80244064,34.61822891,31.77373123,32.52636337,32.08005905,33.16939926
4/24/2018,4:53:30 PM,351,271.622,35.34194946,34.80244064,34.66430664,31.77373123,32.58496475,32.11535645,33.21603394
4/24/2018,4:53:30 PM,621,271.892,35.49075699,34.81394196,34.66430664,31.93877411,32.59667969,32.15063858,33.25099564
4/24/2018,4:53:30 PM,891,272.162,35.45643234,34.74490356,34.67582703,31.83270073,32.58496475,32.11535645,33.22768784
4/24/2018,4:53:31 PM,432,272.703,35.38775635,34.69885635,34.66430664,31.79732132,32.5498085,32.06829071,33.16939926
4/24/2018,4:53:31 PM,702,272.973,35.37630463,34.72188187,34.6412735,31.8209095,32.56152725,32.09182739,33.15773773
4/24/2018,4:53:31 PM,972,273.243,35.37630463,34.68733978,34.60670853,31.77373123,32.56152725,32.03298187,33.19271851
4/24/2018,4:53:32 PM,242,273.513,35.39920425,34.81394196,34.69885635,31.85628128,32.63182449,32.09182739,33.23934174
4/24/2018,4:53:32 PM,513,273.784,35.46787643,34.8944397,34.75641251,31.91521072,32.69037247,32.13887787,33.27429962
4/24/2018,4:53:33 PM,53,274.324,35.44498825,34.8829422,34.75641251,31.91521072,32.66695786,32.18591309,33.27429962
4/24/2018,4:53:33 PM,324,274.595,35.39920425,34.81394196,34.67582703,31.84449196,32.573246,32.15063858,33.21603394
4/24/2018,4:53:33 PM,594,274.865,35.39920425,34.83694839,34.69885635,31.84449196,32.62010956,32.09182739,33.20437622
4/24/2018,4:53:33 PM,864,275.135,35.42210007,34.8599472,34.71036911,31.83270073,32.62010956,32.09182739,33.25099564
4/24/2018,4:53:34 PM,134,275.405,35.44498825,34.90593338,34.76792145,31.87985611,32.66695786,32.13887787,33.29759598
4/24/2018,4:53:34 PM,405,275.676,35.45643234,34.8599472,34.79093552,31.87985611,32.67866516,32.17415619,33.28594589
4/24/2018,4:53:34 PM,675,275.946,35.51363373,34.8944397,34.80244064,31.92699432,32.71378326,32.20942307,33.30924225
4/24/2018,4:53:34 PM,945,276.216,35.50219727,34.8714447,34.75641251,31.83270073,32.62010956,32.16239929,33.27429962
4/24/2018,4:53:35 PM,215,276.486,35.50219727,34.8714447,34.82544708,31.87985611,32.66695786,32.20942307,33.29759598
4/24/2018,4:53:35 PM,756,277.027,35.47931671,34.83694839,34.75641251,31.90342712,32.63182449,32.15063858,33.22768784
4/24/2018,4:53:36 PM,26,277.297,35.46787643,34.8599472,34.76792145,31.87985611,32.64353561,32.22117615,33.27429962
4/24/2018,4:53:36 PM,297,277.568,35.45643234,34.83694839,34.76792145,31.80911636,32.64353561,32.17415619,33.26264572
4/24/2018,4:53:36 PM,567,277.838,35.51363373,34.94041443,34.82544708,31.92699432,32.69037247,32.25643158,33.28594589
4/24/2018,4:53:36 PM,837,278.108,35.43354416,34.77942657,34.72188187,31.84449196,32.63182449,32.17415619,33.23934174
4/24/2018,4:53:37 PM,378,278.649,35.47931671,34.90593338,34.82544708,31.96233368,32.74889374,32.24468231,33.29759598
4/24/2018,4:53:37 PM,648,278.919,35.52507401,34.90593338,34.84844589,31.92699432,32.77229309,32.26818085,33.30924225
4/24/2018,4:53:37 PM,918,279.189,35.53650665,34.90593338,34.83694839,31.93877411,32.66695786,32.20942307,33.27429962
4/24/2018,4:53:38 PM,188,279.459,35.54794312,34.8944397,34.8829422,31.90342712,32.74889374,32.22117615,33.34417725
4/24/2018,4:53:38 PM,459,279.73,35.55937576,34.96339417,34.8829422,31.96233368,32.74889374,32.23292923,33.32088852
4/24/2018,4:53:38 PM,729,280,35.67365646,35.05527115,34.91742706,32.03298187,32.81908035,32.32690811,33.37910461
4/24/2018,4:53:38 PM,999,280.27,35.67365646,35.05527115,34.96339417,31.98588753,32.79568863,32.29167557,33.39074326
4/24/2018,4:53:39 PM,540,280.811,35.60510254,34.94041443,34.90593338,31.98588753,32.70207977,32.23292923,33.34417725
4/24/2018,4:53:39 PM,810,281.081,35.57080841,34.94041443,34.84844589,32.00943756,32.78399277,32.22117615,33.30924225
4/24/2018,4:53:40 PM,80,281.351,35.44498825,34.83694839,34.71036911,31.90342712,32.60839462,32.16239929,33.25099564
4/24/2018,4:53:40 PM,351,281.622,35.43354416,34.83694839,34.72188187,31.8680687,32.64353561,32.08005905,33.19271851
4/24/2018,4:53:40 PM,621,281.892,35.46787643,34.91742706,34.76792145,31.9505558,32.67866516,32.18591309,33.25099564
4/24/2018,4:53:40 PM,891,282.162,35.50219727,34.8714447,34.80244064,31.87985611,32.67866516,32.15063858,33.21603394
4/24/2018,4:53:41 PM,161,282.432,35.46787643,34.8944397,34.76792145,31.8680687,32.66695786,32.11535645,33.26264572
4/24/2018,4:53:41 PM,432,282.703,35.43354416,34.83694839,34.72188187,31.85628128,32.67866516,32.08005905,33.21603394
4/24/2018,4:53:41 PM,972,283.243,35.44498825,34.8829422,34.80244064,31.89164162,32.69037247,32.15063858,33.22768784
4/24/2018,4:53:42 PM,242,283.513,35.43354416,34.83694839,34.81394196,31.89164162,32.64353561,32.16239929,33.26264572
4/24/2018,4:53:42 PM,513,283.784,35.42210007,34.81394196,34.79093552,31.87985611,32.62010956,32.13887787,33.25099564
4/24/2018,4:53:42 PM,783,284.054,35.49075699,34.8599472,34.77942657,31.92699432,32.66695786,32.11535645,33.26264572
4/24/2018,4:53:43 PM,53,284.324,35.42210007,34.8944397,34.80244064,31.90342712,32.65524673,32.20942307,33.26264572
4/24/2018,4:53:43 PM,324,284.595,35.38775635,34.79093552,34.72188187,31.83270073,32.60839462,32.08005905,33.22768784
4/24/2018,4:53:43 PM,594,284.865,35.36485672,34.76792145,34.6412735,31.73833466,32.58496475,32.05652237,33.19271851
4/24/2018,4:53:44 PM,134,285.405,35.38775635,34.81394196,34.69885635,31.77373123,32.59667969,32.11535645,33.22768784
4/24/2018,4:53:44 PM,405,285.676,35.36485672,34.77942657,34.6412735,31.78552628,32.53808594,32.05652237,33.16939926
4/24/2018,4:53:44 PM,675,285.946,35.353405,34.74490356,34.67582703,31.75013351,32.56152725,32.02120972,33.1460762
4/24/2018,4:53:44 PM,945,286.216,35.30758286,34.71036911,34.6412735,31.72653198,32.53808594,32.00943756,33.12274933
4/24/2018,4:53:45 PM,215,286.486,35.28466797,34.69885635,34.67582703,31.70292664,32.52636337,32.00943756,33.09941864
4/24/2018,4:53:45 PM,486,286.757,35.33049393,34.68733978,34.60670853,31.66750908,32.43254471,31.9505558,33.06441116
4/24/2018,4:53:45 PM,756,287.027,35.31904221,34.73339462,34.71036911,31.72653198,32.46773529,31.98588753,33.12274933
4/24/2018,4:53:46 PM,297,287.568,35.41065216,34.79093552,34.75641251,31.8209095,32.63182449,32.09182739,33.22768784
4/24/2018,4:53:46 PM,567,287.838,35.31904221,34.75641251,34.69885635,31.78552628,32.59667969,32.05652237,33.19271851
4/24/2018,4:53:46 PM,837,288.108,35.34194946,34.73339462,34.76792145,31.8209095,32.573246,32.09182739,33.18106079
4/24/2018,4:53:47 PM,107,288.378,35.36485672,34.74490356,34.77942657,31.84449196,32.58496475,32.11535645,33.16939926
4/24/2018,4:53:47 PM,648,288.919,35.34194946,34.73339462,34.69885635,31.77373123,32.573246,32.08005905,33.1460762
4/24/2018,4:53:47 PM,918,289.189,35.33049393,34.75641251,34.6412735,31.76193237,32.53808594,32.00943756,33.20437622
4/24/2018,4:53:48 PM,188,289.459,35.38775635,34.76792145,34.68733978,31.76193237,32.573246,31.98588753,33.18106079
4/24/2018,4:53:48 PM,459,289.73,35.29612732,34.69885635,34.66430664,31.77373123,32.53808594,32.02120972,33.13441467
4/24/2018,4:53:48 PM,729,290,35.33049393,34.68733978,34.62975311,31.76193237,32.50291443,31.98588753,33.15773773
4/24/2018,4:53:48 PM,999,290.27,35.33049393,34.67582703,34.62975311,31.75013351,32.51464081,32.00943756,33.18106079
4/24/2018,4:53:49 PM,269,290.54,35.29612732,34.68733978,34.60670853,31.73833466,32.52636337,32.00943756,33.16939926
4/24/2018,4:53:49 PM,810,291.081,35.30758286,34.72188187,34.71036911,31.77373123,32.63182449,32.04475403,33.19271851
4/24/2018,4:53:50 PM,80,291.351,35.34194946,34.79093552,34.74490356,31.77373123,32.59667969,32.06829071,33.21603394
4/24/2018,4:53:50 PM,351,291.622,35.37630463,34.81394196,34.75641251,31.85628128,32.65524673,32.11535645,33.29759598
4/24/2018,4:53:50 PM,621,291.892,35.39920425,34.81394196,34.76792145,31.84449196,32.59667969,32.11535645,33.22768784
4/24/2018,4:53:50 PM,891,292.162,35.37630463,34.83694839,34.73339462,31.83270073,32.62010956,32.10359192,33.25099564
4/24/2018,4:53:51 PM,161,292.432,35.353405,34.79093552,34.71036911,31.79732132,32.59667969,32.05652237,33.27429962
4/24/2018,4:53:51 PM,432,292.703,35.45643234,34.8944397,34.80244064,31.91521072,32.69037247,32.12711716,33.33253479
4/24/2018,4:53:51 PM,702,292.973,35.45643234,34.83694839,34.79093552,31.78552628,32.573246,32.09182739,33.25099564
4/24/2018,4:53:52 PM,242,293.513,35.46787643,34.8714447,34.77942657,31.89164162,32.65524673,32.15063858,33.30924225
4/24/2018,4:53:52 PM,513,293.784,35.45643234,34.81394196,34.76792145,31.84449196,32.56152725,32.10359192,33.26264572
4/24/2018,4:53:52 PM,783,294.054,35.33049393,34.71036911,34.66430664,31.76193237,32.50291443,32.02120972,33.20437622
4/24/2018,4:53:53 PM,53,294.324,35.353405,34.73339462,34.62975311,31.80911636,32.50291443,32.03298187,33.1460762
4/24/2018,4:53:53 PM,594,294.865,35.36485672,34.72188187,34.65279007,31.75013351,32.4560051,31.9976635,33.1460762
4/24/2018,4:53:53 PM,864,295.135,35.33049393,34.75641251,34.61822891,31.78552628,32.49118805,31.96233368,33.18106079
4/24/2018,4:53:54 PM,134,295.405,35.39920425,34.72188187,34.66430664,31.78552628,32.51464081,32.00943756,33.23934174
4/24/2018,4:53:54 PM,405,295.676,35.38775635,34.73339462,34.68733978,31.8209095,32.53808594,32.05652237,33.20437622
4/24/2018,4:53:54 PM,675,295.946,35.43354416,34.79093552,34.71036911,31.8680687,32.59667969,32.10359192,33.22768784
4/24/2018,4:53:54 PM,945,296.216,35.43354416,34.81394196,34.71036911,31.8209095,32.56152725,32.04475403,33.18106079
4/24/2018,4:53:55 PM,486,296.757,35.39920425,34.75641251,34.66430664,31.8209095,32.52636337,32.02120972,33.15773773
4/24/2018,4:53:55 PM,756,297.027,35.36485672,34.75641251,34.68733978,31.77373123,32.53808594,32.00943756,33.15773773
4/24/2018,4:53:56 PM,26,297.297,35.36485672,34.76792145,34.66430664,31.77373123,32.56152725,32.02120972,33.19271851
4/24/2018,4:53:56 PM,297,297.568,35.353405,34.71036911,34.59518433,31.79732132,32.49118805,32.03298187,33.13441467
4/24/2018,4:53:56 PM,567,297.838,35.41065216,34.71036911,34.66430664,31.75013351,32.50291443,32.04475403,33.15773773
4/24/2018,4:53:56 PM,837,298.108,35.37630463,34.75641251,34.61822891,31.75013351,32.46773529,32.00943756,33.16939926
4/24/2018,4:53:57 PM,378,298.649,35.27320862,34.67582703,34.60670853,31.65570068,32.38560486,31.9505558,33.11108398
4/24/2018,4:53:57 PM,648,298.919,35.29612732,34.6412735,34.6412735,31.70292664,32.39734268,31.97411156,33.09941864
4/24/2018,4:53:57 PM,918,299.189,35.45643234,34.77942657,34.72188187,31.8209095,32.573246,32.06829071,33.21603394
4/24/2018,4:53:58 PM,188,299.459,35.49075699,34.80244064,34.71036911,31.8680687,32.58496475,32.10359192,33.23934174
4/24/2018,4:53:58 PM,459,299.73,35.44498825,34.74490356,34.65279007,31.84449196,32.52636337,32.03298187,33.16939926
4/24/2018,4:53:58 PM,999,300.27,35.47931671,34.74490356,34.68733978,31.83270073,32.52636337,32.04475403,33.16939926
4/24/2018,4:53:59 PM,269,300.54,35.47931671,34.73339462,34.72188187,31.84449196,32.56152725,32.06829071,33.19271851
4/24/2018,4:53:59 PM,540,300.811,35.46787643,34.73339462,34.72188187,31.78552628,32.5498085,32.04475403,33.20437622
4/24/2018,4:53:59 PM,810,301.081,35.41065216,34.76792145,34.68733978,31.84449196,32.52636337,32.04475403,33.19271851
4/24/2018,4:54:00 PM,80,301.351,35.46787643,34.77942657,34.66430664,31.87985611,32.56152725,32.05652237,33.18106079
4/24/2018,4:54:00 PM,351,301.622,35.44498825,34.80244064,34.73339462,31.85628128,32.5498085,32.06829071,33.18106079
4/24/2018,4:54:00 PM,621,301.892,35.45643234,34.77942657,34.69885635,31.89164162,32.573246,32.05652237,33.20437622
4/24/2018,4:54:01 PM,161,302.432,35.50219727,34.82544708,34.73339462,31.92699432,32.58496475,32.11535645,33.27429962
4/24/2018,4:54:01 PM,432,302.703,35.58224106,34.81394196,34.76792145,31.96233368,32.63182449,32.08005905,33.29759598
4/24/2018,4:54:01 PM,702,302.973,35.46787643,34.76792145,34.80244064,31.91521072,32.58496475,32.10359192,33.25099564
4/24/2018,4:54:01 PM,972,303.243,35.47931671,34.79093552,34.74490356,31.84449196,32.5498085,32.02120972,33.20437622
4/24/2018,4:54:02 PM,242,303.513,35.45643234,34.76792145,34.71036911,31.80911636,32.51464081,31.9976635,33.21603394
4/24/2018,4:54:02 PM,513,303.784,35.46787643,34.75641251,34.69885635,31.80911636,32.52636337,32.03298187,33.15773773
4/24/2018,4:54:02 PM,783,304.054,35.50219727,34.83694839,34.74490356,31.89164162,32.62010956,32.10359192,33.21603394
4/24/2018,4:54:03 PM,53,304.324,35.43354416,34.77942657,34.65279007,31.78552628,32.53808594,32.02120972,33.16939926
4/24/2018,4:54:03 PM,594,304.865,35.49075699,34.80244064,34.77942657,31.8680687,32.50291443,32.09182739,33.18106079
4/24/2018,4:54:03 PM,864,305.135,35.43354416,34.81394196,34.71036911,31.8209095,32.49118805,32.08005905,33.15773773
4/24/2018,4:54:04 PM,134,305.405,35.43354416,34.79093552,34.67582703,31.79732132,32.50291443,32.03298187,33.1460762
4/24/2018,4:54:04 PM,405,305.676,35.36485672,34.69885635,34.62975311,31.69112206,32.4208107,31.96233368,33.06441116
4/24/2018,4:54:04 PM,675,305.946,35.39920425,34.75641251,34.65279007,31.77373123,32.4442749,32.02120972,33.12274933
4/24/2018,4:54:04 PM,945,306.216,35.31904221,34.68733978,34.59518433,31.75013351,32.40907669,31.92699432,33.09941864
4/24/2018,4:54:05 PM,215,306.486,35.43354416,34.72188187,34.66430664,31.78552628,32.43254471,32.00943756,33.13441467
4/24/2018,4:54:05 PM,486,306.757,35.38775635,34.69885635,34.59518433,31.71473122,32.38560486,31.89164162,33.12274933
4/24/2018,4:54:05 PM,756,307.027,35.38775635,34.74490356,34.68733978,31.75013351,32.43254471,31.9976635,33.1460762
4/24/2018,4:54:06 PM,297,307.568,35.36485672,34.74490356,34.62975311,31.70292664,32.4442749,31.93877411,33.09941864
4/24/2018,4:54:06 PM,567,307.838,35.34194946,34.67582703,34.62975311,31.76193237,32.4208107,31.97411156,33.052742
4/24/2018,4:54:06 PM,837,308.108,35.42210007,34.76792145,34.75641251,31.8209095,32.4442749,32.05652237,33.13441467
4/24/2018,4:54:07 PM,107,308.378,35.39920425,34.73339462,34.65279007,31.83270073,32.4560051,31.98588753,33.12274933
4/24/2018,4:54:07 PM,378,308.649,35.33049393,34.68733978,34.58366013,31.69112206,32.40907669,31.96233368,33.08774948
4/24/2018,4:54:07 PM,648,308.919,35.353405,34.6412735,34.57213593,31.70292664,32.4208107,31.92699432,33.04106903
4/24/2018,4:54:08 PM,188,309.459,35.37630463,34.73339462,34.61822891,31.76193237,32.43254471,31.97411156,33.09941864
4/24/2018,4:54:08 PM,459,309.73,35.38775635,34.77942657,34.68733978,31.77373123,32.49118805,31.97411156,33.12274933
4/24/2018,4:54:08 PM,729,310,35.45643234,34.82544708,34.74490356,31.79732132,32.51464081,31.98588753,33.19271851
4/24/2018,4:54:08 PM,999,310.27,35.47931671,34.81394196,34.75641251,31.85628128,32.56152725,32.09182739,33.18106079
4/24/2018,4:54:09 PM,269,310.54,35.45643234,34.72188187,34.69885635,31.87985611,32.49118805,32.02120972,33.15773773
4/24/2018,4:54:09 PM,540,310.811,35.49075699,34.82544708,34.73339462,31.84449196,32.53808594,32.04475403,33.25099564
4/24/2018,4:54:09 PM,810,311.081,35.51363373,34.83694839,34.75641251,31.90342712,32.573246,32.08005905,33.27429962
4/24/2018,4:54:10 PM,80,311.351,35.41065216,34.79093552,34.67582703,31.89164162,32.53808594,32.06829071,33.21603394
4/24/2018,4:54:10 PM,621,311.892,35.44498825,34.79093552,34.72188187,31.80911636,32.49118805,32.03298187,33.19271851
4/24/2018,4:54:10 PM,891,312.162,35.49075699,34.77942657,34.72188187,31.79732132,32.50291443,32.05652237,33.16939926
4/24/2018,4:54:11 PM,161,312.432,35.43354416,34.76792145,34.68733978,31.8209095,32.47946167,32.04475403,33.18106079
4/24/2018,4:54:11 PM,432,312.703,35.41065216,34.74490356,34.65279007,31.83270073,32.46773529,31.97411156,33.16939926
4/24/2018,4:54:11 PM,702,312.973,35.45643234,34.75641251,34.71036911,31.85628128,32.50291443,32.03298187,33.19271851
4/24/2018,4:54:11 PM,972,313.243,35.47931671,34.72188187,34.66430664,31.84449196,32.52636337,32.00943756,33.19271851
4/24/2018,4:54:12 PM,242,313.513,35.43354416,34.79093552,34.67582703,31.78552628,32.51464081,31.9976635,33.13441467
4/24/2018,4:54:12 PM,513,313.784,35.353405,34.66430664,34.59518433,31.71473122,32.4208107,31.97411156,33.08774948
4/24/2018,4:54:13 PM,53,314.324,35.39920425,34.76792145,34.68733978,31.77373123,32.46773529,31.9976635,33.1460762
4/24/2018,4:54:13 PM,324,314.595,35.41065216,34.76792145,34.69885635,31.8209095,32.51464081,32.02120972,33.20437622
4/24/2018,4:54:13 PM,594,314.865,35.47931671,34.79093552,34.68733978,31.79732132,32.47946167,32.02120972,33.16939926
4/24/2018,4:54:13 PM,864,315.135,35.43354416,34.74490356,34.66430664,31.73833466,32.49118805,31.9976635,33.1460762
4/24/2018,4:54:14 PM,134,315.405,35.30758286,34.58366013,34.56060791,31.63208199,32.35039139,31.8680687,33.02939606
4/24/2018,4:54:14 PM,405,315.676,35.45643234,34.73339462,34.68733978,31.75013351,32.46773529,31.92699432,33.09941864
4/24/2018,4:54:14 PM,945,316.216,35.38775635,34.68733978,34.61822891,31.69112206,32.39734268,31.92699432,33.08774948
4/24/2018,4:54:15 PM,215,316.486,35.39920425,34.71036911,34.68733978,31.75013351,32.47946167,31.92699432,33.15773773
4/24/2018,4:54:15 PM,486,316.757,35.41065216,34.76792145,34.68733978,31.76193237,32.49118805,31.9976635,33.1460762
4/24/2018,4:54:15 PM,756,317.027,35.36485672,34.81394196,34.71036911,31.75013351,32.47946167,31.9505558,33.11108398
4/24/2018,4:54:16 PM,26,317.297,35.42210007,34.80244064,34.62975311,31.73833466,32.4442749,31.97411156,33.13441467
4/24/2018,4:54:16 PM,297,317.568,35.33049393,34.72188187,34.58366013,31.70292664,32.4208107,31.92699432,33.11108398
4/24/2018,4:54:16 PM,837,318.108,35.36485672,34.71036911,34.59518433,31.71473122,32.43254471,31.93877411,33.09941864
4/24/2018,4:54:17 PM,107,318.378,35.39920425,34.75641251,34.62975311,31.77373123,32.47946167,31.9505558,33.15773773
4/24/2018,4:54:17 PM,378,318.649,35.34194946,34.68733978,34.59518433,31.70292664,32.4442749,31.93877411,33.13441467
4/24/2018,4:54:17 PM,648,318.919,35.30758286,34.72188187,34.57213593,31.69112206,32.40907669,31.87985611,33.15773773
4/24/2018,4:54:18 PM,188,319.459,35.31904221,34.75641251,34.59518433,31.69112206,32.4208107,31.9505558,33.11108398
4/24/2018,4:54:18 PM,459,319.73,35.37630463,34.67582703,34.58366013,31.75013351,32.43254471,31.98588753,33.11108398
4/24/2018,4:54:18 PM,729,320,35.38775635,34.77942657,34.67582703,31.73833466,32.4560051,32.03298187,33.18106079
4/24/2018,4:54:18 PM,729,320,35.38775635,34.77942657,34.67582703,31.73833466,32.4560051,32.03298187,33.18106079
4/24/2018,4:54:18 PM,729,320,35.38775635,34.77942657,34.67582703,31.73833466,32.4560051,32.03298187,33.18106079
4/24/2018,4:54:20 PM,351,321.622,35.28466797,34.69885635,34.59518433,31.5139122,32.32690811,31.8209095,33.02939606
4/24/2018,4:54:20 PM,621,321.892,35.29612732,34.62975311,34.58366013,31.56119347,32.30342102,31.8209095,33.0060463
