26000,26,26,27,26,278,2DBL0_3DBL0_airplane,13:03:39
26000,26,26,27,26,281,2DBL0_3DBL0_airplane,13:03:40
26000,26,26,27,26,281,2DBL0_3DBL0_airplane,13:03:42
26000,26,26,27,26,281,2DBL0_3DBL0_airplane,13:03:43
26000,26,26,27,26,281,2DBL0_3DBL0_airplane,13:03:45
26000,26,26,27,26,281,2DBL0_3DBL0_airplane,13:03:46
26000,26,26,27,26,281,2DBL0_3DBL0_airplane,13:03:47
26000,27,26,27,26,281,2DBL0_3DBL0_airplane,13:03:49
26000,27,26,27,26,285,2DBL0_3DBL0_airplane,13:03:50
26000,27,26,27,26,281,2DBL0_3DBL0_airplane,13:03:52
26000,27,26,27,26,281,2DBL0_3DBL0_airplane,13:03:53
26000,27,26,27,26,281,2DBL0_3DBL0_airplane,13:03:54
26000,27,26,27,26,285,2DBL0_3DBL0_airplane,13:03:56
26000,27,26,27,26,285,2DBL0_3DBL0_airplane,13:03:57
26000,27,26,27,26,281,2DBL0_3DBL0_airplane,13:03:59
26000,27,26,27,26,285,2DBL0_3DBL0_airplane,13:04:00
26000,27,26,27,26,285,2DBL0_3DBL0_airplane,13:04:01
26000,27,26,27,26,285,2DBL0_3DBL0_airplane,13:04:03
26000,27,26,27,26,285,2DBL0_3DBL0_airplane,13:04:04
