20180423,14:22:18,5_RedPlayer_Avatar2x2_usbin_notcharging,27000,29,28,29,29,317
20180423,14:23:18,5_RedPlayer_Avatar2x2_usbin_notcharging,28000,31,30,31,31,336
20180423,14:24:18,5_RedPlayer_Avatar2x2_usbin_notcharging,29000,31,31,31,31,333
20180423,14:25:19,5_RedPlayer_Avatar2x2_usbin_notcharging,29000,32,32,32,31,339
20180423,14:26:19,5_RedPlayer_Avatar2x2_usbin_notcharging,30000,33,32,33,32,349
20180423,14:27:19,5_RedPlayer_Avatar2x2_usbin_notcharging,31000,33,33,33,33,352
20180423,14:28:20,5_RedPlayer_Avatar2x2_usbin_notcharging,31000,34,33,34,33,355
20180423,14:29:20,5_RedPlayer_Avatar2x2_usbin_notcharging,32000,34,34,34,34,361
20180423,14:30:20,5_RedPlayer_Avatar2x2_usbin_notcharging,32000,34,34,34,34,365
20180423,14:31:21,5_RedPlayer_Avatar2x2_usbin_notcharging,33000,35,35,35,35,368
20180423,14:32:21,5_RedPlayer_Avatar2x2_usbin_notcharging,33000,35,35,35,35,374
20180423,14:33:21,5_RedPlayer_Avatar2x2_usbin_notcharging,34000,35,35,36,35,377
20180423,14:34:22,5_RedPlayer_Avatar2x2_usbin_notcharging,34000,36,36,36,36,381
20180423,14:35:22,5_RedPlayer_Avatar2x2_usbin_notcharging,34000,36,36,36,36,381
20180423,14:36:22,5_RedPlayer_Avatar2x2_usbin_notcharging,35000,36,36,37,36,387
20180423,14:37:23,5_RedPlayer_Avatar2x2_usbin_notcharging,35000,37,36,37,36,387
20180423,14:38:23,5_RedPlayer_Avatar2x2_usbin_notcharging,35000,37,37,37,37,390
20180423,14:39:24,5_RedPlayer_Avatar2x2_usbin_notcharging,35000,37,37,37,37,390
20180423,14:40:24,5_RedPlayer_Avatar2x2_usbin_notcharging,36000,37,37,37,37,393
20180423,14:41:24,5_RedPlayer_Avatar2x2_usbin_notcharging,36000,37,37,38,37,397
20180423,14:42:25,5_RedPlayer_Avatar2x2_usbin_notcharging,36000,37,37,38,37,397
20180423,14:43:25,5_RedPlayer_Avatar2x2_usbin_notcharging,36000,38,37,38,37,400
20180423,14:44:25,5_RedPlayer_Avatar2x2_usbin_notcharging,36000,38,38,38,38,403
20180423,14:45:26,5_RedPlayer_Avatar2x2_usbin_notcharging,36000,38,38,38,38,400
20180423,14:46:26,5_RedPlayer_Avatar2x2_usbin_notcharging,37000,38,38,38,38,400
20180423,14:47:26,5_RedPlayer_Avatar2x2_usbin_notcharging,37000,38,38,38,38,403
20180423,14:48:27,5_RedPlayer_Avatar2x2_usbin_notcharging,37000,38,38,38,38,403
20180423,14:49:27,5_RedPlayer_Avatar2x2_usbin_notcharging,37000,38,38,39,38,410
20180423,14:50:28,5_RedPlayer_Avatar2x2_usbin_notcharging,37000,39,38,39,38,406
20180423,14:51:28,5_RedPlayer_Avatar2x2_usbin_notcharging,37000,39,39,39,38,406
20180423,14:52:28,5_RedPlayer_Avatar2x2_usbin_notcharging,37000,39,39,39,39,410
20180423,14:53:29,5_RedPlayer_Avatar2x2_usbin_notcharging,38000,39,39,39,39,410
20180423,14:54:29,5_RedPlayer_Avatar2x2_usbin_notcharging,38000,39,39,39,39,410
20180423,14:55:30,5_RedPlayer_Avatar2x2_usbin_notcharging,38000,39,39,39,39,410
20180423,14:56:30,5_RedPlayer_Avatar2x2_usbin_notcharging,38000,39,39,39,39,413
20180423,14:57:30,5_RedPlayer_Avatar2x2_usbin_notcharging,38000,39,39,39,39,416
20180423,14:58:31,5_RedPlayer_Avatar2x2_usbin_notcharging,38000,39,39,39,39,413
20180423,14:59:31,5_RedPlayer_Avatar2x2_usbin_notcharging,38000,39,39,39,39,413
20180423,15:00:32,5_RedPlayer_Avatar2x2_usbin_notcharging,38000,39,39,40,39,416
20180423,15:01:32,5_RedPlayer_Avatar2x2_usbin_notcharging,38000,39,39,40,39,416
20180423,15:02:32,5_RedPlayer_Avatar2x2_usbin_notcharging,38000,39,39,40,39,416
20180423,15:03:33,5_RedPlayer_Avatar2x2_usbin_notcharging,38000,40,39,40,39,419
20180423,15:04:33,5_RedPlayer_Avatar2x2_usbin_notcharging,38000,40,40,40,39,416
20180423,15:05:34,5_RedPlayer_Avatar2x2_usbin_notcharging,38000,40,40,40,40,426
20180423,15:06:34,5_RedPlayer_Avatar2x2_usbin_notcharging,38000,40,40,40,40,419
20180423,15:07:34,5_RedPlayer_Avatar2x2_usbin_notcharging,39000,40,40,40,40,419
