Plot 1 FLIR USB Video,,,,,,,,
,,,,,,,,
,,,,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value
Emissivity,,,,0.9499999881,0.9499999881,0.9499999881,0.9499999881,0.9499999881
Distance,,,,1,1,1,1,1
Reflected temperature,,,,19.9999939,19.9999939,19.9999939,19.9999939,19.9999939
Location X,,,,36,282,283,166,34
Location Y,,,,115,58,113,116,58
Size X,,,,,,,,
Size Y,,,,,,,,
Surface (pixels),,,,,,,,
,,,,,,,,
Date,Time,Milliseconds,Relative time,Sp1.Value,Sp2.Value,Sp3.Value,Sp4.Value,Sp5.Value
4/20/2018,12:08:01 PM,567,21.892,27.74860764,24.67777824,24.42646408,25.26616669,24.82829857
4/20/2018,12:08:01 PM,837,22.162,27.72416878,24.61500359,24.43904305,25.24119186,24.77814674
4/20/2018,12:08:02 PM,108,22.433,27.74860764,24.65267181,24.43904305,25.25368118,24.80322647
4/20/2018,12:08:02 PM,378,22.703,27.78525352,24.67777824,24.42646408,25.26616669,24.80322647
4/20/2018,12:08:02 PM,918,23.243,27.71194839,24.5773201,24.38871765,25.20371819,24.74052048
4/20/2018,12:08:03 PM,189,23.514,27.80967903,24.79068756,24.50191689,25.31610107,24.87842751
4/20/2018,12:08:03 PM,459,23.784,27.88292122,24.82829857,24.61500359,25.41590309,24.92853355
4/20/2018,12:08:03 PM,729,24.054,27.91952515,24.80322647,24.5898819,25.44083977,24.90348244
4/20/2018,12:08:03 PM,999,24.324,27.88292122,24.80322647,24.5898819,25.42837334,24.92853355
4/20/2018,12:08:04 PM,270,24.595,27.90732384,24.85336494,24.67777824,25.47823524,25.00365067
4/20/2018,12:08:04 PM,540,24.865,28.00488853,24.87842751,24.69033051,25.54053307,25.01616478
4/20/2018,12:08:05 PM,81,25.406,27.94392014,24.89095497,24.66522598,25.50315857,25.00365067
4/20/2018,12:08:05 PM,351,25.676,27.90732384,24.84083176,24.5898819,25.44083977,24.96609688
4/20/2018,12:08:05 PM,621,25.946,27.90732384,24.79068756,24.6024437,25.46577072,24.92853355
4/20/2018,12:08:05 PM,891,26.216,27.90732384,24.81576347,24.64011765,25.4533062,24.96609688
4/20/2018,12:08:06 PM,162,26.487,27.96831131,24.89095497,24.65267181,25.46577072,24.97861671
4/20/2018,12:08:06 PM,432,26.757,27.94392014,24.85336494,24.61500359,25.42837334,24.9410553
4/20/2018,12:08:06 PM,702,27.027,27.96831131,24.86589622,24.64011765,25.49069786,24.95357704
4/20/2018,12:08:07 PM,243,27.568,28.00488853,24.95357704,24.7154274,25.49069786,25.0537014
4/20/2018,12:08:07 PM,513,27.838,27.93172264,24.84083176,24.61500359,25.41590309,24.9410553
4/20/2018,12:08:07 PM,783,28.108,27.90732384,24.77814674,24.5898819,25.41590309,24.95357704
4/20/2018,12:08:08 PM,53,28.378,27.83409691,24.7154274,24.48934555,25.39096069,24.86589622
4/20/2018,12:08:08 PM,324,28.649,27.80967903,24.67777824,24.48934555,25.35353661,24.86589622
4/20/2018,12:08:08 PM,864,29.189,27.87071609,24.79068756,24.61500359,25.40343285,24.92853355
4/20/2018,12:08:09 PM,135,29.46,27.82188797,24.76560593,24.5773201,25.39096069,24.90348244
4/20/2018,12:08:09 PM,405,29.73,27.87071609,24.77814674,24.5773201,25.41590309,24.92853355
4/20/2018,12:08:09 PM,675,30,27.83409691,24.77814674,24.62756157,25.40343285,24.916008
4/20/2018,12:08:09 PM,945,30.27,27.84630585,24.80322647,24.6024437,25.41590309,24.916008
4/20/2018,12:08:10 PM,486,30.811,27.87071609,24.82829857,24.6024437,25.44083977,24.95357704
4/20/2018,12:08:10 PM,756,31.081,27.87071609,24.81576347,24.64011765,25.46577072,24.916008
4/20/2018,12:08:11 PM,26,31.351,27.82188797,24.77814674,24.6024437,25.41590309,24.90348244
4/20/2018,12:08:11 PM,297,31.622,27.84630585,24.76560593,24.53962517,25.41590309,24.92853355
4/20/2018,12:08:11 PM,567,31.892,27.83409691,24.76560593,24.5773201,25.44083977,24.9410553
4/20/2018,12:08:11 PM,837,32.162,27.87071609,24.77814674,24.5898819,25.41590309,24.92853355
4/20/2018,12:08:12 PM,108,32.433,27.87071609,24.79068756,24.61500359,25.4533062,24.95357704
4/20/2018,12:08:12 PM,648,32.973,27.7608242,24.69033051,24.55219078,25.36601257,24.86589622
4/20/2018,12:08:12 PM,918,33.243,27.77303886,24.7154274,24.52705765,25.41590309,24.90348244
4/20/2018,12:08:13 PM,189,33.514,27.77303886,24.74052048,24.50191689,25.41590309,24.90348244
4/20/2018,12:08:13 PM,459,33.784,27.79746628,24.7530632,24.5773201,25.46577072,24.95357704
4/20/2018,12:08:13 PM,729,34.054,27.87071609,24.81576347,24.5898819,25.46577072,24.92853355
4/20/2018,12:08:13 PM,999,34.324,27.85851097,24.84083176,24.5898819,25.50315857,24.95357704
4/20/2018,12:08:14 PM,540,34.865,27.87071609,24.81576347,24.62756157,25.47823524,24.95357704
4/20/2018,12:08:14 PM,810,35.135,27.89512253,24.81576347,24.67777824,25.47823524,24.95357704
4/20/2018,12:08:15 PM,81,35.406,27.87071609,24.72797394,24.56475639,25.41590309,24.90348244
4/20/2018,12:08:15 PM,351,35.676,27.79746628,24.79068756,24.51448822,25.39096069,24.90348244
4/20/2018,12:08:15 PM,621,35.946,27.87071609,24.79068756,24.6024437,25.4533062,24.9410553
4/20/2018,12:08:15 PM,891,36.216,27.82188797,24.79068756,24.53962517,25.4533062,24.916008
4/20/2018,12:08:16 PM,162,36.487,27.74860764,24.69033051,24.4516201,25.34106064,24.87842751
4/20/2018,12:08:16 PM,432,36.757,27.71194839,24.65267181,24.42646408,25.26616669,24.86589622
4/20/2018,12:08:16 PM,972,37.297,27.72416878,24.67777824,24.46419716,25.34106064,24.87842751
4/20/2018,12:08:17 PM,243,37.568,27.74860764,24.7154274,24.50191689,25.35353661,24.85336494
4/20/2018,12:08:17 PM,513,37.838,27.67527962,24.65267181,24.4516201,25.31610107,24.84083176
4/20/2018,12:08:17 PM,783,38.108,27.67527962,24.62756157,24.40130234,25.30361938,24.85336494
4/20/2018,12:08:18 PM,324,38.649,27.68750381,24.62756157,24.41388321,25.30361938,24.82829857
4/20/2018,12:08:18 PM,594,38.919,27.66305351,24.6024437,24.40130234,25.31610107,24.77814674
4/20/2018,12:08:18 PM,864,39.189,27.62636757,24.62756157,24.42646408,25.27865219,24.81576347
4/20/2018,12:08:19 PM,135,39.46,27.74860764,24.7154274,24.5773201,25.37848854,24.85336494
4/20/2018,12:08:19 PM,405,39.73,27.71194839,24.7154274,24.47677231,25.35353661,24.85336494
4/20/2018,12:08:19 PM,675,40,27.7608242,24.7154274,24.50191689,25.34106064,24.92853355
4/20/2018,12:08:20 PM,216,40.541,27.77303886,24.7154274,24.50191689,25.36601257,24.90348244
4/20/2018,12:08:20 PM,486,40.811,27.77303886,24.72797394,24.55219078,25.40343285,24.916008
4/20/2018,12:08:20 PM,756,41.081,27.79746628,24.77814674,24.51448822,25.39096069,24.95357704
4/20/2018,12:08:21 PM,26,41.351,27.78525352,24.79068756,24.56475639,25.36601257,24.96609688
4/20/2018,12:08:21 PM,297,41.622,27.74860764,24.74052048,24.56475639,25.36601257,24.86589622
4/20/2018,12:08:21 PM,567,41.892,27.7608242,24.79068756,24.55219078,25.34106064,24.92853355
4/20/2018,12:08:21 PM,837,42.162,27.83409691,24.77814674,24.5898819,25.40343285,24.9410553
4/20/2018,12:08:22 PM,378,42.703,27.79746628,24.74052048,24.52705765,25.37848854,24.9410553
4/20/2018,12:08:22 PM,648,42.973,27.78525352,24.76560593,24.51448822,25.37848854,24.95357704
4/20/2018,12:08:22 PM,918,43.243,27.7608242,24.69033051,24.48934555,25.37848854,24.916008
4/20/2018,12:08:23 PM,189,43.514,27.78525352,24.77814674,24.53962517,25.39096069,24.9410553
4/20/2018,12:08:23 PM,459,43.784,27.80967903,24.76560593,24.51448822,25.41590309,24.96609688
4/20/2018,12:08:23 PM,999,44.324,27.77303886,24.79068756,24.56475639,25.39096069,24.916008
4/20/2018,12:08:24 PM,270,44.595,27.77303886,24.81576347,24.5773201,25.41590309,24.92853355
4/20/2018,12:08:24 PM,540,44.865,27.77303886,24.72797394,24.56475639,25.40343285,24.89095497
4/20/2018,12:08:24 PM,810,45.135,27.78525352,24.7530632,24.53962517,25.40343285,24.84083176
4/20/2018,12:08:25 PM,81,45.406,27.80967903,24.74052048,24.53962517,25.4533062,24.90348244
4/20/2018,12:08:25 PM,351,45.676,27.89512253,24.79068756,24.64011765,25.46577072,24.9410553
4/20/2018,12:08:25 PM,891,46.216,27.79746628,24.82829857,24.5773201,25.42837334,24.97861671
4/20/2018,12:08:26 PM,162,46.487,27.78525352,24.7154274,24.52705765,25.37848854,24.84083176
4/20/2018,12:08:26 PM,432,46.757,27.80967903,24.80322647,24.6024437,25.42837334,24.9410553
4/20/2018,12:08:26 PM,702,47.027,27.79746628,24.77814674,24.56475639,25.40343285,24.87842751
4/20/2018,12:08:26 PM,972,47.297,27.78525352,24.76560593,24.6024437,25.37848854,24.84083176
4/20/2018,12:08:27 PM,243,47.568,27.85851097,24.80322647,24.5773201,25.41590309,24.916008
4/20/2018,12:08:27 PM,513,47.838,27.84630585,24.79068756,24.6024437,25.46577072,24.9410553
4/20/2018,12:08:28 PM,53,48.378,27.80967903,24.77814674,24.56475639,25.40343285,24.89095497
4/20/2018,12:08:28 PM,324,48.649,27.74860764,24.76560593,24.53962517,25.40343285,24.89095497
4/20/2018,12:08:28 PM,594,48.919,27.73638916,24.80322647,24.52705765,25.35353661,24.87842751
4/20/2018,12:08:28 PM,864,49.189,27.67527962,24.72797394,24.47677231,25.31610107,24.80322647
4/20/2018,12:08:29 PM,135,49.46,27.6997261,24.72797394,24.51448822,25.36601257,24.80322647
4/20/2018,12:08:29 PM,405,49.73,27.72416878,24.7530632,24.43904305,25.35353661,24.87842751
4/20/2018,12:08:29 PM,945,50.27,27.6997261,24.7154274,24.47677231,25.31610107,24.85336494
4/20/2018,12:08:30 PM,216,50.541,27.6997261,24.69033051,24.47677231,25.30361938,24.77814674
4/20/2018,12:08:30 PM,486,50.811,27.77303886,24.72797394,24.53962517,25.37848854,24.87842751
4/20/2018,12:08:30 PM,756,51.081,27.84630585,24.85336494,24.6024437,25.39096069,24.9410553
4/20/2018,12:08:31 PM,26,51.351,27.80967903,24.79068756,24.53962517,25.41590309,24.95357704
4/20/2018,12:08:31 PM,297,51.622,27.80967903,24.7530632,24.52705765,25.37848854,24.89095497
4/20/2018,12:08:31 PM,837,52.162,27.6997261,24.72797394,24.51448822,25.30361938,24.84083176
4/20/2018,12:08:32 PM,108,52.433,27.7608242,24.76560593,24.51448822,25.35353661,24.82829857
4/20/2018,12:08:32 PM,378,52.703,27.7608242,24.67777824,24.47677231,25.34106064,24.82829857
4/20/2018,12:08:32 PM,648,52.973,27.85851097,24.76560593,24.52705765,25.41590309,24.90348244
4/20/2018,12:08:32 PM,918,53.243,27.67527962,24.5898819,24.38871765,25.24119186,24.77814674
4/20/2018,12:08:33 PM,189,53.514,27.78525352,24.72797394,24.50191689,25.30361938,24.79068756
4/20/2018,12:08:33 PM,459,53.784,27.68750381,24.69033051,24.42646408,25.2911377,24.80322647
